price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 5,3 Miliar Total",Rp 27 Jutaan (Tenor 20 Tahun),Kantor - Ruko Strategis Pusat Kota,Ketapang,,2,4,555 m²,300 m²
Rp 275 Juta /are,Rp 1 Jutaan (Tenor 20 Tahun),Dijual Tanah Kavling Penarungan,Badung,,,,15000 m²,
Rp 950 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"TANAH MURAH DI POROS JALAN RAYA DAENDLES, KOTA PROBOLINGGO",Probolinggo,,,,1517 m²,
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Villa di Jalan Ayodya Ubud Gianyar Bali SHM Baru Utara,Gianyar,2,2,2,700 m²,300 m²
Rp 250 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Dijual Lahan Pantai Kawona Dan Katewel Sumba Barat Daya,Sumba Barat,,,,20000 m²,
Rp 6 Miliar,Rp 30 Jutaan (Tenor 20 Tahun),Dijual Villa di Jalan Alas Kedaton Marga Tabanan Bali,Tabanan,4,4,1,600 m²,400 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),TANAH 553 M2 DI JALAN MUARA DEKAT RAYA TAJUR BOGOR,Bogor,,,,553 m²,
Rp 55 Juta /are,Rp 290 Ribuan (Tenor 20 Tahun),Termurah 40 Are Potensial Kawasan Bantas Tabanan,Tabanan,,,,4000 m²,
Rp 30 Juta /are,Rp 160 Ribuan (Tenor 20 Tahun),Akses Jalan Desa 30 Are Dominan Datar Area Penebel,Tabanan,,,,3000 m²,
Rp 35 Juta /are,Rp 190 Ribuan (Tenor 20 Tahun),"Area Penatahan Dekat Wisata Air Panas 2,550 M2 di Penebel",Tabanan,,,,2550 m²,
Rp 30 Juta /are,Rp 160 Ribuan (Tenor 20 Tahun),"17,800 m2 View Sungai dgn Air Terjun di Selemadeg Pinggir Jalan",Tabanan,,,,17800 m²,
Rp 180 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Dekat Pantai Lahan kering dgn Akses Jalan Mobil,Jembrana,,,,46000 m²,
Rp 240 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Dekat Jalan Provinsi Dijual Tanah Global 20 Hektar,Jembrana,,,,200000 m²,
"Rp 14,2 Miliar Total",Rp 73 Jutaan (Tenor 20 Tahun),Under Market Price 64.600 Sqm In Jembrana For Investment,Jembrana,,,,64600 m²,
"Rp 1,08 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),Beautiful Rice Fields And Mountain View By Small River In Penebel,Tabanan,,,,2700 m²,
Rp 864 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),Exotic Yet Affordable 32 Are Land For Sale In Penebel Tabanan,Tabanan,,,,3200 m²,
"Rp 9,77 Miliar Total",Rp 50 Jutaan (Tenor 20 Tahun),Under Market Price Land Sale 13.030 Sqm In Jembrana,Jembrana,,,,13030 m²,
"Rp 1,5 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),"Jual Kavling Lingkar Sumedang Posisi Mainroad , Kabupaten Sumedang",Sumedang,,,,2496 m²,
"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI TENGAH KOTA DEKAT JALAN UTAMA DIPONEGORO,Denpasar,3,3,,94 m²,128 m²
Rp 650 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),Tanah Di Sebrang Puskesmas Waled Cirebon,Cirebon,,,,1203 m²,
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Villa Allure Full Furnish Siap Huni di Grand Pangandaran,Pangandaran,2,2,2,117 m²,72 m²
"Rp 1,93 Miliar Total",Rp 9 Jutaan (Tenor 20 Tahun),"Sawah Produktif Di Desa Subuk, Buleleng",Buleleng,,,,9650 m²,
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Perumahan Bsb, Liliba, Kota Kupang. Tenang, Aman Dan Nyaman",Kupang,3,2,1,167 m²,83 m²
Rp 180 Miliar Total,Rp 926 Jutaan (Tenor 20 Tahun),Dijual Pabrik Jombang,Jombang,,,,54000 m²,30000 m²
"Rp 2,99 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Jual Rumah tanah Di Singgah Mata Banda Aceh,Banda Aceh,6,4,,590 m²,226 m²
"Rp 1,5 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),Tanah Pekarangan 2.115m2 Kalijambe Sragen.,Sragen,,,,2115 m²,
Rp 35 Miliar,Rp 180 Jutaan (Tenor 20 Tahun),"Rumah hook , Batu Tulis Raya / Juanda 3 luas tanah 645m²",Jakarta Pusat,6,2,,645 m²,300 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah  Bangunan Bagus Siap Pakai Tengah Kota,Semarang,2,2,3,225 m²,300 m²
Rp 800 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Dijamin Murah Tanah Jl Raya Wonorejo Pasuruan Cocok Utk Pabrik,Pasuruan,,,,7321 m²,
"Rp 1,85 Miliar Total",Rp 9 Jutaan (Tenor 20 Tahun),Ruko 2 Lantai Jalan Utama Suli Denpasar Bali,Denpasar,,2,2,85 m²,102 m²
Rp 27 Miliar Total,Rp 138 Jutaan (Tenor 20 Tahun),Cocok Industri Pengolahan Gudang Ready 1.9ha Terara Lombok Timur Ntb,Lombok Timur,,2,10,19216 m²,7432 m²
"Rp 1,2 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),Tanah Kebun Produktif Dpinggir Jalan Desa Tabananpajahan Pupuan,Tabanan,,,,3000 m²,
Rp 575 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Konsep Industrial Astetik Lesanpuro Malang Kota Dekat Tol,Malang,3,1,1,72 m²,72 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Hot Deal Rumah Shm Siap Huni Salatiga Kota Dekat Pasar 3br Bagus,Salatiga,3,2,1,178 m²,119 m²
Rp 55 Miliar Total,Rp 282 Jutaan (Tenor 20 Tahun),Dijual Pabrik 0 jalan Provinsi Kertosono Nganjuk,Nganjuk,,,,19850 m²,10000 m²
"Rp 37,5 Miliar Total",Rp 192 Jutaan (Tenor 20 Tahun),"Lahan di Buper Waena, Jayapura, Papua",Jayapura,,,,30000 m²,
"Rp 1,37 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Hot Sale! Rumah Siap Huni Bagus 2 Lantai Shm Bagus Timur Di Taman Yasmin, Bogor",Bogor,2,1,1,144 m²,104 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Rumah Di Jalan Raya Kartini Kefamenanu,Timor Tengah Utara,7,3,,900 m²,500 m²
Rp 8 Miliar Total,Rp 41 Jutaan (Tenor 20 Tahun),Dijual tanah dekat airport di Wakatobi,Wakatobi,,,,23000 m²,
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Lelang Rumah 3 Lantai, Komplek The Central Sukajadi, Batam",Batam,6,3,1,92 m²,225 m²
Rp 35 Juta /are,Rp 190 Ribuan (Tenor 20 Tahun),9 Hektar Fantastis Ocean View.close To New Airport Kubutambhan Buleleng Bali,Buleleng,,,,90000 m²,
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Lelang Rumah Jl. Ketilang Randugunting, Tegal, Jawa Tengah",Tegal,2,2,1,492 m²,550 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),"Dilelang, Rumah Mewah 1 Lantai di Pakis, Magelang, Jawa Tengah",Magelang,4,2,1,560 m²,200 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),"Lelang Rumah di Kec. Gianyar, Kec. Gianyar, Bali",Gianyar,2,1,1,180 m²,203 m²
Rp 500 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Tanah strategis SHM 3645 m² di Batealit,Jepara,,,,3645 m²,
"Rp 1,6 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),Tanah Luas Strategis Bisa Perluasan di Tegowanu,Grobogan,,,,8000 m²,
"Rp 3,9 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),Ruko 3 Lantai Poros Jl Tanjung Kota Blitar,Blitar,,2,,251 m²,700 m²
Rp 30 Miliar Total,Rp 154 Jutaan (Tenor 20 Tahun),"Tanah dengan SPBU di Purwaharja, Banjar, Jawa Barat",Banjar,,,,7409 m²,
Rp 210 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Murah Dijual di De Arrifa Permata Residence Probolinggo,Probolinggo,2,1,1,72 m²,36 m²
"Rp 3,3 Miliar Total",Rp 16 Jutaan (Tenor 20 Tahun),"Tanah Luas 2200 meter2 di Pabuaran, Subang Jawa Barat",Subang,,,,2200 m²,
Rp 16 Miliar Total,Rp 82 Jutaan (Tenor 20 Tahun),"GUDANG EX PABRIK BERAS COCOK UNTUK GUDANG, PABRIK ATAU USAHA LAINNYA DI KEBONAGUNG DEMAK",Demak,,,,5800 m²,2000 m²
"Rp 7,7 Miliar Total",Rp 39 Jutaan (Tenor 20 Tahun),Villa Klasik di Lahan Seluas 3600 m² di Apuan Tabanan Bali,Tabanan,3,3,,3600 m²,300 m²
"Rp 3,3 Miliar Total",Rp 16 Jutaan (Tenor 20 Tahun),Gudang Margomulyo.permai Dekat Tol Dan Pelabuhan Perak,Bojonegoro,,1,2,324 m²,900 m²
"Rp 6,5 Juta /m²",Rp 40 Ribuan (Tenor 20 Tahun),Kavling Padang Timur Sumatera Barat Luas.6245 Meter,Tapanuli Selatan,,,,6245 m²,
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Dijual: Rmh + Tanah Di Sagalaherang Subang,Subang,6,4,6,1250 m²,400 m²
"Rp 1,5 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),Dijual Tanah Jl. Besar Hamparan Perak,Medan,,,,25000 m²,
"Rp 2,3 Juta /m²",Rp 20 Ribuan (Tenor 20 Tahun),Dijual Tanah Malang Arjowinangun dekat Islamic Center Kota Malang,Malang,,,,70 m²,
Rp 245 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Bagus Dekat Rs Hastuti Sragen Luas Tanah 80m2,Sragen,2,1,1,80 m²,36 m²
"Rp 15,3 Miliar Total",Rp 78 Jutaan (Tenor 20 Tahun),"Land for sale at Banjarangkan, Klungkung, strategic location, beach front",Semarapura,,,,2186 m²,
Rp 265 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Murah Luas Pinggir Jalan Kampung Di Tempuran Magelang,Magelang,,,,120 m²,100 m²
Rp 15 Miliar Total,Rp 77 Jutaan (Tenor 20 Tahun),"tanah murah di jl. Ardipura, Jayapura, lrian Jaya",Jayapura,,,,3727 m²,
Rp 400 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),BEAUTIFUL LAND,Tabanan,,,,10000 m²,
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Condotel Wyndham Tamansari Jivva Resort Klungkung Bali,Klungkung,1,1,,,24 m²
Rp 575 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Tanah Darat Murah Strategis Pinggir Jalan Raya Pemalang Dkt Tegal Pekalongan,Pemalang,,,,476 m²,
"Rp 1,4 Miliar /are",Rp 7 Jutaan (Tenor 20 Tahun),Dijalan Tanah Lokasi Strategis Komersil di Jalan Gelogor Carik,Denpasar,,,,400 m²,
Rp 3 Juta /m²,Rp 20 Ribuan (Tenor 20 Tahun),Tanah Pinggir Jalan Utama Dekat Bandara Eltari Kupang,Kupang,,,,4000 m²,
Rp 698 Juta,Rp 3 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH di Jl. Kusuma Derpah Burneh - Bangkalan,Bangkalan,3,2,1,142 m²,194 m²
Rp 36 Miliar Total,Rp 185 Jutaan (Tenor 20 Tahun),Dijual Gudang Terawat Purbalingga Jawa Tengah,Purbalingga,,4,10,18000 m²,4100 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),"Rumah mewah + kos kosan jalan Cipto Mangunkusumo, depan kampus",Samarinda,8,2,,467 m²,467 m²
"Rp 3,5 Juta /m²",Rp 20 Ribuan (Tenor 20 Tahun),Tanah Kavling Steategis Lokasi Sederet Dengan Hotel Purnama Batu,Batu,,,,4972 m²,
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Cluster Thomson Lokasi strategis  Gading Serpong,Probolinggo,3,2,1,99 m²,73 m²
"Rp 12,7 Miliar /m²",Rp 65 Jutaan (Tenor 20 Tahun),TANAH PINGGIR JALAN TIMOR RAYA,Kupang,,,,3171 m²,
Rp 9 Miliar Total,Rp 46 Jutaan (Tenor 20 Tahun),RUMAH KOST AKTIF DAN LAHAN PARKIR LOKASI STRATEGIS DI KOTA BOGOR,Bogor,,3,,512 m²,198 m²
Rp 450 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Tanah siap bangun di Sinanggul Sekacer Jepara,Jepara,,,,2150 m²,
Rp 350 Juta /are,Rp 1 Jutaan (Tenor 20 Tahun),"Dijual Tanah Lokasi Dekat Rs Tabanan, Polres, Lapangan Dangin Carik Dan Kantor Bupati Tabanan",Tabanan,,,,425 m²,
"Rp 1,1 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),Tanah Zona Industri Dekat Pintu Tol Kuncen Klaten,Klaten,,,,13527 m²,
Rp 875 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Dijual Rumah Minimalis Modern Dalam Cluster Nyang Nyaman Di Lampung,Pringsewu,2,1,3,168 m²,140 m²
Rp 800 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),"Tanah Luas, Murah dan Strategis Pinggir Jalan Daendels, Keburuhan, Ngombol, Purworejo",Purworejo,,,,11158 m²,
Rp 250 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Tanah Kosong Lokasi Strategis Jalan Raya Cililin Batujajar,Bandung Barat,,,,100000 m²,
Rp 200 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Tanah di kendari 1.8 ha dijual,Kendari,,,,18400 m²,
Rp 250 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),TANAH TEPI PANTAI CEMARA COCOK UNTUK RESORT ATAU INDUSTRI DI KALTARA,Bulungan,,,,75000 m²,
"Rp 5,5 Miliar Total",Rp 28 Jutaan (Tenor 20 Tahun),Jual Pabrik & Gudang Luas 4000M Murah Dekat Suramadu Pelabuhan Peti Kemas Bangkalan Madura,Pamekasan,,8,10,4001 m²,1800 m²
"Rp 1,7 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),"Untung Besar, Cuma 100 Jt An Lahan Pekarangan di Dekat Lanud",Magetan,,,,82 m²,
Rp 78 Juta Total,Rp 410 Ribuan (Tenor 20 Tahun),Kavling Villa Dilokasi Premium Dekat Dengan Lokasi Wisata Garut,Garut,,,,60 m²,
Rp 39 Miliar Total,Rp 200 Jutaan (Tenor 20 Tahun),Villa dan waterpark di Lombok,Lombok Barat,,10,,13863 m²,11765 m²
Rp 350 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),TANAH SUPER ISTIMEWA DI PANTAI  MENYER WONOSARI,Gunung Kidul,,,,58000 m²,
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Kos Kosan Bagus Dengan Area Yang Luas di Tengah Kota Makassar,Makassar,12,6,5,408 m²,153 m²
"Rp 3,2 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Investasi Cerdas, Rumah Strategis Dengan Potensi Naik",Makassar,5,2,1,186 m²,90 m²
"Rp 1,15 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),"Ruko 3,5 Lantai di Cendrawasih Square Cocok Untuk Berbisnis",Makassar,,3,,75 m²,75 m²
"Rp 2,5 Miliar Total",Rp 12 Jutaan (Tenor 20 Tahun),Dijual Rumah Dan Tanah Pinggir Jalan Utama Limbangan Garut,Garut,,,,1800 m²,
Rp 10 Juta /m²,Rp 60 Ribuan (Tenor 20 Tahun),Tanah untuk hotel jepara,Jepara,,,,7180 m²,
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Lokasi Bebas Banjir Dekat Jl. Pettarani Rumah,Makassar,3,2,1,300 m²,200 m²
Rp 949 Juta,Rp 4 Jutaan (Tenor 20 Tahun),RUMAH MURONGSANTREN JOMBANG 95664,Jombang,1,1,,1009 m²,10 m²
Rp 444 Juta,Rp 2 Jutaan (Tenor 20 Tahun),RUMAH GEMPOL LEGUNDI JOMBANG 80727,Jombang,1,1,,376 m²,10 m²
Rp 318 Juta,Rp 1 Jutaan (Tenor 20 Tahun),RUMAH BANGGLE JOMBANG 84827,Jombang,1,1,,519 m²,10 m²
Rp 555 Juta,Rp 2 Jutaan (Tenor 20 Tahun),RUMAH PUCANGSIMO JOMBANG 95694,Jombang,1,1,,4280 m²,10 m²
Rp 400 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"dijual rumah murah di Bago, Tulungagung",Tulungagung,2,1,,171 m²,120 m²
"Rp 5,46 Miliar Total",Rp 28 Jutaan (Tenor 20 Tahun),RUKO KEAMANAN JAKARTA BARAT 94003,Ciamis,,,,165 m²,10 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),RUMAH SAMUDRA BANYUMAS 1535,Banyumas,1,1,,315 m²,10 m²
"Rp 82,3 Miliar",Rp 423 Jutaan (Tenor 20 Tahun),RUMAH TRUNOJOYO BATU 688,Maros,1,1,,2779 m²,10 m²
Rp 507 Juta,Rp 2 Jutaan (Tenor 20 Tahun),RUMAH KP CIBINONG BANDUNG BARAT 27492,Bandung Barat,1,1,,115 m²,10 m²
"Rp 3,5 Juta /m²",Rp 20 Ribuan (Tenor 20 Tahun),Tanah HGB 1987m2 di Kawasan Industri Candi Gatot Soebroto Semarang,Semarang,,,,1987 m²,
"Rp 8,37 Miliar Total",Rp 43 Jutaan (Tenor 20 Tahun),50 Meter dari Jalan Raya Ampera Trikora - Jalan Gaya Baru,Samarinda,,,,4187 m²,
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Rumah Rapi Siap Huni di Bunyamin Residence Banjarmasin Kalimantan Selatan,Banjarmasin,3,3,1,220 m²,200 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH PEKARANGAN LUAS TAMAN KENTEN PALEMBANG,Palembang,3,3,,936 m²,96 m²
Rp 8 Miliar Total,Rp 41 Jutaan (Tenor 20 Tahun),"di Tanah Luas Sukadana Lampung , Lampung Timur",Lampung Timur,,,,1111000000 m²,
Rp 15 Miliar Total,Rp 77 Jutaan (Tenor 20 Tahun),"Dijual Cepat, Murah, Ry. P. Sudirman, Nganjuk",Nganjuk,,1,,3600 m²,1200 m²
"Rp 6,35 Miliar Total",Rp 32 Jutaan (Tenor 20 Tahun),"Jual Tanah Kosong Di Jl. Tengku Amir Hamzah, Sambi Rejo, Kec. Binjai, Kabupaten Langkat, Sumatera Utara, Binjai",Langkat,,,,11563 m²,
Rp 2 Juta /m²,Rp 20 Ribuan (Tenor 20 Tahun),Jual Tanah Gorontalo 6 Km Dari Gorr Dekat Rumah Sakit Toto,Gorontalo,,,,10000 m²,
Rp 150 Juta Total,Rp 780 Ribuan (Tenor 20 Tahun),Dijual Kavling Di Tarai Bangun Tambang Kampar Riau,Kampar,,,,369 m²,
Rp 850 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Tanah di Kendal cocok untuk kavling perumahan,usaha wisata, kuliner",Kendal,,,,4250 m²,
"Rp 6,83 Miliar Total",Rp 35 Jutaan (Tenor 20 Tahun),"Tanah SHM 6.830m² di Jl.raya Banyuputih, Kab. Batang",Batang,,,,6830 m²,
"Rp 30,3 Miliar",Rp 155 Jutaan (Tenor 20 Tahun),Beach front Hotel for sale GILI meno Lombok,Lombok Utara,15,15,2,1500 m²,1000 m²
Rp 8 Miliar,Rp 41 Jutaan (Tenor 20 Tahun),Penginapan/Kost Murah & Bersih 32 Kamar Dipusat Kota Makassar,Makassar,34,13,7,404 m²,700 m²
"Rp 1,3 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Tua Dekat Kampus UNM Di Makassar,Makassar,10,4,,150 m²,150 m²
"Rp 14,5 Miliar",Rp 74 Jutaan (Tenor 20 Tahun),Rumah Dan Kantor di Daerah Gempol,Cirebon,5,8,2,2616 m²,500 m²
Rp 150 Juta /are,Rp 780 Ribuan (Tenor 20 Tahun),Dijual Tanah Strategis Di Sibang Gede,Badung,,,,3000 m²,
Rp 40 Miliar,Rp 205 Jutaan (Tenor 20 Tahun),Villa Dan Resort Cantik View Laut di Makawidey Kota Bitung Sulawesi Utara,Bitung,23,23,,50000 m²,25000 m²
Rp 20 Juta /are,Rp 110 Ribuan (Tenor 20 Tahun),Buc Tanah Sawah 70 Are Di Dekat Kampus Akses Mobil Buleleng Bali,Buleleng,,,,7000 m²,
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH SIAP HUNI SHM ON HAND  BANJAREJO MADIUN,Madiun,3,2,1,165 m²,160 m²
"Rp 2,02 Miliar Total",Rp 10 Jutaan (Tenor 20 Tahun),TANAH GARUDA SAKTI KAMPAR 59919,Kampar,,,,17446 m²,
Rp 73 Miliar Total,Rp 375 Jutaan (Tenor 20 Tahun),"Dijual Tanah Di Labuan Bajo Boe , Ntt",Manggarai,,,,26000 m²,
Rp 15 Miliar,Rp 77 Jutaan (Tenor 20 Tahun),Istana Rumah Mewah Dekat Kantor Walikota Buat Pejabat Pengusaha,Manado,10,10,1,1300 m²,1000 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Jualcocok Kost Jalan Raya Babat Bojonegoro Murah Cepat,Bojonegoro,23,23,2,632 m²,200 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Rumah Luas mewah Megah di Lendah kulonprogo . FURNISHED TERBAIK!!!,Kulon Progo,5,4,1,700 m²,700 m²
Rp 959 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Green Bestari Park Rumah Mewah Minimalis,Lebak,3,2,2,65 m²,68 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Baru Lokasi Strategis Di Nol Jalan Raya Oerr Surabaya Timur,Madura,3,2,1,60 m²,66 m²
Rp 25 Miliar Total,Rp 128 Jutaan (Tenor 20 Tahun),"Tanah di JL. DELIMA, Kota Waringin Barat Sertifikat Hak Milik 7.448 m²",Kota Waringin Barat,,,,7448 m²,
"Rp 7,4 Miliar Total",Rp 38 Jutaan (Tenor 20 Tahun),"Tanah di Jl. Kumai Batu Belaman, Kota Waringin Barat Sertifikat Hak Milik 20.000 m²",Kota Waringin Barat,,,,20000 m²,
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Perum Mutiara Baru Bekasi,Bekasi,6,3,1,170 m²,285 m²
Rp 380 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Jual cepat dan BU. Rumah asri nyaman di perum. Asparaga,Gorontalo,2,2,3,226 m²,180 m²
"Rp 3,2 Miliar Total",Rp 16 Jutaan (Tenor 20 Tahun),Ruko 2 Lantai Siap Pakai Di Sompok Baru Semarang,Semarang,,2,,135 m²,250 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Dijual Rumah Di Ambulu Jember Jawa Timur di Ambulu,Jember,2,1,,2550 m²,1000 m²
Rp 400 Juta /are,Rp 2 Jutaan (Tenor 20 Tahun),Tanah kavling di pinggiran kota Denpasar,Badung,,,,203 m²,
Rp 2 Miliar Total,Rp 10 Jutaan (Tenor 20 Tahun),DIJUAL TANAH SUPER LUAS JALAN LINTAS SUMATERA OGAN KOMERING ILIR,Ogan Komering Ilir,,,,7000 m²,
"Rp 2,15 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH 2 LANTAI  POSISIS HOOK DI CITRA GARDEN BANJARMASIN,Banjarmasin,4,4,,280 m²,200 m²
Rp 737 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),GUDANG H. JAILANI SAMBAS 33991,Sambas,,1,1,493 m²,400 m²
"Rp 4,11 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),RUMAH  LAMONGAN 35884,Lamongan,1,1,,2020 m²,1950 m²
Rp 824 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Serdadi Pemalang 23391,Pemalang,1,1,,112 m²,120 m²
Rp 2 Miliar Total,Rp 10 Jutaan (Tenor 20 Tahun),Ruko Strategis Jalan Raya Parakan Wonosobo,Temanggung,,4,1,80 m²,240 m²
