price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),RUMAH LUAS NYAMAN SIAP HUNI DI BUKIT GOLF RESIDENCE CIMANGGIS BOGOR,Bogor,3,4,2,276 m²,170 m²
Rp 5 Juta /m²,Rp 30 Ribuan (Tenor 20 Tahun),PABRIK LUAS STRATEGIS SIAP PAKAI DI CIPATIK BANDUNG,Bandung,,1,5,3450 m²,300 m²
Rp 525 Juta,Rp 2 Jutaan (Tenor 20 Tahun),rumah tinggal di jonggol,Bogor,2,1,,120 m²,42 m²
Rp 850 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Purimas Jual Cepat Harga Termurah Cluster Favorite,Surabaya,1,1,1,81 m²,70 m²
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),TURUN HARGA!! Rumah 2 lantai dekat Alam Sutera,Tangerang,4,4,,90 m²,180 m²
"Rp 2,19 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Termurah! Rumah Minimalis Full Furnish Di Cluster Flora Summarecon Bandung,Bandung,4,3,1,90 m²,140 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Turun Harga!! Nett Rumah Mewah 2 Lantai Minimalis Di Perumahan Harapan Kita (harkit), Karawaci Tangerang Rumah SHM di HARAPAN KITA, KARAWACI, Karawaci Bagus",Tangerang,4,2,1,112 m²,160 m²
Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Murah Siap Huni Cipayung Jakarta Timur Dekat Toll Jorr,Jakarta Timur,2,1,1,60 m²,50 m²
"Rp 3,25 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Rumah 3 Lantai Terawat dan Siap Huni, Tomang - Jakarta Barat",Jakarta Barat,4,3,2,90 m²,210 m²
Rp 27 Juta /m²,Rp 140 Ribuan (Tenor 20 Tahun),Dijual murah Tanah Luas 326m² Lokasi Strategis,Jakarta Barat,,,,362 m²,
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Rumah 2 lantai Siap huni Cibubur Ciracas jakarta timur,Jakarta Timur,3,2,1,57 m²,80 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Dijual Ruko Alam Sutra Niaga Rapih Siap Pakai,Tangerang,,2,,67 m²,130 m²
"Rp 5,5 Miliar Total",Rp 28 Jutaan (Tenor 20 Tahun),Dijual Cepat Ruko Siap Pakai Anggrek Kemanggisan Palmerah,Jakarta Barat,,4,,142 m²,300 m²
Rp 10 Miliar,Rp 51 Jutaan (Tenor 20 Tahun),"Rumah Cocok Untuk Usaha, Kantor, Kost-Kosan, Tomang, Jakarta Barat",Jakarta Barat,4,1,,247 m²,109 m²
Rp 935 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Dijual Murah Apartemen Mediterania Garden 2 Furnished,Jakarta Barat,2,1,,,42 m²
"Rp 4,8 Miliar",Rp 24 Jutaan (Tenor 20 Tahun),Rumah Mewah Privet Pool Di Jagakarsa Jaksel,Jakarta Selatan,5,4,2,143 m²,300 m²
Rp 60 Miliar Total,Rp 308 Jutaan (Tenor 20 Tahun),Gudang Jalan Kamal Muara Dekat Elang Laut PIK Jakarta Utara,Jakarta Utara,,4,,3670 m²,2126 m²
"Rp 4,38 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Brand New Minimalis Modern 100 Meter Ke Mrt & Lrt Lebak Bulus,Jakarta Selatan,4,3,2,110 m²,143 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Rumah Prestisius Free Dp & Biaya Dekat Lippo Mall Sidoarjo 1 M-an,Sidoarjo,2,1,1,84 m²,45 m²
Rp 595 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah 1lt Terawat Siap Huni Di Rungkut Surabaya,Surabaya,2,1,1,75 m²,55 m²
Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Jual Cepat Rmh 2lt Gress Blm Prnh Ditempati - Green Salt Sidoarjo,Sidoarjo,2,2,1,78 m²,66 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"Rumah Ciamik Free Dp Dr Jayaland, Surya Breeze Gedangan Sidoarjo",Sidoarjo,2,1,1,72 m²,36 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Mewah Incl Private Pool Start 1,9 M Dempsey Hill Citraland",Surabaya,3,2,1,105 m²,115 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Rumah Kos 3 Lt Kokoh Terawat Di Rungkut Mejoyo Surabaya,Surabaya,14,7,2,148 m²,350 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Rumah Ready Unit Free Dp, Ckp Utj 5jt Lsg Akad Di Waru Sidoarjo",Sidoarjo,2,1,1,72 m²,36 m²
Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Siap Huni 3 Kt Kedungcowek Surabaya,Surabaya,3,1,1,65 m²,60 m²
Rp 995 Juta,Rp 5 Jutaan (Tenor 20 Tahun),Jual Murah Rumah 2lt Luas 128m Kahuripan Nirwana Sidoarjo,Sidoarjo,4,,1,128 m²,150 m²
Rp 995 Juta,Rp 5 Jutaan (Tenor 20 Tahun),Jual Murah Rumah 2lt Luas 128m Kahuripan Nirwana Sidoarjo,Sidoarjo,4,,1,128 m²,150 m²
"Rp 1,85 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),"Dijual Cepat Tanah L. 2354m2 Dekat Perum Graha Kota, Suko Sidoarjo",Sidoarjo,,,,2354 m²,
Rp 15 Miliar,Rp 77 Jutaan (Tenor 20 Tahun),"Rumah Megah Vintage 2,5lt Siap Huni Kota Lama Surabaya",Surabaya,6,6,7,344 m²,860 m²
Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Baru Di Bawah 400 Juta Setiabudi Bandung 1.090 MDPL,Bandung,2,1,1,66 m²,36 m²
"Rp 1,97 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Mengahadap Taman Di Pondok Kelapa Jakrta Timur,Jakarta Timur,3,3,2,109 m²,130 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Ruko Jual Citra 6 Sudah Renov 2lantai Bagus Rapi,Jakarta Barat,,2,,76 m²,122 m²
"Rp 2,25 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Jual Murah Rumah + 2 Rumah Kontrakan Di Jagakarsa Jaksel,Jakarta Selatan,5,4,1,180 m²,180 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Dijual Rumah Di Bintaro Jaya Sektor 4,Tangerang Selatan,3,2,2,124 m²,175 m²
"Rp 6,2 Miliar /m²",Rp 31 Jutaan (Tenor 20 Tahun),"Dijual Tanah Munjul Cipayung, Jakarta Timur. Cocok Untuk Usaha",Jakarta Timur,,,,708 m²,
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Rumah Mewah Bebas Banjir Di Kebagusan Jakarta Selatan,Jakarta Selatan,4,4,2,101 m²,230 m²
"Rp 5,7 Miliar Total",Rp 29 Jutaan (Tenor 20 Tahun),Dijual Ruko Puri Kembangan,Jakarta Barat,,4,,63 m²,220 m²
"Rp 8,8 Miliar",Rp 45 Jutaan (Tenor 20 Tahun),"Dijual Tanah Dan Bangunan Di Sindanglaya, Kabupaten Bandung",Bandung,7,4,,100000000 m²,4000000 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Baru 3 Lantai Fre Ac 3 Unit Di Jagakarsa Jakarta Selatan,Jakarta Selatan,5,3,2,95 m²,200 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Dijual Rumah Di Gading Serpong Trimezia,Tangerang,3,3,2,120 m²,240 m²
Rp 20 Miliar,Rp 102 Jutaan (Tenor 20 Tahun),Dijual Rumah Kemang Timur Mampang Prapatan Jakarta Selatan,Jakarta Selatan,7,6,4,884 m²,900 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Dijual Rumah Strategis Daerah Cempaka Putih,Jakarta Pusat,4,2,1,200 m²,130 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Jual / Sewa Rumah Siap Huni Di Singgasana Pradana Bandung, Singgasana",Bandung,3,2,1,200 m²,130 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Murah 2 Lantai Di Komplek Mewah Cinere,Depok,3,2,,108 m²,180 m²
Rp 16 Miliar,Rp 82 Jutaan (Tenor 20 Tahun),Dijual Rumah Mewah Di Cilandak Jakarta Selatan,Jakarta Selatan,8,6,3,585 m²,410 m²
"Rp 10,8 Miliar",Rp 55 Jutaan (Tenor 20 Tahun),Dijual Rumah Johar Golf Pik 12x23 Murah,Jakarta Utara,5,3,,276 m²,1 m²
Rp 24 Miliar,Rp 123 Jutaan (Tenor 20 Tahun),Mau Rumah Mewah Yg Bisa Kpr Ada Kolam Renangnya Pilih Unit Ini Saja Bukit Terace Golf Bsd Selangkah Menuju Lapangan Golf,Tangerang,7,5,3,801 m²,1 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Pik2 6 X 10 Hoek Cluster Hawai,Jakarta Utara,3,2,,60 m²,79 m²
"Rp 6,8 Miliar",Rp 34 Jutaan (Tenor 20 Tahun),Dijual Rumah Golf Island Cluster Harmony 10 X 15,Jakarta Utara,4,4,1,150 m²,203 m²
Rp 17 Juta /m²,Rp 90 Ribuan (Tenor 20 Tahun),Mau Kavling Yg View-nya Lapangan Golf Yang Gampang Di Nego Yang Hrganya Murah Diantara Unit Yang Lainya Pilih Unit Ini Saja Kavling Bukit Golf Bsd Anda Serius Nego Saja,Tangerang,,,,2900 m²,
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Jual Murah Apartemen Menara Jakarta Kemayoran Nego Sampai Deal,Jakarta Pusat,1,1,,,40 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Apartment 2 Br Tokyo Riverside Pik2 36m2,Jakarta Utara,2,1,,,36 m²
Rp 680 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dijual Rumah Cantik Bisa Kpr Tanpa Dp Legalitas Pecah Shm,Tangerang Selatan,2,1,1,84 m²,45 m²
Rp 525 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Disekitar Pamulang Dekat Serpong Paradise,Tangerang Selatan,,1,1,72 m²,45 m²
"Rp 6,9 Miliar",Rp 35 Jutaan (Tenor 20 Tahun),Dijual Rumah Mewah Icon Eastern Cosmo Bsd,Tangerang,5,4,2,230 m²,401 m²
"Rp 5,59 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Asri Terawat Lokasi Strategis Dikelapa Gading,Jakarta Utara,4,3,1,200 m²,165 m²
Rp 110 Miliar,Rp 565 Jutaan (Tenor 20 Tahun),Rumah di menteng teuku umar,Jakarta Pusat,7,6,,950 m²,600 m²
Rp 110 Miliar Total,Rp 565 Jutaan (Tenor 20 Tahun),"Gedung di Mampang Raya, 7 Lantai",Jakarta Selatan,,,,843 m²,3229 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Apartemen 2 Kamar Tidur Jual Bu The Mansion,Jakarta Pusat,2,1,,,70 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Dijual Rumah Golf Island Brand New Rapih Kosongan,Jakarta Utara,4,4,,120 m²,220 m²
Rp 11 Miliar,Rp 56 Jutaan (Tenor 20 Tahun),"Rumah Cocok Utk Kost,kantor&cafe Shop Dkt Untar Di Tomang",Jakarta Barat,5,4,,438 m²,600 m²
Rp 98 Miliar,Rp 504 Jutaan (Tenor 20 Tahun),Rumah Luas di Menteng Jalan Raya Proklamasi,Jakarta Pusat,10,10,10,2100 m²,2100 m²
Rp 95 Miliar Total,Rp 488 Jutaan (Tenor 20 Tahun),Gedung di Otista Jalan Raya,Jakarta Timur,,12,,1212 m²,3060 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),Rumah Bagus Terawat Bisa Untuk Usaha Di Tomang - Jakarta Barat,Jakarta Barat,4,3,2,325 m²,400 m²
Rp 92 Miliar Total,Rp 473 Jutaan (Tenor 20 Tahun),"Gedung di Menteng Cikini, 6 Lantai, Parkiran 32 Mobil",Jakarta Pusat,,11,32,800 m²,2500 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Whelford, Unit Gress Baru Renov",Tangerang,3,3,2,60 m²,120 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Northbend, 8x12, Baru",Jakarta Barat,4,3,,96 m²,150 m²
"Rp 13,5 Juta /m²",Rp 70 Ribuan (Tenor 20 Tahun),TERMURAH di Puri 11,Jakarta Barat,,,,336 m²,
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rainbow Spring, 4br, 120meter",Tangerang,4,2,,,120 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Whelford, 84meter, Renovasi",Tangerang,3,3,,84 m²,150 m²
"Rp 7,25 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),"Taman Alfa Indah, 300m, Rumah Gress",Jakarta Barat,3,4,,300 m²,345 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Jual Cepat Rainbow Spring, 3br, 105meter",Tangerang,3,2,,,105 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah Manis Di Puri Botanical,Jakarta Barat,3,2,2,108 m²,80 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah Baru Di Jagakarsa,Jakarta Selatan,4,3,,105 m²,311 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),"Rumah Nuansa Villa Bali, 980m",Jakarta Barat,5,5,5,980 m²,500 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rainbow Spring, NEGO KERAS, 2BR",Tangerang,2,2,,,84 m²
"Rp 4,2 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),"Harga Tanah, Bonus Rumah Di Puri Indah",Jakarta Barat,6,3,1,160 m²,160 m²
"Rp 3,6 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Rumah Siap Huni Di Mega Kebon Jeruk, 144meter, Hadap Selatan",Jakarta Barat,4,3,2,144 m²,250 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Rumah Di Meruya Residence, Hadap Timur, Luas 182meter",Jakarta Barat,3,3,2,182 m²,280 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),"Madja Residence, Unit Exclusive",Jakarta Barat,4,3,,147 m²,304 m²
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),"Termurah!! Hadap Timur, Luas 275 Di Intercon",Jakarta Barat,3,2,1,275 m²,200 m²
Rp 23 Juta /m²,Rp 120 Ribuan (Tenor 20 Tahun),"Kavling di Boulevard Cluster Michelia, Puri Botanical",Jakarta Barat,,,,300 m²,
"Rp 4,6 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),"Puri Indah, 135meter, Hadap Selatan",Jakarta Barat,3,3,,135 m²,200 m²
Rp 36 Juta /m²,Rp 190 Ribuan (Tenor 20 Tahun),Kavling Komersial Di Pluit,Jakarta Utara,,,,2000 m²,
Rp 23 Miliar,Rp 118 Jutaan (Tenor 20 Tahun),"Hadap Timur, 540meter, Rumah Elegan & Mewah",Jakarta Barat,4,5,,540 m²,890 m²
Rp 90 Miliar,Rp 463 Jutaan (Tenor 20 Tahun),Rumah di Sunda Kelapa Menteng,Jakarta Pusat,6,6,10,1225 m²,800 m²
"Rp 1,45 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Di Jimbaran Posisi Hook Lokasi Tenang Dan Nyaman,Badung,3,3,2,103 m²,102 m²
Rp 89 Miliar,Rp 457 Jutaan (Tenor 20 Tahun),Rumah di Pati Unus Kebayoran Baru,Jakarta Selatan,8,7,10,1026 m²,750 m²
Rp 75 Miliar,Rp 385 Jutaan (Tenor 20 Tahun),"Hotel di Saharjo Tebet, 50 Kamar, 8 Lantai",Jakarta Selatan,50,,,1000 m²,3000 m²
Rp 65 Miliar Total,Rp 334 Jutaan (Tenor 20 Tahun),Gedung Kantor Dibawah Njop Komersial di Kalibata Pasar Minggu Pancoran,Jakarta Selatan,,,30,2227 m²,1598 m²
Rp 65 Miliar Total,Rp 334 Jutaan (Tenor 20 Tahun),Tanah Dibawah Njop di Kalibata Pasar Minggu Raya Area Komersial,Jakarta Selatan,,,,3115 m²,
Rp 785 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Siap Huni Berpagar Di Klaster Taman Besakih Sentul City Bogor,Bogor,4,3,,81 m²,150 m²
Rp 60 Miliar,Rp 308 Jutaan (Tenor 20 Tahun),Rumah di menteng siap huni,Jakarta Pusat,5,3,2,735 m²,500 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Rumah Kost 3 Lantai dalam Komplek Lokasi Strategis di Tomang - Jakarta Barat,Jakarta Barat,9,3,1,87 m²,200 m²
Rp 60 Miliar Total,Rp 308 Jutaan (Tenor 20 Tahun),Gedung Office Building Di Pancoran Raya,Jakarta Selatan,,14,15,778 m²,1829 m²
Rp 65 Miliar,Rp 334 Jutaan (Tenor 20 Tahun),Dijual Mess Ex Karyawan Asing,Jakarta Selatan,15,16,15,2215 m²,727 m²
Rp 625 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Apartemen Puri Orchard 1 Kmr,Jakarta Barat,1,1,,,35 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),"Rumah di Rawa Kepa, Tomang",Jakarta Barat,4,3,1,175 m²,185 m²
Rp 55 Miliar Total,Rp 282 Jutaan (Tenor 20 Tahun),Tanah Kosong Kavling Komersial Jalan Raya Panjaitan Jatinegara Cawang,Jakarta Timur,,,,1945 m²,
"Rp 4,2 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),"Rumah 3 Lantai Hook Lokasi Strategis Depan Taman dalam Komplek, Tomang, Jakarta Barat",Jakarta Barat,9,4,2,164 m²,172 m²
Rp 185 Juta,Rp 960 Ribuan (Tenor 20 Tahun),Rumah Subsidi Siap Huni Di Tambun Selatan,Bekasi,2,1,1,60 m²,36 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Citra Garden Puri Full Renov Semi Furnish di Citra garden puri, Kalideres",Jakarta Barat,2,2,1,75 m²,90 m²
"Rp 3,95 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah Depan Taman Siap Huni  Bagus Furnished Empire Park Sentul City Bogor,Bogor,4,3,2,299 m²,320 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Full Renov Bagus Siap Huni,Jakarta Barat,4,3,,105 m²,150 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah casa Jardin,Jakarta Barat,4,3,2,126 m²,250 m²
"Rp 13,2 Miliar",Rp 67 Jutaan (Tenor 20 Tahun),"Rumah Bagus 2 Lantai, Fully Furnished Di Cipete, Jakarta Selatan",Jakarta Selatan,4,3,1,297 m²,350 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Bagus Siap Huni Citra Gran Cibubur Siap Kpr,Jakarta Timur,3,2,1,105 m²,120 m²
Rp 55 Miliar Total,Rp 282 Jutaan (Tenor 20 Tahun),Gedung Kantor di Kalibata 3 Lantai,Jakarta Selatan,,6,20,4030 m²,1124 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Jelambar,Jakarta Barat,2,2,,68 m²,150 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah Pik 2 Sudah Renov Bagus Rumah Semi Furnished,Jakarta Utara,3,2,,135 m²,141 m²
Rp 55 Miliar Total,Rp 282 Jutaan (Tenor 20 Tahun),Gedung di Gandaria Jalan Utama Kebayoran Baru,Jakarta Selatan,,10,14,900 m²,1600 m²
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),Rumah Mewah Di Casa Goya,Jakarta Barat,5,4,2,228 m²,550 m²
Rp 55 Miliar,Rp 282 Jutaan (Tenor 20 Tahun),"Rumah Bagus Shm - Sertifikat Hak Milik di Patra kuningan, patra kuningan",Jakarta Selatan,6,5,2,1250 m²,1070 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Baru Renov,Tangerang Selatan,2,1,1,72 m²,50 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah cantik dan asri di sayap buah batu,Bandung,4,3,1,216 m²,400 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Brand New Siap Huni Kelapa Gading Jakarta Utara,Jakarta Utara,4,3,,108 m²,240 m²
Rp 55 Miliar,Rp 282 Jutaan (Tenor 20 Tahun),Menteng,Jakarta Pusat,3,1,,650 m²,210 m²
"Rp 3,7 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),"Rumah Jual Avani Bsd 3kt , 5ac , Full Furnish By Cellinirapi Siap Huni",Tangerang,3,3,1,162 m²,238 m²
Rp 50 Miliar,Rp 257 Jutaan (Tenor 20 Tahun),Rumah di Menteng Jalan Raya 1 Arah,Jakarta Pusat,4,3,8,840 m²,800 m²
Rp 49 Miliar,Rp 252 Jutaan (Tenor 20 Tahun),"Rumah di menteng, jalan 2 mobil",Jakarta Pusat,4,3,1,760 m²,343 m²
Rp 48 Miliar Total,Rp 246 Jutaan (Tenor 20 Tahun),"Gedung Kantor Dibawah Njop, 2 Lantai, Luas Tanah 1.735m",Jakarta Selatan,,2,20,1735 m²,1100 m²
Rp 45 Miliar,Rp 231 Jutaan (Tenor 20 Tahun),Rumah di Taman Amir Hamzah Menteng Pegangsaan Tambak,Jakarta Pusat,5,3,2,1070 m²,500 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Butuh Minim Renovasi 1 Lantai Luas Dekat Bintaro Sektor 9,Tangerang Selatan,4,2,1,209 m²,125 m²
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah Modern Minimalis 2 Lantai + Teras Cantik Dekat Cimb Niaga,Jakarta Selatan,4,3,1,138 m²,120 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Modern Tropical Minimalis Siap Huni Lokasi Nyaman Dan Bagus,Tangerang Selatan,3,3,1,120 m²,150 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah 1 Lantai Siap Huni Tanah Luas Sudah Renovasi Kondisi Bagus,Jakarta Selatan,3,1,1,180 m²,110 m²
Rp 45 Miliar,Rp 231 Jutaan (Tenor 20 Tahun),Rumah di Menteng Belakang Sarinah,Jakarta Pusat,5,5,6,1050 m²,760 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Dengan Pagar Di Klaster Taman Tampak Siring Sentul City Bogor,Bogor,2,1,1,81 m²,60 m²
Rp 40 Miliar,Rp 205 Jutaan (Tenor 20 Tahun),Rumah di Pondok Indah Dalam Komplek,Jakarta Selatan,6,6,4,938 m²,600 m²
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Dalam Townhouse Di Benda Kemang,Jakarta Selatan,3,2,,173 m²,350 m²
Rp 40 Miliar,Rp 205 Jutaan (Tenor 20 Tahun),Rumah di Menteng Jalan 2 Mobil,Jakarta Pusat,5,5,3,492 m²,500 m²
"Rp 4,4 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Konseprumah Minimalis Modern Ada Halaman Belakang Lokasi Cluster Dekat Dengan Bukit Golf Juga Dekat Dengan Exit Tol,Bogor,3,3,2,254 m²,3264 m²
Rp 39 Miliar Total,Rp 200 Jutaan (Tenor 20 Tahun),Ruko di Kemang Raya Pinggir Jalan Raya Kemang,Jakarta Selatan,,3,10,758 m²,350 m²
Rp 39 Miliar,Rp 200 Jutaan (Tenor 20 Tahun),Rumah di Pengadegan Raya Pancoran Kalibata,Jakarta Selatan,7,6,6,1214 m²,500 m²
"Rp 8,1 Miliar",Rp 41 Jutaan (Tenor 20 Tahun),"Rumah Bagus Dalam Kompleks  di Vila delima, Lebak Bulus",Jakarta Selatan,4,4,2,500 m²,500 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Stylish Villa 3 BR Strategis Dekat Pantai Kayu Tulang Canggu,Badung,3,4,,144 m²,150 m²
Rp 38 Miliar Total,Rp 195 Jutaan (Tenor 20 Tahun),"Gedung di Mampang Prapatan Raya, Dekat Tendean",Jakarta Selatan,,12,15,410 m²,1787 m²
"Rp 5,2 Miliar Total",Rp 26 Jutaan (Tenor 20 Tahun),Restaurant Posisi Hook Furnish Strategis Berawa Canggu,Badung,,2,,386 m²,300 m²
Rp 10 Miliar,Rp 51 Jutaan (Tenor 20 Tahun),"Rumah Bagus di Pondok Labu Garden, Jl. Pangkalan Jati I, Pangkalanjati, Cinere, Kota Depok, Jawa Barat, Indonesia, 16513, Cinere",Depok,5,4,2,458 m²,450 m²
Rp 38 Miliar Total,Rp 195 Jutaan (Tenor 20 Tahun),Gedung di Menteng Siap Pakai,Jakarta Pusat,,7,10,777 m²,1600 m²
Rp 37 Miliar Total,Rp 190 Jutaan (Tenor 20 Tahun),"Gedung Perkantoran di Mampang Prapatan Jalan Raya, Depan Halte Busway",Jakarta Selatan,,10,6,400 m²,1000 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),Tanah Premium Di Batu Bolong - Canggu,Badung,,,,450 m²,
Rp 35 Miliar Total,Rp 180 Jutaan (Tenor 20 Tahun),Tanah Kavling Dibawah Njop Area Komersial di Pancoran Timur Raya Perdatam,Jakarta Selatan,,,,2145 m²,
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Apartemen 2 Kamar Tidur Furnished Bagus Tangerang Banten,Jakarta Utara,2,1,,,36 m²
Rp 32 Miliar,Rp 164 Jutaan (Tenor 20 Tahun),"Rumah di jalan raya tebet, komersial cocok untuk usaha kantor bisnis restoran",Jakarta Selatan,3,2,8,750 m²,164 m²
"Rp 31,6 Miliar Total",Rp 162 Jutaan (Tenor 20 Tahun),"Tanah di Pejaten, Akses Jalan 2 Mobil, 8 Juta Per Meter, Cocok Untuk Cluster",Jakarta Selatan,,,,3960 m²,
Rp 445 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Apartemen Tokyo Riverside Pantai Indah Kapuk Tangerang Banten,Jakarta Utara,2,1,,,36 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Dekat Tol Model Scandinavian Terawat Rapi Di Klaster Taman Victoria Sentul City Bogor,Bogor,3,1,1,90 m²,70 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Apartemen 3 Kamar Tidur Semi Furnished Verde 1,Jakarta Selatan,3,2,,,170 m²
