price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
Rp 680 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah 15 Mnt ke Living World Kota Wisata Cibubur Harga Nego Siap Huni J-26317,Bogor,2,1,,60 m²,33 m²
"Rp 1,13 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah LT 125 SHM 8 Menit ke Stasiun Jurang Mangu Harga Nego Siap KPR J26203,Tangerang Selatan,3,3,,125 m²,112 m²
"Rp 1,88 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Cantik 2 Lt Siap Huni 15 Menit ke Transpark Mall Bintaro Harga Nego J26200,Tangerang Selatan,3,2,,75 m²,90 m²
"Rp 4,98 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),Rumah Strategis LT 275 Harga Nego 15 Menit ke Grand Serpong Mall J26164,Tangerang,5,5,,275 m²,208 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 3 Menit ke RS Hermina Ciledug Hadap Timur Bisa KPR J26162,Tangerang Selatan,3,2,,130 m²,100 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah LT 134 SHM 2 Lt Harga Nego 15 menit ke Tangcity Mall Free Renov J26149,Tangerang,4,3,,134 m²,114 m²
"Rp 1,94 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah LT 200 SHM Siap KPR 15 Menit ke Rumah Sakit EMC Sentul Bisa Nego J26111,Bogor,4,5,,200 m²,300 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah SHM LT 103 Bisa Nego 15 menit ke Stasiun Depok Baru Siap KPR J26048,Depok,3,2,,103 m²,130 m²
Rp 670 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Murah Bisa Nego 7 Menit ke Living Plaza Pamulang Siap KPR J26042,Tangerang Selatan,2,1,,79 m²,60 m²
"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Minimalis Dekat Pusat Perbelanjaan di Bintaro 2 KT Bebas Banjir J26012,Tangerang Selatan,2,1,,78 m²,60 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),Jual Murah Sekali Rumah cantik di Jl Talas - Pondok Cabe,Tangerang,3,3,2,1 m²,350 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),"Rumah di Jual bagus untuk investasi kos2an di Setiabudi, Jakarta Selatan",Jakarta Selatan,3,3,2,165 m²,274 m²
"Rp 1,45 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Cantik Di Taman Griya Jimbaran . Bali,Badung,3,3,1,103 m²,102 m²
Rp 300 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah SHM Hadap Timur 14 menit ke Gerbang Tol Bekasi Timur 2 Siap KPR J25671,Bekasi,2,1,,60 m²,50 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Hadap Utara Siap Huni 15 menit ke Mandaya Royal Hospital Puri J25999,Jakarta Barat,3,3,,64 m²,144 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Strategis Bebas Banjir 10 menit ke Plaza Taman Harapan Baru Siap KPR J25932,Bekasi,3,1,,78 m²,45 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Nego LT 318 Siap KPR 9 Menit ke Stasiun Depok Bebas Banjir J25986,Depok,3,2,,318 m²,45 m²
"Rp 1,33 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah SHM LB 239 Bisa Nego 9 menit ke Vivo Mall Sentul Dibantu KPR J-25889,Bogor,3,3,,140 m²,239 m²
Rp 340 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Hadap Utara SHM 10 menit ke Stasiun Parung Panjang Bisa KPR J25831,Bogor,2,1,,60 m²,27 m²
"Rp 1,08 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Hadap Timur di Belakang Kota Cinema Mall Bekasi Bebas Banjir J25839,Bekasi,4,2,,79 m²,80 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah LT 250 di Depok 10 Menit ke Gerbang Tol Brigif 2 Harga Nego J25844,Depok,2,1,,250 m²,64 m²
"Rp 1,11 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Asri LT 218 Bisa Nego dekat AEON MALL Sentul City Hadap Utara J25840,Bogor,3,2,,218 m²,120 m²
Rp 740 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Free Renov Hadap Utara dekat  Gerbang Tol Sentul Selatan 2 Siap KPR J25704,Bogor,2,1,,80 m²,45 m²
"Rp 1,11 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah SHM Hadap Utara 10 Menit ke Mall Pesona Square Harga Nego J25794,Depok,3,2,,79 m²,75 m²
Rp 570 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Hadap Utara 15 Menit ke AEON MALL Sentul City Bisa KPR J25725,Bogor,3,2,,60 m²,120 m²
"Rp 1,46 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Strategis 15 Menit ke Grand Mall Cimanggis Dibantu KPR J25639,Depok,3,3,,85 m²,156 m²
Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Cantik Carport Luas Hadap Selatan dekat RS AGUNG Parung Panjang J25616,Bogor,2,2,,60 m²,48 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Halaman Luas 2 Lt dekat Lagoon Avenue Mall Bekasi Siap KPR J25576,Bekasi,4,5,,100 m²,120 m²
Rp 850 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Strategis 3 KT 10 Mnt ke Pintu Tol Brigif Free Renov J25603,Depok,3,2,,72 m²,100 m²
"Rp 1,08 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Idaman dekat Cinere Bellevue Mall Hadap Selatan Harga Nego J25490,Depok,2,1,,90 m²,55 m²
Rp 680 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Minimalis Hook 15 Menit ke Gerbang Tol Tambun 680jtan Nego J25575,Bekasi,5,3,,125 m²,100 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah SHM 6 Kamar Tidur Siap KPR 15 Menit ke Tamini Square Siap KPR J25425,Jakarta Timur,6,3,,200 m²,257 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Luas Hadap Utara 15 Menit ke Cibinong square Harga Nego Dibantu KPR J25359,Depok,3,2,,119 m²,100 m²
"Rp 3,65 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah LT 240 SHM Bisa Nego 10 Menit ke Mall CIputra CIbubur Dibantu KPR J25404,Bogor,3,3,,240 m²,166 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 1 Lt Terawat 10 Menit ke Gerbang Tol Parigi SHM Harga Nego J25380,Tangerang Selatan,3,2,,102 m²,72 m²
Rp 540 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Siap Huni 10 menit ke Plaza Taman Harapan Baru Bekasi Bebas Banjir J24899,Bekasi,3,1,,60 m²,50 m²
"Rp 1,35 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah SHM LT 105 Siap KPR 10 menit ke Living World Kota Wisata di Gunung Putri J23869,Bogor,3,2,,105 m²,85 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Ready Furnished 15 Mnt ke Mall Metland Cileungsi Dibantu KPR J23600,Bogor,3,1,,84 m²,55 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Luas Hadap Selatan  dekat Batavia Splash Water Adventure Dibantu KPR J23351,Tangerang,2,1,,106 m²,37 m²
Rp 610 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah 15 Menit ke Cibinong City Mall Harga Nego Ada Carport Dibantu KPR J23591,Bogor,2,1,,84 m²,50 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Hook LT 164 Hadap Selatan Bisa Nego 5 Mnt ke The Jungle Water Adventure J23463,Bogor,3,2,,164 m²,71 m²
"Rp 4,09 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Rumah Hadap Selatan LT 271 Harga Nego 9 Menit ke Stasiun Pasar Minggu J23456,Jakarta Selatan,3,1,,271 m²,261 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah SHM LB 150 Siap Huni 15 menit ke Gerbang Tol Karawaci 2 J23432,Tangerang,3,2,,105 m²,150 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Carport Luas 3 Menit ke Jati Asih 2 Toll Gate Bekasi Harga Nego J23416,Bekasi,3,2,,72 m²,84 m²
"Rp 1,28 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah 2 Carport di Bintaro 10 Menit ke Transpark Mall Hadap Timur J23362,Tangerang Selatan,2,2,,72 m²,65 m²
Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Siap KPR Harga Nego 10 Mnt ke Summarecon Mall Bekasi Bebas Banjir J23346,Bekasi,2,1,,75 m²,60 m²
"Rp 1,55 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah SHM 5 Kamar Tidur Harga Nego 10 Menit ke Mall Pondok Gede Bebas Banjir J23290,Bekasi,5,3,,179 m²,190 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Baru Renov Semi Furnished dekat Taman Kota 2 BSD Bisa Nego Siap KPR  J23225,Tangerang,2,2,,84 m²,59 m²
Rp 940 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Luas 3 Lt Bisa Nego 7 Menit ke Plaza Metropolitan Bekasi Siap KPR J23216,Bekasi,4,3,,105 m²,118 m²
Rp 890 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Siap Huni 15 Menit ke Living World Grand Wisata Dibantu KPR J23199,Bekasi,3,2,,75 m²,75 m²
Rp 720 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah LT 135 Hadap Selatan dekat Taman Mini Indonesia Indah Dibantu KPR J23190,Jakarta Timur,2,1,,135 m²,95 m²
"Rp 1,02 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),"Rumah Free Renov 2 Lt 3 KT dekat Tol Limo, Depok Siap KPR J23185",Depok,3,2,,72 m²,90 m²
"Rp 1,11 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah 3 Lt Strategis 8 Menit ke Ciputra Hospital Citra Garden City Siap KPR J23183,Jakarta Barat,2,2,,60 m²,150 m²
"Rp 1,11 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah SHM 3 Lt SHM Dekat Green Sedayu Mall Jakbar Dibantu Kpr J23183,Jakarta Barat,2,2,,60 m²,150 m²
"Rp 1,83 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Harga Nego SHM dekat Bintaro Plaza Dibantu KPR J23127,Tangerang Selatan,4,2,,180 m²,250 m²
Rp 780 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Hadap Selatan LT 105 Bisa Nego 15 Menit ke Trans Studio Mall Cibubur J23112,Bogor,2,1,,105 m²,68 m²
Rp 350 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah SHM Hadap Selatan 15 Menit ke Rumah Sakit TH. Thamrin Siap KPR J23109,Bogor,2,1,,84 m²,84 m²
"Rp 1,99 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Bebas Banjir LT 297 Bisa Nego 10 Mnt ke Kota Cinema Mall Bekasi J23103,Bekasi,5,2,,297 m²,156 m²
Rp 560 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Hadap Selatan 15 Mnt ke Cibubur Junction Siap Huni Dibantu KPR J23084,Jakarta Timur,2,1,,63 m²,36 m²
"Rp 1,28 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),"Rumah LT 212 Bisa Nego 10 Mnt ke Vivo Mall Sentul, Bogor Siap KPR J23071",Bogor,4,6,,212 m²,178 m²
Rp 680 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Asri Siap Huni 9 Menit ke Stasiun Cilebut SHM 660jtan Nego J23067,Bogor,3,2,,87 m²,67 m²
"Rp 3,32 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah Hadap Timur LT 202 Siap KPR 15 Mnt ke Mall Kelapa Gading Bisa Nego J23059,Jakarta Utara,7,4,,202 m²,202 m²
Rp 810 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Hadap Utara LT 108 Siap Huni Bisa Nego 15 Menit ke Gerbang Tol Sentul Selatan 2 J23046,Bogor,2,2,,108 m²,103 m²
Rp 370 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Cantik Murah dengan Carport Luas dekat RSUD Parung Dibantu KPR J23025,Depok,2,1,,36 m²,72 m²
Rp 820 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Luas Siap Huni 8 MenitPuskesmas Kalimulya LB 138 Bebas Biaya Biaya J22997,Depok,4,2,,120 m²,138 m²
Rp 670 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah 5 Mnt ke Taman Kota 2 BSD Hadap Timur Harga Nego Siap KPR J22986,Tangerang Selatan,2,1,,37 m²,75 m²
Rp 770 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Strategid 5 Mnt ke Stasiun Sudimara Harga Nego Dibantu KPR J22962,Jakarta Selatan,2,1,,94 m²,60 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Bebas Banjir Bisa Nego dekat Grand Cakung Dibantu KPR  J22954,Jakarta Timur,1,3,,78 m²,60 m²
"Rp 1,44 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Mewah Carport Luas Harga Nego 15 Mnt ke Bintaro Jaya Xchange Mall J22936,Tangerang Selatan,3,2,,74 m²,96 m²
"Rp 1,13 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Idaman Siap Huni 20 Menit ke Bintaro Xchange Mall Harga All In Nego J22935,Tangerang Selatan,3,3,,90 m²,90 m²
"Rp 1,33 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah LT 180 Harga Nego Siap Huni 15 Menit ke Transpark Mall Bintaro J22853,Tangerang Selatan,3,2,,180 m²,125 m²
Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah SHM 10 Menit ke RSU Hermina Serpong Dibantu KPR Harga Nego J22846,Tangerang Selatan,2,1,,84 m²,45 m²
"Rp 1,75 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Baru Renovasi dekat Puri Indah Mall Siap Huni DIbantu KPR J22734,Jakarta Barat,5,2,,124 m²,124 m²
Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Strategis 400jtan Dibantu KPR 10 Mnt UNPAM Viktor 2 Bisa Nego J22846,Tangerang Selatan,2,1,,84 m²,45 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah Lt 144 SHM 2 Lantai 8 Mnt Ke Gerbang Tol Sentul, Bogor Siap Kpr J22835",Bogor,3,3,,144 m²,150 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah LT 162 Strategis Akses Dekat Pintu Tol Kayu Manis 1 Bisa KPR J22833,Bogor,2,1,,162 m²,50 m²
Rp 610 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Hadap Timur Siap Huni 15 Menit Ke Gerbang Tol Sentul Barat Bisa Nego J22782,Bogor,2,2,,90 m²,65 m²
"Rp 3,65 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah LT 236 Harga Nego di Belakang Bellanova Country Mall Bogor J22776,Bogor,3,4,,236 m²,300 m²
"Rp 1,66 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Dekat Puri Indah Mall Lt 120 Harga Nego Dibantu Kpr J22733,Jakarta Barat,3,2,,120 m²,120 m²
"Rp 2,21 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah SHM LT 160 Bisa Nego 15 Mnt ke Mandaya Royal Hospital Puri Siap KPR J22732,Jakarta Barat,5,3,,160 m²,160 m²
Rp 860 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah LT 128 Hadap Timur 8 Mnt ke Living Plaza Pamulang Dibantu KPR J22720,Tangerang Selatan,3,2,,128 m²,70 m²
"Rp 1,22 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Modern Siap Huni di Citraland Cibubur dekat Sekolah dan FasKes Harga Nego J22461,Jakarta Timur,2,1,1,84 m²,61 m²
Rp 860 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Seken Terawat Dekat Rumah Sakit Sari Asih Ciputat Dibantu Kpr J22720,Tangerang Selatan,3,2,,128 m²,70 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Semi Furnished Siap Huni 2 menit ke Living Plaza Pamulang J22662,Tangerang Selatan,3,2,,98 m²,66 m²
"Rp 1,66 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah 1 Lt Hadap Utara 15 menit ke Gerbang Tol Pondok Aren 2 Dibantu KPR J22644,Tangerang Selatan,3,3,,192 m²,132 m²
Rp 530 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah SHM Siap Huni dekat Gerbang Tol Limo Utama 3 Dibantu KPR  J22702,Depok,2,1,1,108 m²,70 m²
Rp 530 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Seken Baru Renov 7 Menit ke Terminal Sawangan LT 108 Semi Furnish J22702,Depok,2,1,,108 m²,70 m²
"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Mewah Harga Nego 10 Menit Ke Gerbang Tol di Tangerang Selatan J22662,Tangerang Selatan,3,2,,98 m²,66 m²
"Rp 2,77 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Luas 3 KT Akses Dekat ke Gerbang Tol Margonda 3 Hadap Timur J22634,Depok,3,2,,160 m²,128 m²
"Rp 1,83 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Luas Akses Strategis ke Gerbang Tol Pondok Aren 2 Harga Nego J22569,Tangerang Selatan,2,2,,179 m²,160 m²
Rp 780 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Asri Hadap Utara LT 173 Bisa Nego 5 Menit ke Stasiun Cigombong  J22639,Bogor,3,2,,173 m²,105 m²
Rp 510 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Hadap Timur 8 Menit ke RS. Taman Harapan Baru Bebas Banjir Siap KPR J22552,Bekasi,2,1,,60 m²,50 m²
Rp 780 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Siap Huni SHM Ada Carport 10 Menit ke Terminal BSD Dibantu KPR J22521,Tangerang,3,2,,108 m²,100 m²
"Rp 1,44 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah LT 126 Dekat Pusat Perbelanjaan di Bintaro 5 KT Harga Nego J22466,Tangerang Selatan,5,2,,126 m²,126 m²
"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah SHM Hadap Selatan Siap Huni 15 menit ke AEON Mall BSD City J22516,Tangerang,2,1,,80 m²,60 m²
"Rp 4,15 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Rumah 5 Kamar Tidur Hadap Selatan  10 Menit ke Kalibata city square Siap KPR J22241,Jakarta Selatan,5,5,,200 m²,180 m²
Rp 780 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Strategis LT 108 Harga Nego 10 Menit ke Terminal BSD Siap KPR J22521,Tangerang,3,2,,108 m²,100 m²
"Rp 2,38 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),"Rumah Siap Huni Bebas Banjir di Jatibening, Bekasi dekat Sekolah dan Mall J22525",Bekasi,3,4,,182 m²,350 m²
Rp 590 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Gratis Renov Siap KPR dekat Living World Grand Wisata Bekasi Bisa Nego J22472,Bekasi,3,1,,66 m²,45 m²
"Rp 1,37 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Mewah 2 Lt Siap Kpr 15 Mnt Ke Living World Grand Wisata Bekasi Bebas Banjir J22413,Bekasi,4,3,,104 m²,200 m²
"Rp 5,53 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Rumah Mewah LT 224 Dekat Gading Serpong 10 Menit ke Tol Harga Nego J22380,Tangerang,4,4,,224 m²,260 m²
"Rp 5,53 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Luas 10 Mnt ke AEON Mall BSD City Harga Nego J22380,Tangerang,4,4,,224 m²,260 m²
"Rp 2,77 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah SIap KPR 2 Lt dekat Stasiun Jati Bening Baru, Bekasi Bebas Banjir J22342",Bekasi,4,4,,119 m²,101 m²
Rp 980 Juta,Rp 5 Jutaan (Tenor 20 Tahun),Rumah SHM 2 Lt dekat Mall dan Gerbang Tol di Tangerang Siap KPR J22334,Tangerang,3,1,,90 m²,90 m²
Rp 940 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Luas 10 Menit Ke Gerbang Tol Kukusan 4 Harga Nego Siap Kpr J22295,Depok,3,2,,113 m²,80 m²
"Rp 1,22 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Modern Halaman Luas Bisa Nego 15 Menit Ke Mall Aeon Bsd City Siap Kpr J22272,Tangerang,3,2,,98 m²,70 m²
"Rp 1,22 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Seken Terawat Halaman Luas 15 Menit ke Mall AEON BSD City Bisa Nego J22272,Tangerang,3,2,,98 m²,70 m²
Rp 590 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Murah Hadap Utara 13 menit ke Plaza Taman Harapan Baru J22157,Bekasi,2,1,,78 m²,53 m²
Rp 920 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah LT 122 SHM Bisa Nego 11 menit ke Stasiun Depok Lama Dibantu KPR J22127,Depok,3,1,,122 m²,120 m²
Rp 955 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Murah dekat CIPLAZ Depok Gratis Renov Siap Huni J22246,Depok,2,2,,90 m²,75 m²
Rp 955 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Bebas Banjir Gratis Renov 10 Menit ke Stasiun Depok Dibantu KPR J22246,Depok,2,2,,90 m²,75 m²
"Rp 1,01 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Luas Semi Furnished 4 Menit ke RS Hermina Serpong Tangsel Dibantu KPR J22096,Tangerang Selatan,3,2,,103 m²,66 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah SHM Siap Huni dekat Summarecon Mall Serpong Dibantu KPR J22208,Tangerang,3,1,,80 m²,80 m²
"Rp 1,33 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Luas 2 Lt Bisa Nego 5 Menit ke Stasiun Sudimara Dibantu KPR J22187,Tangerang Selatan,4,3,,100 m²,200 m²
Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah 3KT Murah Ada Carport di Griya Parung Panjang Strategis Bisa KPR J22149,Bogor,3,2,1,95 m²,80 m²
Rp 490 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Minimalis SHM 15 Menit ke RS Citra Medika LT 72 Siap Huni J22140,Depok,2,1,,72 m²,70 m²
Rp 870 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah SHM Strategis Siap Huni dekat Bintaro Plaza Dibantu KPR J22033,Jakarta Selatan,2,1,,74 m²,56 m²
"Rp 1,01 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah LT 103 Baru Renov 25 Menit ke Terminal BSD Siap Huni Harga All In J22096,Tangerang,3,2,,103 m²,66 m²
Rp 780 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah LB 216 Siap Huni Dekat Pusat Perbelanjaan di Bekasi Hadap Timur J22042,Bekasi,5,3,,72 m²,216 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai 10 Mnt ke Gerbang Tol Karawaci, SHM Siap KPR J22034",Tangerang,3,1,,112 m²,112 m²
"Rp 1,55 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah LT 150 Bisa Nego Hadap Timur di Jaksel 7 menit ke Gerbang Tol Bintaro Viaduct J22032,Jakarta Selatan,3,2,,150 m²,120 m²
