price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 1,29 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),"Dijuak rumah Graha Raya, Fortune spring dalam cluster",Tangerang Selatan,2,2,1,90 m²,72 m²
"Rp 18,5 Miliar",Rp 95 Jutaan (Tenor 20 Tahun),RUMAH KEBAYORAN BARU JAKARTA SELATAN. RUMAH TINGGAL BISA KOMERSIL,Jakarta Selatan,8,6,2,359 m²,450 m²
"Rp 5,8 Miliar Total",Rp 29 Jutaan (Tenor 20 Tahun),Dijual lahan di depok jatijahar  Lokasi Jatijajar Depok,Depok,,3,,1070 m²,458 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Kawasan Asri Cluster Mahagoni Park Graha Bintaro Jaya,Jakarta Selatan,4,2,,161 m²,150 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Turun Harga! Rumah Semi Furnished 2 Lantai di Araya,Malang,5,3,1,183 m²,220 m²
"Rp 17,5 Miliar",Rp 90 Jutaan (Tenor 20 Tahun),Rumah Natural Vibes Furnished Kualitas Premium Jl Veteran Malang,Malang,6,5,2,1108 m²,650 m²
Rp 25 Miliar,Rp 128 Jutaan (Tenor 20 Tahun),Rumah Premium Modern Selangkah Dari Ijen Boulevard Malang,Malang,4,4,3,637 m²,1000 m²
"Rp 8,95 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),Turun Harga Rumah Model Klasik Dalam Kota Malang Kawasan Klojen,Malang,3,2,5,546 m²,206 m²
Rp 795 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Dijual Rumah Murah Kawasan Tidar Akses Mudah Ke Pusat Kota Dekat Kawasan Kampus,Malang,3,1,1,105 m²,70 m²
Rp 30 Miliar,Rp 154 Jutaan (Tenor 20 Tahun),"Rumah 2LT Siap Huni Luas, Mewah, Asri, Nyaman, Pool &Taman",Jakarta Barat,4,5,11,1150 m²,600 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Dijual Rumah Dalam Perumahan Elit Lokasi Dekat Kampus Ma Chung,Malang,4,3,1,330 m²,200 m²
Rp 350 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Apartemen Soekarno Hatta Tipe Eksekutif Full Furnished,Malang,1,1,,,23 m²
"Rp 2,99 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah Megah 2 Lantai Dijual Dalam Cluster Depan Araya,Malang,2,2,2,471 m²,300 m²
Rp 925 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Dijual Rumah Daerah Lowokwaru Dekat Kampus Ub, Semi Furnished",Malang,3,1,1,108 m²,90 m²
"Rp 5,35 Miliar",Rp 27 Jutaan (Tenor 20 Tahun),"Dijual Cepat Rumah Baliview , Ciputat Timur Tangerang Selatan",Tangerang Selatan,4,3,1,400 m²,264 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Dijual Murah Rumah di Kawasan Elit Tidar Harga dibawah 1M dekat Mall, Sekolah Internasional, dan Universitas",Malang,2,1,1,78 m²,36 m²
"Rp 17,5 Miliar Total",Rp 90 Jutaan (Tenor 20 Tahun),Dijual Ruko 2 Lantai Kawasan Kajoetangan Pusat Kota. Dekat Alun alun Dan Tugu,Malang,,5,2,516 m²,832 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Turun Harga di Cluster Favorit Perumahan Elit Araya,Malang,3,2,1,300 m²,200 m²
Rp 325 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Dijual Apart Murah Tipe Studio Full Furnsih Lokasi Tengah Kota,Malang,1,1,,,18 m²
"Rp 2,6 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),Dijual Ruko Baru 3 Lantai di VPT Cocok Untuk Bergabagai Usaha,Malang,,2,2,94 m²,184 m²
"Rp 1,5 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Ruko 2 Lantai Poros Jl Raya Sawojajar Kota Malang,Malang,,2,,49 m²,80 m²
Rp 850 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Jual Rugi Rumah Dibawah 1M Dekat Universitas Brawijaya Dan Suhat,Malang,3,1,,420 m²,86 m²
Rp 575 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"Rumah Dekat Sekolah Hwa Ind, Pasar Blimbing, Kuliner Suhat",Malang,2,1,,70 m²,60 m²
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Baru Sudah Pasti Siap Huni Dekat Pusat Kota Harga Nego.,Tangerang Selatan,2,1,1,72 m²,60 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Dijual Rumah 2 Lantai One Gate Di Imam Bonjol Denpasar,Denpasar,2,2,,110 m²,200 m²
"Rp 7,2 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),Rumah Katamaran Indah PIK Renovasi,Jakarta Utara,4,4,2,200 m²,300 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Araya Cocok Untuk Tempat Tinggal, Kantor, Usaha Dekat Binus",Malang,2,1,1,200 m²,140 m²
"Rp 3,2 Juta /m²",Rp 20 Ribuan (Tenor 20 Tahun),DIJUAL Tanah Dekat Jalan Besar Malang-Batu Dekat UIN 3 Cocok Bisnis Cafe,Batu,,,,445 m²,
Rp 36 Miliar Total,Rp 185 Jutaan (Tenor 20 Tahun),"Gudang Cikupa Perizinan Gudang Dan Industri, 2 Exit Tol",Tangerang,,1,10,8000 m²,1500 m²
Rp 50 Miliar,Rp 257 Jutaan (Tenor 20 Tahun),Rumah Pondok Indah 2 Lantai akses Jalan Sangat Luas,Jakarta Selatan,4,5,2,606 m²,800 m²
Rp 935 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Jual Rumah 3 Lantai Dibawah 1 Milliar Dekat Kuliner Suhat Dan Ub,Malang,4,3,1,65 m²,140 m²
"Rp 1,82 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Dijual Murah Rumah 2 Lantai Full Furnish Di Pusat Kota Malang,Malang,3,2,1,127 m²,220 m²
Rp 365 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Rumah Bagus SHM Pondok Ungu Permai Sektor V, Bekasi",Bekasi,2,1,1,60 m²,36 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Murah  Luas 119 Dekat Mall Dan Tol, Jakarta Garden City, Cakung 007",Jakarta Timur,4,3,2,119 m²,86 m²
"Rp 8,5 Miliar",Rp 43 Jutaan (Tenor 20 Tahun),"Rumah Bagus Furnished SHM di Pantai Indah Kapuk, Jakarta Utara",Jakarta Utara,4,3,,180 m²,300 m²
Rp 330 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Dijual Apartement Soekarno Hatta Tipe Eksekutif Dekat Kampus Ub,Malang,1,1,,,21 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah cantik dalam cluster,Bekasi,2,1,1,90 m²,45 m²
"Rp 1,6 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),Simple Minimalis Clean Apartemen Puri Orchard,Jakarta Barat,,2,1,70 m²,70 m²
Rp 30 Miliar,Rp 154 Jutaan (Tenor 20 Tahun),Rumah Cantik Pondok Indah Jual di bawah NJOP Surat SHM On Hand,Jakarta Selatan,5,3,2,1515 m²,750 m²
Rp 30 Miliar,Rp 154 Jutaan (Tenor 20 Tahun),Rumah Cantik Pondok Indah Jual di bawah NJOP Surat SHM On Hand,Jakarta Selatan,5,3,2,1515 m²,750 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Minimalis Dalam Perumahan Delta Dieng Kota Malang,Malang,3,2,1,196 m²,160 m²
Rp 350 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Dijual.murah ,apertemen Mewah, 2kamar,luas 34m2, Di Jakarta Barat",Jakarta Barat,2,1,,,34 m²
Rp 17 Miliar,Rp 87 Jutaan (Tenor 20 Tahun),Di Jual Rumah Murah Nego Daerah Kalibata Utara Jakarta Selatan,Jakarta Selatan,5,4,1,759 m²,700 m²
"Rp 16,5 Miliar",Rp 84 Jutaan (Tenor 20 Tahun),"JUAL RUMAH DI CIPETE, JAKARTA SELATAN.Luas Tanah : 480 m2",Jakarta Selatan,3,3,5,480 m²,690 m²
Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Margonda Residence 3 2 K.tdr 2 Kmdi D Mall Bagus Furnished,Depok,2,2,,,53 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Dijual Rumah Griyaloka Siap Huni Dan Jarang Ada,Tangerang,4,3,2,162 m²,288 m²
Rp 15 Miliar,Rp 77 Jutaan (Tenor 20 Tahun),"RUMAH SENOPATI AREA, KEBAYORAN BARU JAKARTA SELATAN.",Jakarta Selatan,3,2,1,210 m²,170 m²
"Rp 13,5 Miliar",Rp 69 Jutaan (Tenor 20 Tahun),Rumah Classic Semi Colonial Lokasi Strategis Selangkah Ke Ijen,Malang,5,2,3,678 m²,300 m²
Rp 21 Miliar,Rp 108 Jutaan (Tenor 20 Tahun),"Di Jual Murah Rumah Mewah Furnished Shm - Sertifikat Hak Milik Di Bintang Di Ponggo - Pakis , Pakis Bagus",Surabaya,5,5,2,1030 m²,1300 m²
Rp 425 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Rumah di Kota Malang Dibawah 500 Juta Dekat Kawasan Kampus,Malang,2,1,1,54 m²,40 m²
"Rp 6,4 Miliar",Rp 32 Jutaan (Tenor 20 Tahun),Jual Capat Lebak Bulus Jaksel Rumah Cantik Ada Kolam Renang Siap Huni Dalam Cluster Full Furnished Letak Strategis Aman Bebas Banjir Dekat Pintu Toll Dekat Fasilitas Umum,Jakarta Selatan,5,4,2,180 m²,700 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Dijual Rumah Daerah Suhat Dekat Kampus Ub Dan Kuliner Suhat,Malang,2,2,1,234 m²,200 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Dijual Murah Rumah 2 Lantai Kawasan Dieng Semi Furnish,Malang,4,2,1,413 m²,475 m²
Rp 6 Miliar,Rp 30 Jutaan (Tenor 20 Tahun),Tanah Murah Nego Di Jual Tebet Timur Jakarta Selatan,Jakarta Selatan,,,,208 m²,
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Rumah Classic Lokasi Tengah Kota Malang Daerah Celaket,Malang,10,4,6,822 m²,700 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),"Kebangetan Cantiknya , Rumah Anggrek Loka 3 lantai Ada Rooftop Anggrek Loka Shm",Tangerang,6,5,3,251 m²,350 m²
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),RUMAH BARU 2 LANTAI ONE GATE DI SINGGASANA BANDUNG,Bandung,4,4,2,200 m²,300 m²
Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Di Jual Apartemen Studio Fully Furnished,Jakarta Utara,Studio,1,,,21 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Kawasan Dieng Malang Dekat Dengan Kawasan Kampus Dan Mall,Malang,3,2,2,404 m²,200 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Dijual rumah 2 lantai daerah kota dekat RSUD kota malang,Malang,4,2,1,136 m²,272 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),"Di Jual Hunian Nyaman & Strategis – Meruya Utara, Bonus Menarik! Rumah di Blok 11, Jl. Aster VIII Kav. DKI Blok 11 No.43, Meruya Utara, Kembangan, Kota Jakarta Barat, DKI Jakarta, Indonesia, 11620, Meruya",Jakarta Barat,4,3,2,60 m²,84 m²
Rp 250 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Dijual Apartemen Mewah Type Studio 24m Harga Murah,Jakarta Barat,,1,,,23 m²
"Rp 6,2 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),Rumah Bagus di cluster 2 Lantai Lebak bulus,Jakarta Selatan,5,4,2,247 m²,270 m²
"Rp 5,9 Miliar",Rp 30 Jutaan (Tenor 20 Tahun),"Dijual Rumah area premium menteng Bintaro, bintaro jaya",Tangerang Selatan,4,4,2,279 m²,350 m²
Rp 540 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Parung Sudah Renovasi Pasti Siap Huni Lokasi Bagus Nego Sampe Deal.,Bogor,2,1,1,78 m²,78 m²
Rp 11 Miliar,Rp 56 Jutaan (Tenor 20 Tahun),For Sale Rumah Pondok Indah Murah Sekali,Jakarta Selatan,3,3,5,300 m²,400 m²
"Rp 1,55 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Town House Mewah Minimalis 2 Lt di Pangkalan Jati, Cinere",Depok,2,2,1,64 m²,87 m²
"Rp 6,1 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),Rumah Bsd Siap Huni Lokasi Dekat Pusat Kota Tidak Banjir Harga Nego.,Tangerang Selatan,7,5,2,381 m²,351 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),"Dijual Rumah Di Perumahan Villa Delima, Jl. Karang Tengah Raya, Lebak Bulus, Cilandak, Kota Jakarta Selatan, Dki Jakarta, Indonesia, 12440, Lebak Bulus Shm Siap Huni",Jakarta Selatan,3,4,1,187 m²,250 m²
"Rp 3,95 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),"Di Jual Rumah Kebon Jeruk Uk.9,5x15m Semi Furnished SHM - Sertifikat Hak Milik di komp migas kebon jeruk jakarta barat, Kebon Jeruk",Jakarta Barat,4,2,2,145 m²,180 m²
"Rp 5,3 Miliar Total",Rp 27 Jutaan (Tenor 20 Tahun),Dijual Ruko Dibona Indah 4 Lantai Siap Huni Lokasi Strategi Tenang Cocok Buat Kantor Dan Usaha Shm,Jakarta Selatan,,4,,72 m²,250 m²
"Rp 23,5 Miliar Total",Rp 120 Jutaan (Tenor 20 Tahun),"GUDANG KAMAL 2 LANTAI CEILING 6 METER, DEKAT DENGAN AKSES TOL",Jakarta Utara,,1,,1063 m²,1700 m²
"Rp 3,6 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Luas Tanah Besar Pas Buat Kost Dan Kontrakan Dan Berkebun Lokasi Samping Bsd Dekat Tol Dan Pusat Kota Bsd.,Tangerang Selatan,3,2,6,1190 m²,200 m²
"Rp 4,8 Miliar Total",Rp 24 Jutaan (Tenor 20 Tahun),Ruko Dekat Jalan Raya Kebon Jeruk Cocok Untuk Gudang Atau Kantor,Jakarta Barat,,3,2,153 m²,400 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Di Jual 1 Br Taman Anggrek Residence Lantai Rendah,Jakarta Barat,Studio,1,,,28 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Dijual Rumah Boston Village Gading Serpong 6x10,Tangerang,3,2,1,60 m²,72 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Hunian 2 Lantai Bagus, Terawat, Nyaman Dan Strategis, Siap Huni",Jakarta Selatan,3,2,1,133 m²,80 m²
Rp 740 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Depok Bonus Biaya Pajak Pembeli Maksimal 8 Juta Parkir Depan Rumah Luas Juga Dekat Ke Tol Bandara Dan Bsd.,Depok,3,2,1,90 m²,80 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Nyaman Dan Asri,Depok,5,2,1,597 m²,170 m²
"Rp 2,85 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Alam Sutera Bangunan Baru Sudah Tentu Siap Huni Lokasi Bagus Harga Nego.,Tangerang Selatan,3,4,2,96 m²,180 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Kpr Pasti Acc Dp 5 Juta Angsuran Mulai 2 Jutaan Data Kami Bantu Di Ciwastra Buahbatu Bandung Dekat Sumarecon,Bandung,2,1,1,60 m²,40 m²
Rp 60 Miliar,Rp 308 Jutaan (Tenor 20 Tahun),Jual Rumah Mewah Super Cakep Di Pluit Jakarta Utara,Jakarta Utara,5,5,,1200 m²,1500 m²
"Rp 4,65 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Dijual Murah Apartment At Izzara Great Location In South Jakarta 2+1br Siap Huni Jakarta Selatan,Jakarta Selatan,2,2,,,199 m²
Rp 16 Miliar Total,Rp 82 Jutaan (Tenor 20 Tahun),Green Ville Ruko Gandeng Lokasi Terbaik,Jakarta Barat,,4,,256 m²,544 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Rumah Cluster Mewah Ready Stock Harga Terjangkau Di Cibubur Cikeas Bogor,Bogor,3,2,2,70 m²,92 m²
Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Rumah Cluster Baru Tanpa Dp Di Cileunyi Bandung Dekat Tol Dan Kawasan Pendidikan Jatinangor,Bandung,2,1,1,72 m²,36 m²
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),"Town House 2 Lt Terawat, Nyaman Strategis , Siap Huni Depok, Shm",Depok,3,2,2,120 m²,70 m²
Rp 45 Miliar Total,Rp 231 Jutaan (Tenor 20 Tahun),Di Jual Murah Gedung Perkantoran Sunter Agung Jakarta Utara,Jakarta Utara,,8,10,2211 m²,12000 m²
"Rp 3,7 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Dijual Cepat at Gandaria Height Apartment 3 Badroom – Fully Furnished Jakarta Selatan,Jakarta Selatan,3,2,,,117 m²
"Rp 2,7 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),"SOHO Pancoran dijual cepat sudah Strata Title, 2 line telepon",Jakarta Selatan,,1,1,102 m²,102 m²
Rp 55 Miliar,Rp 282 Jutaan (Tenor 20 Tahun),Pondok Indah House Inc 2 person Bathtub With Jacuzzi,Jakarta Selatan,5,5,5,627 m²,1050 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),"Kost 31 Kamar, Sangat Dekat Ke Stasiun Mangga Besar",Jakarta Barat,31,31,2,1620 m²,400 m²
"Rp 2,12 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Bagus Siap Huni Di Kota Wisata Cibubur,Bogor,3,2,1,144 m²,120 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),Tanah Dipinggir Jalan Besar Daerah Cibubur Cocok Untuk Usaha Harga Dibawah Njop Shm Dekat Pintu Tol Cimanggis Cibitung,Bogor,,,,730 m²,
"Rp 7,8 Miliar",Rp 40 Jutaan (Tenor 20 Tahun),"Rumah cantik, bagus,rapi, siap huni,furniture mewah di kota wisata",Bogor,7,7,3,407 m²,450 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Nyaman Siap Huni Di Mainroad Batununggal,Bandung,3,3,1,131 m²,90 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),Rumah Bagus Mewah  Murah Lantai 2 Di Kota Wisata Cibubur  Turun Harga,Bogor,4,3,2,256 m²,240 m²
Rp 2 Juta /m²,Rp 20 Ribuan (Tenor 20 Tahun),Jual Murah Tanah Di Jl.meruyung Limo Cinere Kota Depok,Depok,,,,10000 m²,
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah 2.5 Lantai Ukuran 8x18m² Rapi Sudah Renovasi Puri Gardena,Jakarta Barat,4,3,1,144 m²,250 m²
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Kelapa Nias Siap Huni Rapi Semi Furnished,Jakarta Utara,3,4,2,160 m²,270 m²
"Rp 2,65 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Mewah Full Renovasi Sangat Terawat Puri Permata Mediterania,Jakarta Barat,4,3,,144 m²,144 m²
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),"RUMAH MEWAH DI KAWASAN CENTRAL PARK TAMAN ANGGREK, ADA TAMAN LUAS",Jakarta Barat,4,4,1,832 m²,546 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),Dijual Cepat Murah Rumah 1 Lantai Di Kemang Timur 14 Jaksel,Jakarta Selatan,5,5,4,535 m²,300 m²
"Rp 7,5 Miliar Total",Rp 38 Jutaan (Tenor 20 Tahun),"Ruko Cideng Raya Unit Komersil, Harga Termurah, Siap Pakai",Jakarta Pusat,,,,160 m²,448 m²
"Rp 2,29 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Bangunan Baru Mewah Bergaya Eropa Harga Terjangkau Casa Varya Puri Gardena,Jakarta Barat,2,3,,105 m²,140 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah 3 Lantai Murah Siap Huni Citra Garden 2 Ext,Jakarta Barat,3,3,1,72 m²,126 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Bagus 2.5 Lantai Ukuran 6x15m Di Kalideres,Jakarta Barat,4,4,1,90 m²,162 m²
"Rp 2,65 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Dijual Rumah Mewah Turun Harga Di Angel Residence, Jakarta Barat",Jakarta Barat,3,3,,108 m²,200 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),RUMAH STRATEGIS TIMUR UNRIYOPERUMAHAN AYODHYA CITRA 1,Sleman,2,2,1,155 m²,120 m²
"Rp 16,5 Miliar",Rp 84 Jutaan (Tenor 20 Tahun),"Apartemen Distric 8, Tower Infinity Lantai 15",Jakarta Selatan,5,5,,,249 m²
"Rp 11,9 Miliar",Rp 61 Jutaan (Tenor 20 Tahun),Jual Murah Rumah Lux Ada Pool di Lebak Bulus,Jakarta Selatan,5,5,2,535 m²,450 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Bagus Karelia Village Gading Serpong,Tangerang,4,3,,77 m²,95 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Rumah Murah Di Duri Kosambi Cengkareng Jakarta Barat,Jakarta Barat,5,3,1,879 m²,200 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Hitung Tanah Di Cluster Emerald dekat FreshMarket Bintaro sek 9,Tangerang Selatan,3,3,1,197 m²,177 m²
"Rp 2,55 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Dijual Rumah Baru 3lt Di Taman Ratu, Hoek, Uk 4.8x14.5m2, Harga Rp 2.55m",Jakarta Barat,4,3,1,55 m²,144 m²
"Rp 1,3 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah 2.5 Lantai Sangat Rapi Siap Huni Permata Taman Palem,Jakarta Barat,3,3,1,56 m²,100 m²
Rp 4 Miliar,Rp 20 Jutaan (Tenor 20 Tahun),"DIJUAL Rumah 5 Kamar Tidur Cantik Terawat Fully Furnished di Jatimakmur, Pondok Gede, Bekasi. Tinggal Bawa Koper.",Bekasi,5,5,1,357 m²,500 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),Apartemen Mewah 2br Furnished Di District 8 Scbd Jakarta Selatan,Jakarta Selatan,2,2,,,105 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah 9 Kamar Kos Di Kelapa Gading 2.6 M,Jakarta Utara,9,3,1,105 m²,250 m²
