price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 1,76 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Wonosari, Gunung Kidul",Gunung Kidul,5,2,,493 m²,450 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Sewon, Kab. Bantul",Bantul,5,2,,199 m²,199 m²
"Rp 1,86 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Godean, Kab. Sleman",Sleman,2,1,,173 m²,160 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Tasikmadu, Kab. Karanganyar",Karanganyar,5,2,,300 m²,400 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Sleman, Kota Yogyakarta",Sleman,5,2,,207 m²,200 m²
Rp 333 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Nego, Tanah 100 Meter Jalan Raya LPMP Cocok Untuk Hunian",Sleman,,,,119 m²,
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Sleman, Kab. Sleman",Sleman,3,2,,213 m²,200 m²
"Rp 2,59 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Godean, Kab. Sleman",Sleman,3,2,,146 m²,160 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Kuta, Kab. Badung",Badung,5,2,,243 m²,424 m²
Rp 4 Miliar,Rp 20 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Kartasura, Kab. Sukoharjo",Sukoharjo,5,2,,1545 m²,650 m²
Rp 325 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Somba Opu, Kab. Gowa",Gowa,2,2,,73 m²,73 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Somba Opu, Kab. Gowa",Gowa,2,2,,73 m²,73 m²
"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Banggae, Kab. Majene",Majene,6,3,,850 m²,300 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Mamajang, Kota Makassar",Makassar,10,2,,176 m²,300 m²
Rp 960 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Medan Johor, Kota Medan",Medan,3,2,,132 m²,192 m²
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Mijen, Kota Semarang",Semarang,18,6,,842 m²,638 m²
Rp 895 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Soreang, Kab. Bandung",Bandung,3,2,,105 m²,180 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Gedebage, Kota Bandung",Bandung,7,2,,240 m²,260 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Bojong Loa, Kota Bandung",Bandung,4,3,,220 m²,350 m²
"Rp 2,62 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Lengkong, Kota Bandung",Bandung,2,2,,108 m²,150 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Weru, Kab. Cirebon",Cirebon,4,2,,309 m²,400 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Arcamanik, Kota Bandung",Bandung,4,3,,179 m²,160 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Murah Aset BRI, Cimahi Utara, Kab. Bandung Barat",Cimahi,3,2,,300 m²,325 m²
"Rp 1,05 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Lombok Barat, Nusa Tenggara Barat",Lombok Barat,,,,452 m²,357 m²
Rp 344 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Tabanan, Bali",Tabanan,,,,46 m²,132 m²
"Rp 2,3 Miliar Total",Rp 11 Jutaan (Tenor 20 Tahun),RUKO GRAND CITY READY UNIT MASIH DISEWA,Balikpapan,,1,,100 m²,100 m²
Rp 649 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Bontang Barat, Kalimantan Timur",Bontang,,1,,105 m²,130 m²
"Rp 1,48 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Tinggal Bulustalan,Semarang,,,,140 m²,167 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Rumah Tinggal Komplek Bukit Cengkeh II,Depok,,,,534 m²,42 m²
Rp 838 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Tinggal Citraraya,Tangerang,,,,120 m²,42 m²
"Rp 2,23 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Tinggal Perum Islamic Village Zam Zam 1,Tangerang,,,,360 m²,220 m²
"Rp 6,15 Miliar Total",Rp 31 Jutaan (Tenor 20 Tahun),"Turun Harga! Tanah Lokasi Strategis, Larangan, Ciledug, Tangerang",Tangerang,,,,524 m²,
"Rp 2,64 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Tinggal Elang Malindo,Jakarta Timur,,,,291 m²,278 m²
"Rp 1,22 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Tinggal Jalan Pasir Kuda,Bogor,,,,108 m²,117 m²
"Rp 2,86 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Tinggal Purwokerto Wetan,Banyumas,,,,361 m²,84 m²
"Rp 3,04 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah Tinggal The Sunflower,Tangerang Selatan,,,,120 m²,66 m²
"Rp 1,15 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Tinggal Perumahan Graha Timur 8,Banyumas,,,,94 m²,36 m²
"Rp 1,98 Miliar Total",Rp 10 Jutaan (Tenor 20 Tahun),Tanah Arcawinangun,Banyumas,,,,1050 m²,
"Rp 1,12 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Sungai Kunyit, Kalimantan Barat",Mempawah,,2,,500 m²,648 m²
Rp 401 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Sungai Pinyuh, Kalimantan Barat",Mempawah,,1,,195 m²,142 m²
Rp 175 Juta Total,Rp 910 Ribuan (Tenor 20 Tahun),"Ruang Usaha Murah Aset Mandiri,TANAH ABANGNG, JAKARTA SELATAN",Jakarta Pusat,,1,,9 m²,9 m²
"Rp 1,27 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri,GUNUNG PUTRI, KAB BOGOR",Bogor,,2,,53 m²,94 m²
Rp 13 Miliar,Rp 66 Jutaan (Tenor 20 Tahun),Rumah Permata Buana 3 Lantai Ada Gym Kolam Renang Posisi Hoek,Jakarta Barat,,,,316 m²,700 m²
Rp 808 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri,BEKASI BARAT, KOTA BEKASI",Bekasi,,2,,80 m²,143 m²
"Rp 9,5 Miliar Total",Rp 48 Jutaan (Tenor 20 Tahun),"Ruang Usaha Murah Aset Mandiri,PESANGGRAHAN,JAKARTA SELATAN",Jakarta Selatan,,3,,708 m²,369 m²
"Rp 4,15 Miliar Total",Rp 21 Jutaan (Tenor 20 Tahun),"Ruang Usaha Murah Aset Mandiri,JATIASIH, KOTA BEKASI",Bekasi,,3,,896 m²,226 m²
"Rp 2,48 Miliar Total",Rp 12 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri,CIRACAS, KOTA JAKARTA TIMUR",Jakarta Timur,,2,,128 m²,150 m²
"Rp 4,02 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri,PEJARINGAN, KOTA JAKARTA UTARA",Jakarta Utara,,2,,62 m²,242 m²
"Rp 3,02 Miliar Total",Rp 15 Jutaan (Tenor 20 Tahun),"Ruang Usaha Aset Mandiri,GUNUNG PUTRI,KAB BOGOR",Bogor,,2,,946 m²,1905 m²
"Rp 16,4 Miliar Total",Rp 84 Jutaan (Tenor 20 Tahun),"Ruang Usaha Aset Mandiri,CAKUNG, JAKARTA TIMUR",Jakarta Timur,,3,,3633 m²,1848 m²
Rp 398 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri,MEDAN SATRIA, KOTA BEKASI",Bekasi,,1,,33 m²,66 m²
Rp 710 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri,SETU, KAB BEKASI",Bekasi,,1,,265 m²,24 m²
"Rp 4,53 Miliar Total",Rp 23 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri,KELAPA DUA, KAB TANGERANG",Tangerang,,3,,1700 m²,1 m²
Rp 684 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Bukit Kemuning, Lampung",Lampung Utara,,,,341 m²,238 m²
Rp 383 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Jayapura, Papua",Jayapura,,,,117 m²,79 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Rumah dijual siap huni Jl.flamingo 3, Blok Jc, Bintaro,Tangerang",Tangerang Selatan,4,4,,180 m²,420 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),"Cafe Aset Mandiri, Biak, Papua",Biak Numfor,,,,900 m²,1020 m²
"Rp 1,69 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Nabire, Papua Tengah.",Nabire,,,,517 m²,400 m²
"Rp 2,82 Miliar Total",Rp 14 Jutaan (Tenor 20 Tahun),"Mess Aset Mandiri, Biak, Papua",Biak Numfor,,,,1104 m²,990 m²
"Rp 6,81 Miliar",Rp 35 Jutaan (Tenor 20 Tahun),"Hotel Aset Mandiri, Nabire, Papua Tengah",Nabire,44,,,990 m²,1380 m²
Rp 154 Juta Total,Rp 800 Ribuan (Tenor 20 Tahun),"Toko Murah Aset Mandiri, Lombok Tengah, Nusa Tenggara Barat",Lombok Tengah,,,,54 m²,45 m²
Rp 162 Juta Total,Rp 840 Ribuan (Tenor 20 Tahun),"Toko Murah Aset Mandiri, Lombok Tengah, Nusa Tenggara Barat",Lombok Tengah,,,,54 m²,46 m²
Rp 957 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Toko Murah Aset Mandiri, Lombok Timur, Nusa Tenggara Barat",Lombok Timur,,,,596 m²,443 m²
Rp 273 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Lombok Tengah, Nusa Tenggara Barat",Lombok Tengah,,,,50 m²,150 m²
"Rp 3,46 Miliar Total",Rp 17 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Mataram, Nusa Tenggara Barat",Mataram,,,,267 m²,504 m²
"Rp 1,18 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Mataram, Nusa Tenggara Barat",Mataram,,,,732 m²,265 m²
Rp 576 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Gudang Murah Aset Mandiri, Lombok Utara, Nusa Tenggara Barat",Lombok Utara,,,,5039 m²,254 m²
"Rp 1,18 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Denpasar Barat, Bali",Lombok Barat,,,,799 m²,684 m²
Rp 643 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Gudang Murah Aset Mandiri, Lombok Timur, Nusa Tenggara Barat",Lombok Timur,,,,104 m²,102 m²
Rp 298 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Gudang Murah Aset Mandiri, Lombok Timur, Nusa Tenggara Barat",Lombok Timur,,,,219 m²,213 m²
"Rp 2,56 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Magetan",Magetan,,3,,590 m²,463 m²
"Rp 1,74 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Surabaya Utara, Kota Surabaya",Surabaya,,1,,81 m²,216 m²
"Rp 1,2 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Gresik",Gresik,,2,,1414 m²,373 m²
"Rp 10,5 Miliar Total",Rp 54 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Madiun",Madiun,,2,,6585 m²,2440 m²
Rp 256 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Ngawi",Ngawi,,2,,297 m²,75 m²
"Rp 1,11 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Surabaya Utara, Kota Surabaya",Surabaya,,2,,82 m²,216 m²
"Rp 2,1 Miliar Total",Rp 10 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Gresik",Gresik,,1,,179 m²,420 m²
"Rp 1,9 Miliar Total",Rp 9 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Surabaya Utara, Kota Surabaya",Surabaya,,2,,143 m²,293 m²
"Rp 1,85 Miliar Total",Rp 9 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Surabaya Timur, Kota Surabaya",Surabaya,,2,,225 m²,95 m²
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Apartemen The Elements 3BR Furnished Bagus,Jakarta Selatan,3,3,,,141 m²
Rp 683 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Bondowoso",Bondowoso,,1,,67 m²,117 m²
Rp 327 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Strategis Aset Mandiri, Kab Jember",Jember,,1,,99 m²,150 m²
"Rp 3,32 Miliar Total",Rp 17 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Bone, Sulawesi Selatan",Bone,,,,690 m²,583 m²
"Rp 1,99 Miliar Total",Rp 10 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Panakkukang, Makassar",Makassar,,,,101 m²,291 m²
Rp 492 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Bone, Sulawesi Selatan",Bone,,,,75 m²,109 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Villa Citraland Dempsey Hill Dijual Siap Huni Kondisi Bagus,Deli Serdang,2,2,,90 m²,84 m²
Rp 862 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Wajo, Sulawesii Selatan",Wajo,,,,107 m²,200 m²
Rp 630 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Palu Barat, Kota Palu",Palu,,,,127 m²,150 m²
Rp 826 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Bone, Sulawesi Selatan",Bone,,,,147 m²,1180 m²
Rp 661 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruang Usaha Aset Mandiri, Balewa, Sulawesi Selatan",Wajo,,,,4170 m²,444 m²
Rp 252 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),Ruko 2 Lantai,Pare-Pare,,,,100 m²,80 m²
Rp 399 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Siap huni 399Juta Dekat Grand Wisata,Bekasi,2,1,1,72 m²,45 m²
Rp 870 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko 3 Lantai Aset Mandiri, Kota Tiimur, Gorontalo",Gorontalo,,,,72 m²,206 m²
Rp 799 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko 2 Lantai Aset Mandiri, Kota Tiimur, Gorontalo",Gorontalo,,,,117 m²,204 m²
Rp 716 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko 3 Lantai Aset Mandiri, Kota Tiimur, Gorontalo",Gorontalo,,,,72 m²,206 m²
Rp 947 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Ruko 3 Lantai Aset Mandiri, Kota Tiimur, Gorontalo",Gorontalo,,,,72 m²,206 m²
"Rp 3,96 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),Gudang Aset Mandiri di Kota Cimahi,Cimahi,,,,1031 m²,1459 m²
"Rp 3,86 Miliar Total",Rp 19 Jutaan (Tenor 20 Tahun),Gudang Aset Mandiri di Karawang,Karawang,,,,2434 m²,3260 m²
"Rp 1,37 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Bekasi,Bekasi,,1,,67 m²,274 m²
"Rp 2,63 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Karawang,Karawang,,1,,517 m²,908 m²
"Rp 2,74 Miliar Total",Rp 14 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Karawang,Karawang,,1,,157 m²,60 m²
"Rp 1,19 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Cianjur,Cianjur,,3,,185 m²,140 m²
Rp 837 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Kost-Kostan Aset Mandiri di Sukabumi,Sukabumi,8,8,,328 m²,167 m²
"Rp 2,89 Miliar Total",Rp 14 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Sukabumi,Sukabumi,,2,,167 m²,408 m²
"Rp 3,01 Miliar Total",Rp 15 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Tasikmalaya,Tasikmalaya,,2,,695 m²,265 m²
"Rp 1,53 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Ruko Aset Mandiri di Tasikmalaya,Banjar,,2,,434 m²,196 m²
Rp 176 Juta Total,Rp 910 Ribuan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Cicurug Sukabumi",Sukabumi,,,,36 m²,65 m²
Rp 304 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Cicurug Sukabumi",Sukabumi,,,,84 m²,110 m²
Rp 301 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Cicurug Sukabumi",Sukabumi,,,,32 m²,71 m²
Rp 78 Juta Total,Rp 410 Ribuan (Tenor 20 Tahun),"Kios Aset Mandiri, Kemayoran, Jakarta Pusat",Jakarta Pusat,,,,6 m²,6 m²
Rp 61 Juta Total,Rp 320 Ribuan (Tenor 20 Tahun),"Kios Aset Mandiri, Kemayoran, Jakarta Pusat",Jakarta Pusat,,,,4 m²,4 m²
"Rp 2,25 Miliar Total",Rp 11 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Ciputat, Tangsel",Tangerang Selatan,,,,181 m²,65 m²
Rp 343 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Cibungbulang, Bogor",Bogor,,,,45 m²,208 m²
Rp 999 Juta Total,Rp 5 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Pulogadung Jakarta Timur",Jakarta Timur,,,,98 m²,59 m²
Rp 82 Juta Total,Rp 430 Ribuan (Tenor 20 Tahun),"Kos-kosan Aset Mandiri, Kemayoran, Jakarta Pusat",Jakarta Pusat,,,,538 m²,538 m²
"Rp 21,6 Miliar Total",Rp 111 Jutaan (Tenor 20 Tahun),"Ruang Kantor Aset Mandiri, Kemang, Jakarta Selatan",Jakarta Selatan,,,,538 m²,538 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"DiJual Apartemen Puri Orchard 2 BR, Jakarta Barat",Jakarta Barat,2,1,,,53 m²
"Rp 1,27 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Kos-kosan Aset Mandiri, Gunung SIndur, Bogor, Jawa Barat",Bogor,,,,412 m²,231 m²
"Rp 2,85 Miliar Total",Rp 14 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Cimanggis, Depok Jawa Barat",Depok,,,,136 m²,338 m²
"Rp 1,4 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),"Ruko Aset Mandiri, Bekasi Selatan, Bekasi Jawa Barat",Bekasi,,,,252 m²,67 m²
Rp 991 Juta Total,Rp 5 Jutaan (Tenor 20 Tahun),"Tempat Usaha, Pelabuhan Ratu, Sukabumi",Sukabumi,,,,369 m²,1990 m²
"Rp 1,19 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Rangkasbitung, Lebak",Lebak,,3,,2850 m²,112 m²
"Rp 8,8 Miliar",Rp 45 Jutaan (Tenor 20 Tahun),Lokasi Tepat Untuk Cafe / Resto Di Tanjung Duren,Jakarta Barat,3,3,2,190 m²,250 m²
"Rp 8,25 Miliar Total",Rp 42 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri,SERANG,Banten",Serang,,5,,3342 m²,1331 m²
Rp 652 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri,SERANG,Banten",Serang,,5,,143 m²,250 m²
Rp 962 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Cilincing, DKI Jakarta",Jakarta Utara,,5,,60 m²,178 m²
"Rp 1,13 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Cikokol,Banten",Tangerang,,5,,162 m²,329 m²
"Rp 4,06 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Jelambar Baru,Dki Jakarta",Jakarta Barat,,5,,107 m²,415 m²
Rp 181 Juta Total,Rp 940 Ribuan (Tenor 20 Tahun),"Komersial Aset Mandiri, Cipulir,Dki Jakarta",Jakarta Selatan,,2,,14 m²,14 m²
"Rp 4,69 Miliar Total",Rp 24 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Sumur Pecung,Banten",Serang,,5,,353 m²,266 m²
"Rp 2,42 Miliar Total",Rp 12 Jutaan (Tenor 20 Tahun),"Komersial Aset Mandiri, Sukakarya,Jawa Barat",Bekasi,,5,,3345 m²,395 m²
Rp 242 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Singingi, Provinsi Riau",Kuantan Singingi,,2,,1625 m²,379 m²
Rp 248 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kab.Labuhanbatu, Propinsi Sumatera Utara",Labuhan Batu,,2,,116 m²,156 m²
Rp 685 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Tanah Kosong Murah Aset Mandiri, KABUPATEN DELI SERDANG, PROVINSI SUMATERA UTARA",Deli Serdang,,,,6015 m²,6015 m²
Rp 378 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN LABUHAN BATU, PROPINSI SUMATERA",Labuhan Batu,,2,,130 m²,192 m²
"Rp 1,97 Miliar Total",Rp 10 Jutaan (Tenor 20 Tahun),"Ruang Usaha Murah Aset Mandiri, Kabupaten Serdang Bedagai, Provinsi Sumatera Utara",Serdang Bedagai,,2,,8193 m²,1411 m²
Rp 641 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruang Usaha Murah Aset Mandiri, Kabupaten Serdang Bedagai, Provinsi Sumatera Utara",Serdang Bedagai,,1,,1598 m²,373 m²
Rp 262 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
Rp 262 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
Rp 262 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
Rp 262 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
Rp 262 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
Rp 308 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,3,,65 m²,186 m²
"Rp 2,2 Miliar Total",Rp 11 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Labuhanbatu, Propinsi Sumatera Utara",Labuhan Batu,,5,,1891 m²,408 m²
Rp 492 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Indragiri Hulu, Provinsi Riau",Indragiri Hulu,,2,,1258 m²,165 m²
Rp 335 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Deli Serdang, Provinsi Sumatera Utara",Deli Serdang,,1,,90 m²,213 m²
Rp 407 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN NAGAN RAYA, PROVINSI ACEH",Nagan Raya,,2,,132 m²,152 m²
Rp 703 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Asahan, Propinsi Sumatera Utara",Asahan,,1,,1681 m²,132 m²
Rp 212 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN DELI SERDANG, PROVINSI SUMATERA UTARA",Deli Serdang,,4,,98 m²,268 m²
Rp 775 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN SIMALUNGUN, PROVINSI SUMATERA UTARA",Simalungun,,3,,114 m²,200 m²
Rp 350 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN SIMALUNGUN, PROVINSI SUMATERA UTARA",Simalungun,,1,,927 m²,272 m²
Rp 366 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Batu Bara, Provinsi Sumatera Utara",Batu-Bara,,2,,116 m²,164 m²
Rp 366 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, Kabupaten Batu Bara, Provinsi Sumatera Utara",Batu-Bara,,2,,116 m²,164 m²
Rp 622 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),"Ruko Murah Aset Mandiri, KABUPATEN DELI SERDANG, PROVINSI SUMATERA UTARA",Deli Serdang,,2,,90 m²,144 m²
