price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
Rp 6 Miliar Total,Rp 30 Jutaan (Tenor 20 Tahun),Gudang Bagus Di Pantai Indah Dadap 768 m²,Jakarta Utara,,1,,600 m²,768 m²
Rp 30 Miliar Total,Rp 154 Jutaan (Tenor 20 Tahun),"Dijual Gudang di Agung karya, Sunter",Jakarta Utara,,,,1000 m²,1400 m²
Rp 36 Miliar Total,Rp 185 Jutaan (Tenor 20 Tahun),"Di Jual Gudang di Jalan Agung Timur Sunter, Jamarta Utara",Jakarta Utara,,,,1500 m²,1000 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),Di Jual Kavling Indokarya Sunter,Jakarta Utara,,,,2365 m²,
"Rp 12,5 Miliar",Rp 64 Jutaan (Tenor 20 Tahun),Rumah di Puri Jimbaran Ancol,Jakarta Utara,5,4,,600 m²,800 m²
"Rp 11,5 Miliar",Rp 59 Jutaan (Tenor 20 Tahun),"Di Jual Rumah Di Griya Inti Sentosa, Sunter",Jakarta Utara,5,4,,306 m²,841 m²
"Rp 6,8 Miliar",Rp 34 Jutaan (Tenor 20 Tahun),Rumah Taman Sunter Agung,Jakarta Utara,3,3,,250 m²,338 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Di Jual Cepat Unit Apartment Thamrin Executive Residence Full Furnished,Jakarta Pusat,2,1,,,77 m²
"Rp 6,5 Miliar Total",Rp 33 Jutaan (Tenor 20 Tahun),Dijual Ruko Di Bungur Kemayora,Jakarta Pusat,,3,,119 m²,300 m²
"Rp 6,9 Miliar Total",Rp 35 Jutaan (Tenor 20 Tahun),Di Jual Ruko di Royal Sunter,Jakarta Utara,,,,126 m²,475 m²
Rp 18 Miliar,Rp 92 Jutaan (Tenor 20 Tahun),Rumah Mewah Di Taman Kebon Jeruk Intercon,Jakarta Barat,5,3,,600 m²,800 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Dijual Rumah Minimalis Di Grand Orchard,Jakarta Utara,4,4,1,136 m²,300 m²
Rp 95 Juta /m²,Rp 490 Ribuan (Tenor 20 Tahun),Jual Kavling  di Jln kebon kacang raya,Jakarta Pusat,,,,544 m²,
"Rp 6,5 Miliar Total",Rp 33 Jutaan (Tenor 20 Tahun),Ruko di Jalan Raya Sunter,Jakarta Utara,,1,,149 m²,180 m²
Rp 13 Juta /m²,Rp 70 Ribuan (Tenor 20 Tahun),Dijual Pabrik Di Cibinong Bogor  10000m2,Bogor,,1,,23000 m²,10000 m²
"Rp 4,7 Miliar Total",Rp 24 Jutaan (Tenor 20 Tahun),"Ruko di Griya Inti Sentosa, Sunter",Jakarta Utara,,1,,100 m²,75 m²
Rp 650 Juta /m²,Rp 3 Jutaan (Tenor 20 Tahun),Tanah Kavling Siap Bangun Zona Pink Lokasi Strategis Nusa Dua,Badung,,,,300 m²,
"Rp 4,7 Miliar Total",Rp 24 Jutaan (Tenor 20 Tahun),"Ruko di Griya Inti Sentosa, Sunter",Jakarta Utara,,1,,100 m²,75 m²
Rp 650 Juta /m²,Rp 3 Jutaan (Tenor 20 Tahun),Tanah Kavling Siap Bangun Zona Pink Lokasi Strategis Nusa Dua,Badung,,,,300 m²,
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Dijual Rumah Elegan 2 Lt Dekat Mcd Cipayung Jak Tim,Jakarta Timur,3,3,2,109 m²,150 m²
"Rp 7,8 Miliar",Rp 40 Jutaan (Tenor 20 Tahun),Rumah mewah 2 lantai di Lengkong pusat kota Bandung dekat UNPAS,Bandung,4,4,2,311 m²,465 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Fifty Seven Promenade Tower City Middle Floor Coldwell Banker,Jakarta Pusat,1,1,,,43 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah villa bagus dekat lembang zoo,Bandung Barat,3,2,2,117 m²,170 m²
"Rp 5,5 Miliar Total",Rp 28 Jutaan (Tenor 20 Tahun),"Ruko/kantor 2 lantai, mainroad BKR. Full furnish",Bandung,,2,,165 m²,250 m²
"Rp 9,5 Miliar",Rp 48 Jutaan (Tenor 20 Tahun),Rumah villa cantik di dago pakar dengan kolam renang full furnish,Bandung,5,4,2,354 m²,300 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Hoek 2 Lantai Summarecon Bdg Dekat Taman Dan Club House,Bandung,2,2,1,163 m²,77 m²
"Rp 3,15 Miliar Total",Rp 16 Jutaan (Tenor 20 Tahun),"Tanah di Cijawura, Kiaracondong",Bandung,,,,485 m²,
"Rp 7,9 Miliar",Rp 40 Jutaan (Tenor 20 Tahun),"Rumah mewah 2 lantai, lokasi strategis di pusat kota Bandung",Bandung,4,4,2,320 m²,450 m²
"Rp 13,5 Miliar",Rp 69 Jutaan (Tenor 20 Tahun),District 8 Senopati Tower Infinity High Floor Coldwell Banker,Jakarta Selatan,3,2,,,179 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),Tanah Itr Pink Cocok Untuk Villa Dekat Pantai Dreamland Uluwatu,Badung,,,,900 m²,
"Rp 1,35 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),Tanah Kavling Hook Square Dekat Pintu Gerbang,Surabaya,,,,225 m²,
"Rp 1,3 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Di Graha Raya Dekat Publik Area Lokasi Strategis,Tangerang,3,2,2,72 m²,84 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Dijual Murah Rumah Baru 2lt Dkt Green Park Tol Jatiwarna  Bekasi,Bekasi,3,2,2,130 m²,98 m²
"Rp 1,29 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Rumah Baru 1thn Di Kodau Dekat Tol Jatiwarna Bekasi,Bekasi,3,2,1,125 m²,100 m²
"Rp 1,89 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Baru Dalam Komplek Galaxy 3 Lantai,Bekasi,4,3,,72 m²,140 m²
"Rp 3,45 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah Mewah Modern Di Legenda Wisata Cibubur,Jakarta Timur,4,3,3,210 m²,250 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Rumah Baru Modern Tropis 2lt Di Komp Al Duren Sawit Jak Tim,Jakarta Timur,4,4,2,134 m²,184 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Rumah Baru Modern Tropis 2lt Di Komp Al Duren Sawit Jak Tim,Jakarta Timur,4,4,2,134 m²,184 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Second Di Jati Bening Strategis Pinggir Jalan,Bekasi,4,2,1,109 m²,185 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah Classic Asri Dan Nyaman 1.5lt Dlm Perum Besar Jatiwaringin,Bekasi,4,4,4,425 m²,290 m²
"Rp 5,7 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Rumah Mewah Halaman Luas & Asri 100 Meter Ke Jl Raya Jatiwaringin,Bekasi,4,3,7,585 m²,365 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Dijual Rumah Secondary Luas Asri Terawat 2lt Jatiwaringin Bekasi,Bekasi,5,3,5,215 m²,200 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Baru 2 Lt Model Classic Dlm Perumahan Strategis Jatimakmur,Bekasi,4,2,1,90 m²,90 m²
Rp 245 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Dijual Cepat Apartemen Tamansari Mahogany Semi Furnish, Karawang Barat, Jawa Barat 030",Karawang,2,1,,,21 m²
"Rp 39,5 Miliar",Rp 203 Jutaan (Tenor 20 Tahun),"Price Drop ! Luxurious House di ALAM Sutra, 1000m, open space natural vibes",Tangerang,5,4,2,1000 m²,700 m²
"Rp 1,66 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),"Tanah Strategis di Kawasan Premium Dharmawangsa – Nusa Dua, Kuta Selatan - Siap Bangun",Badung,,,,207 m²,
Rp 25 Miliar Total,Rp 128 Jutaan (Tenor 20 Tahun),Tanah bonus Bangunan Hotel Cargo Permai Denpasar Bali,Denpasar,,,,1568 m²,
Rp 850 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah murah deket MCD bojong sari Depok,Depok,3,2,1,84 m²,90 m²
"Rp 8,5 Miliar Total",Rp 43 Jutaan (Tenor 20 Tahun),Dijual Gudang Barujln Raya Salembaran.kp. Melayu Timur.,Tangerang,,3,,964 m²,964 m²
"Rp 11,5 Miliar",Rp 59 Jutaan (Tenor 20 Tahun),Rumah Murah Di Pondok Indah 2 Lantai Bagus Siap Huni Lokasi Premium,Jakarta Selatan,4,5,2,252 m²,364 m²
"Rp 4,5 Miliar Total",Rp 23 Jutaan (Tenor 20 Tahun),"TANAH BONUS BANGUNAN MERTANADI KUTA BADUNG, BALI",Badung,,,,344 m²,
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Rumah murah tanah luas di villa cinere mas,Jakarta Selatan,7,3,1,620 m²,470 m²
Rp 2 Miliar Total,Rp 10 Jutaan (Tenor 20 Tahun),Ruko Golden Boulevard BSD 2.5 Lantai,Tangerang,,2,1,54 m²,162 m²
"Rp 1,75 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),DI JUAL CEPAT BU  RUMAH TAMAN PALEM LESTARI BEBAS BANJIR STRATEGIS,Jakarta Barat,3,2,1,90 m²,150 m²
Rp 225 Juta,Rp 1 Jutaan (Tenor 20 Tahun),3 Unit Apartemen Depok Dekat Kampus Ul Fully Furnish Beli 3 Ada Discount.,Depok,,1,,,24 m²
"Rp 13,8 Miliar Total",Rp 71 Jutaan (Tenor 20 Tahun),"Jual Cepat, Gedung Mini  Area Prime Kebayoran Baru",Jakarta Selatan,,8,20,142 m²,540 m²
Rp 28 Miliar Total,Rp 144 Jutaan (Tenor 20 Tahun),"Dijual SPBU Aktif Pondok Rajeg, Cibinong",Bogor,,,,2845 m²,478 m²
"Rp 13,8 Miliar Total",Rp 71 Jutaan (Tenor 20 Tahun),"Jual Cepat, Gedung Mini  Area Prime Kebayoran Baru",Jakarta Selatan,,8,20,142 m²,540 m²
Rp 28 Miliar Total,Rp 144 Jutaan (Tenor 20 Tahun),"Dijual SPBU Aktif Pondok Rajeg, Cibinong",Bogor,,,,2845 m²,478 m²
"Rp 3,45 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah Desain Modern Minimalist Di Setra Duta Bandung Utara,Bandung,4,3,2,129 m²,185 m²
"Rp 6,4 Miliar",Rp 32 Jutaan (Tenor 20 Tahun),Rumah Di Bsd Siap Huni 3 Lantai Seberang Mall Eastvara,Tangerang,4,4,2,144 m²,255 m²
Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Siap Huni Lokasi Strategis Di Medang Lestari Gading Serpong,Tangerang,2,1,1,60 m²,50 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Apartment 2 BR Semi Furnished Metro Garden Karang Tengah Tangerang,Tangerang,2,1,,,48 m²
Rp 775 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Townhouse Bagus Semi Furnished Permata Hijau Lippo Karawaci,Tangerang,2,2,,88 m²,121 m²
"Rp 3,1 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah Baru Siap Huni Metland Puri,Jakarta Barat,3,3,,105 m²,150 m²
Rp 20 Miliar Total,Rp 102 Jutaan (Tenor 20 Tahun),Office Building Cengkareng JakBar,Jakarta Barat,,9,,782 m²,490 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Taman Permata Lippo Karawaci,Tangerang,4,3,,160 m²,220 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Siap Huni Lokasi Strategis Cluster Impresahaus Tabebuya Bsd City,Tangerang,2,3,1,60 m²,88 m²
"Rp 6,1 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),Ruko Terbaru 3 Lantai Di Kelilingi Ribuan Unit Rumah Dan 2 Distrik Komersial,Tangerang,,3,,81 m²,145 m²
"Rp 4,3 Miliar Total",Rp 22 Jutaan (Tenor 20 Tahun),Dijual Cepat Ruko 3 lantai Lokasi Strategis di Citra garden,Jakarta Barat,,,,98 m²,294 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),"Dijual Rumah Kost Aktif dekat Universitas Ikopin, ITB, Unpad Jatinangor",Sumedang,8,8,1,163 m²,130 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Dijual Apartemen Mediterania Garden 2 Lantai Tinggi,Jakarta Barat,2,1,,,42 m²
"Rp 25,5 Miliar",Rp 131 Jutaan (Tenor 20 Tahun),Jual Cepat Rumah Murah Untuk Usaha Resto & Klinik,Jakarta Selatan,5,4,17,465 m²,500 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Baru Di Kota Baru Parahyangan Tatar Jayaprakasa 2 Lantai,Bandung,2,2,1,84 m²,80 m²
"Rp 2,85 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Dijual Villa Baru 2 Bedroom di Kawasan Villa Complex Nusa Dua Bali,Badung,2,2,1,150 m²,100 m²
"Rp 4,75 Miliar",Rp 24 Jutaan (Tenor 20 Tahun),"Rumah Megah, Bagus dan Strategis, Pantai Mentari, Surabaya",Surabaya,4,3,1,255 m²,534 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Rumah Baru Gress Ciamik, Selangkah dari Merr, Baruk, Rungkut SBY",Surabaya,4,3,2,120 m²,180 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"Rumah Baru Gress Ciamik, Selangkah dari Merr, Baruk, Rungkut SBY",Surabaya,4,3,2,120 m²,180 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah Gress 2 LT minimalis kontemporer, Wisma Permai, Surabaya",Surabaya,4,3,2,135 m²,190 m²
Rp 970 Juta,Rp 5 Jutaan (Tenor 20 Tahun),Sedang Di Bangun Dan Di Pasarkan Rumah Dua Lantai Mewah Di Vila Indah Permai Bekasi Utara,Bekasi,4,3,2,90 m²,180 m²
"Rp 58,5 Miliar Total",Rp 300 Jutaan (Tenor 20 Tahun),Di Jual Cepat Tanah Kavling,Tangerang Selatan,,,,3900 m²,
"Rp 2,39 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),"Rumah Baru Minimalis Modern di Budi Indah, Bandung Utara",Bandung,4,2,1,214 m²,122 m²
"Rp 1,3 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Rumah Modern Margahayu Raya Kota Bandung,Bandung,3,2,1,80 m²,160 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Baru Minimalis 2 Lantai Di Setiabudhi Regensi Bandung Utara,Bandung,3,3,2,128 m²,140 m²
Rp 26 Miliar Total,Rp 133 Jutaan (Tenor 20 Tahun),Jual Cepat Gedung  Untuk Kantor Dan Usaha Area Lenteng Agung Raya Jakarta Selatan,Jakarta Selatan,,20,10,1200 m²,1250 m²
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Murah 2 Lt Full Di Bumi Serpong Mas Tanggerang Banten,Tangerang Selatan,3,2,1,120 m²,120 m²
"Rp 1,3 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Rumah 2 Lantai Dalam Cluster Di Antapani Dekat Jl. A.h Nasution,Bandung,4,3,2,90 m²,115 m²
"Rp 3,25 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah Baru 2 Lantai Di Pondok Hijau Bandung Utara Strategis Shm,Bandung,3,3,2,182 m²,235 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Murah American Classic Di Mega Cinere Ready,Depok,4,4,2,80 m²,200 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Di Apit 3 Tol Villa Meruya Jakarta Barat,Jakarta Barat,3,3,2,60 m²,120 m²
"Rp 4,4 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Rumah Hitung Tanah Darmo Baru Dekat HR Muhammad Surabaya Barat,Surabaya,3,2,4,465 m²,210 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),VILLA 3 LANTAI ADA ROOFTOP VIEW SAWAH DAN GUNUNG DEKAT UBUD,Gianyar,3,3,1,200 m²,183 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Modern 2 Lantai Dekat Citraland dan 100m dari Jalan Utama,Denpasar,3,2,1,100 m²,75 m²
"Rp 1,77 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Siap Huni di Nuansa Timur Jimbaran,Badung,3,2,1,100 m²,110 m²
"Rp 2,18 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Mewah 2 Lantai Siap Huni Dekat Ke Sanur Dan Living World,Denpasar,3,3,1,100 m²,100 m²
"Rp 1,37 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Villa Baru Mediteranean One Gate Sistem Dekat Kempinski Jimbaran,Badung,2,2,1,105 m²,95 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Villa Siap Huni 2 Lantai Fully Furnish Dekat Pantai Batubolong,Badung,3,4,1,120 m²,126 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Modern Siap Huni One Gate System Dekat Kertalangu Dan Sanur,Denpasar,3,3,1,100 m²,100 m²
"Rp 1,55 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Modern 2 Lantai One Gate Sistem Dekat Kampus Unud Jimbaran,Badung,3,3,1,100 m²,100 m²
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Baru Lantai 2 Siap Huni Di Gatsu Timur Dekat Kertalangu,Denpasar,3,3,1,100 m²,130 m²
Rp 575 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Siap Huni Dekat Ke Tabanan Kota Dan Canggu,Tabanan,3,2,1,60 m²,70 m²
Rp 124 Miliar,Rp 637 Jutaan (Tenor 20 Tahun),Rumah Minimalis 2 Lantai Dekat Jalan Imambonjol Dan Monang Maning,Denpasar,3,2,1,60 m²,70 m²
"Rp 2,39 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Villa Modern 2 Lantai Dekat Ke Pantai Pererenan Canggu,Badung,2,2,1,106 m²,-80 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Villa Fully Furnish dengan Kamar Besar, Privat Parkir di Jimbaran",Badung,2,2,2,220 m²,200 m²
"Rp 4,17 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Rumah Mansion Mewah Lantai 2 Dekat ke Pantai dan Pelabuhan Sanur,Denpasar,3,3,2,210 m²,215 m²
"Rp 5,7 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Ready Unit 2 Bedrooms Villa With River And Jungle View In Ubud,Gianyar,2,2,,199 m²,224 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Dijual Rumah 80% Progress Siap Huni Di Dekat Gatot Subroto Barat,Denpasar,3,3,1,100 m²,100 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),"Villa Modern 2 Lantai Dekat ke Jalan Raya, GWK dan Pantai Melasti",Badung,3,3,1,131 m²,126 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Villa 2 Lantai Semi Furnished Dekat Ke Seminyak Dan Trans Studio,Badung,2,2,1,100 m²,100 m²
"Rp 1,92 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Lokasi Strategis Dekat Sekolah Pasar Di Sesetan,Denpasar,3,3,1,80 m²,136 m²
Rp 26 Juta /m²,Rp 140 Ribuan (Tenor 20 Tahun),"Tanah Beachfront View di Pantai Jerman, Kuta",Badung,,,,2000 m²,
"Rp 3,23 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Villa One Gate System Fully Furnished Sea And Gwk View In Nusadua,Badung,2,3,1,120 m²,119 m²
"Rp 3,67 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Villa Mediteranean 2 Lantai Dekat Jumeirah Dan Alila Jimbaran,Badung,2,2,1,165 m²,138 m²
"Rp 3,76 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Villa Fully Furnish Sea Dan Gwk View Ada Rooftop Di Nusadua,Badung,3,4,1,120 m²,159 m²
"Rp 1,31 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Minimalis Modern 2 Lantai One Gate System Di Mahendradata,Denpasar,2,3,1,84 m²,88 m²
"Rp 2,25 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Villa Tropical Balinese Style Di Nusadua,Badung,2,3,1,111 m²,110 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Villa Sudah Progress 90% Jadi Fully Furnish Di Ungasan Jimbaran,Badung,3,3,1,120 m²,145 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Villa Sudah Progress 90% Jadi Fully Furnish Di Ungasan Jimbaran,Badung,3,3,1,120 m²,145 m²
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Baru 2 Lantai SHM Dekat ke Mahendradata dan Monang Maning,Denpasar,3,2,1,63 m²,85 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Villa 3 Kamar Siap Huni Fully Furnish Di Jimbaran Bawah,Badung,3,4,1,150 m²,210 m²
"Rp 13,8 Miliar",Rp 71 Jutaan (Tenor 20 Tahun),"Rumah DIJUAL di PURI KENCANA
Jakarta Barat Butuh Renovasi",Jakarta Barat,4,4,2,360 m²,550 m²
"Rp 4,2 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),"Tanah Sleman Jogja Tepi Jalan, SHM Ready Siap Bangun",Sleman,,,,198 m²,
Rp 170 Miliar Total,Rp 874 Jutaan (Tenor 20 Tahun),Tanah Tebing 1 Ha View Samudra Hindia di Kutuh Kuta Selatan,Badung,,,,100000000 m²,
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Bagus Darmo Permai 1 Lantai Siap Huni Surabaya Barat,Surabaya,3,2,2,200 m²,150 m²
"Rp 4,2 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),"Tanah Pekarangan Sleman, Dekat Kampus Upn Jogja",Yogyakarta,,,,160 m²,
"Rp 1,26 Miliar /are",Rp 6 Jutaan (Tenor 20 Tahun),For Sale Land 13.5 Are Freehold at Pererenan Canggu,Badung,,,,1350 m²,
"Rp 13,7 Miliar",Rp 70 Jutaan (Tenor 20 Tahun),Dijual Rumah Hoek Blok Elite Puri Indah Blok K,Jakarta Barat,4,3,2,274 m²,400 m²
"Rp 4,2 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),"Jual Tanah Jogja Dekat Kampus Upn, Uii, Amikom",Sleman,,,,150 m²,
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah fully furnish di Jln cilandak KKO jakarta selatan,Jakarta Selatan,3,3,2,99 m²,120 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Apartemen Royal Mediterania Garden Residence,Jakarta Barat,3,3,,,85 m²
Rp 5 Miliar Total,Rp 25 Jutaan (Tenor 20 Tahun),Ruko 4 Lt di Jalan Besar Dan Ramai di Cengkareng Sebrang Ot,Jakarta Barat,,4,,52 m²,208 m²
"Rp 5,5 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),"Tanah Dalam Ringroad Jogja, Hanya 8 Menit ke Malioboro",Yogyakarta,,,,120 m²,
"Rp 8,5 Miliar",Rp 43 Jutaan (Tenor 20 Tahun),Rumah Mewah Di Pondok Indah Jaksel,Jakarta Selatan,4,4,2,128 m²,330 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Leasehold Beautiful Villa 2 Bedrooms Oberoi Seminyak,Badung,2,2,1,96 m²,109 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Brand New Di Sunrise Garden Harga Dibawah 3m,Jakarta Barat,4,3,2,131 m²,270 m²
Rp 18 Miliar,Rp 92 Jutaan (Tenor 20 Tahun),Rumah Intercon Mewah Dan Bagus Siap Huni,Jakarta Barat,4,4,2,600 m²,450 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Dijual Kondominium Taman Anggrek,Jakarta Barat,2,2,,,88 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Dijual Kondominium Taman Anggrek,Jakarta Barat,2,2,,,88 m²
Rp 649 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Termurah Apartemen 2BR Pares Parahyangan Residences Ciumbuleuit UNPAR Bandung Kota,Bandung,2,1,,,43 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),For Sale Town House Nyaman di Cluster Green Nature Cinere,Depok,4,2,1,84 m²,125 m²
Rp 470 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Tanah Murah Dalam Ringroad Jogja, 10 menit Malioboro",Sleman,,,,100 m²,
"Rp 28,1 Miliar Total",Rp 144 Jutaan (Tenor 20 Tahun),Dijual Cepat Lahan Lokasi Strategis Dekat Gedung Sumatera Di Batam Center,Batam,,,,12516 m²,
"Rp 3,65 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Mewah 3 Lantai Dekat Ragunan Jakarta Selatan,Jakarta Selatan,5,5,2,108 m²,250 m²
Rp 270 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Dijual Apartement Siap Huni 2BR Meikarta, Cikarang Selatan, Bekasi, 030",Bekasi,2,1,,,55 m²
"Rp 4,5 Juta Total",Rp 30 Ribuan (Tenor 20 Tahun),Tanah bagus murah strategis di gedangan solo baru,Solo,,,,1695 m²,
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Rumah mewah konsep modern minimalis di cluster elite solo baru,Solo,5,5,3,352 m²,400 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Minimalis 2 Lantai Di Perumahan Dekat Solo Baru,Solo,4,2,1,180 m²,281 m²
"Rp 7,8 Miliar",Rp 40 Jutaan (Tenor 20 Tahun),Rumah Siap Pakai Lokasi Elite Sektor 1 Solo Baru,Solo,3,4,2,390 m²,400 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Ruko Dengan Interior Terbaik Di Pusat Pertokoan Solo Baru,Solo,,,,118 m²,200 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Bagus Cluster Elite Di Solo Baru Dekat Dr.oen Solo Baru,Solo,4,3,1,221 m²,240 m²
Rp 1 Miliar Total,Rp 5 Jutaan (Tenor 20 Tahun),Tanah Murah Strategis Dekat Jalan Ir soekarno Solo Baru,Solo,,,,200 m²,
Rp 490 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Baru Murah Siap Pakai Dekat Solo Baru,Solo,2,1,1,80 m²,45 m²
