price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Posisi Hook Di Pandanaran Hills 14 Menit Ke Undip,Semarang,5,4,2,273 m²,324 m²
"Rp 8,5 Miliar",Rp 43 Jutaan (Tenor 20 Tahun),The Pakubuwono Spring 2 BR Furnished Bagus Pool View,Jakarta Selatan,2,2,,,170 m²
"Rp 10,5 Miliar Total",Rp 54 Jutaan (Tenor 20 Tahun),Fairwinds Super Prestigious Residential With Spectacular Pandawa Cliff Front Top View In Nusa Dua,Badung,,,,503 m²,
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Dijual rumah semi furnish di cluster baroni gading serpong,Tangerang,3,2,1,60 m²,69 m²
"Rp 2,35 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Griya Dadap 2Lt 11x14 154m2 3+1KT SHM Semi Furnish Bisa KPR,Jakarta Utara,3,3,,154 m²,240 m²
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Jual Rumah Baru di BSD Seberang AEON Eastvara Mall dengan Solar Panel,Tangerang,3,3,1,66 m²,95 m²
Rp 435 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Di Jual Cepat Rumah Baru di Samanea Hill Parung Panjang,Bogor,2,1,1,72 m²,36 m²
Rp 22 Juta /m²,Rp 120 Ribuan (Tenor 20 Tahun),DIJUAL CEPAT Kavling Sonata Lagon (Golf Island PIK),Jakarta Utara,,,,250 m²,
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Posisi Hook Di Pandanaran Hills 14 Menit Ke Undip,Semarang,5,4,2,273 m²,324 m²
"Rp 8,5 Miliar",Rp 43 Jutaan (Tenor 20 Tahun),The Pakubuwono Spring 2 BR Furnished Bagus Pool View,Jakarta Selatan,2,2,,,170 m²
"Rp 10,5 Miliar Total",Rp 54 Jutaan (Tenor 20 Tahun),Fairwinds Super Prestigious Residential With Spectacular Pandawa Cliff Front Top View In Nusa Dua,Badung,,,,503 m²,
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Dijual rumah semi furnish di cluster baroni gading serpong,Tangerang,3,2,1,60 m²,69 m²
"Rp 2,35 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Griya Dadap 2Lt 11x14 154m2 3+1KT SHM Semi Furnish Bisa KPR,Jakarta Utara,3,3,,154 m²,240 m²
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Jual Rumah Baru di BSD Seberang AEON Eastvara Mall dengan Solar Panel,Tangerang,3,3,1,66 m²,95 m²
Rp 435 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Di Jual Cepat Rumah Baru di Samanea Hill Parung Panjang,Bogor,2,1,1,72 m²,36 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Di Jual Murah di Grand Bintaro Garden Residence Tangerang,Tangerang Selatan,4,2,1,272 m²,216 m²
"Rp 1,75 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Di jual rumah 2 lantai di cluster havana modernland Tangerang,Tangerang,3,2,1,115 m²,185 m²
"Rp 8,5 Miliar",Rp 43 Jutaan (Tenor 20 Tahun),"Murah Jual Cepat Tanah Beserta Rumah Petak/Kontrakan 14 Pintu (full) Lt 830 m² Lb 300 m² Rp 8,5 M Di Jatipadang, Pasar Minggu",Jakarta Selatan,14,14,3,830 m²,300 m²
Rp 400 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Tanah Villa/Homestay Jalan Kaliurang km 14 Dekat UII Jogja,Sleman,,,,125 m²,
Rp 460 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Tanah Jambon Trihanggo dekat Exit toll Mlati Sleman tepi aspal,Yogyakarta,,,,98 m²,
Rp 389 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),"Tanah Borobudur COCOK BANGUN VILLA,SHM P 200 jutaan",Magelang,,,,177 m²,
Rp 699 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),Tanah Kost Dalam Ringroad SHM P: Akad Notaris,Yogyakarta,,,,141 m²,
"Rp 7,2 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),"Dijual Rumah Amnerican Class di Sutera Cemara, Alam Sutera",Tangerang,4,4,1,240 m²,330 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Lokasi Terbaik Selangkah Ke Jalan Utama Rumah Siap Huni 2 Lantai,Jakarta Selatan,7,5,2,142 m²,210 m²
"Rp 4,25 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Cuan Cuan Cuaan Rumah 9.8x20 Strategis Dan Bebas Banjir Jelambar Dekat Daan Mogot Jakarta Barat,Jakarta Barat,4,4,2,196 m²,441 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),Kost Baru 36 Kamar Sudah Running Lokasi Bagus Tanjung Duren Jakarta Barat,Jakarta Barat,36,36,,135 m²,459 m²
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Dijual Rumah Wisteria Type A Non Attic Sky Balcony Ppjb Siap Ajb,Jakarta Timur,3,2,1,84 m²,79 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Bagus Luas Nyaman Siap Huni Taman Ubud Lippo Karawaci,Tangerang,6,3,2,180 m²,320 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),For Sale Rumah 2 Lantai Lokasi Strategis Dalam Cluster Exlusif Bogor Jabar,Bogor,4,3,2,98 m²,99 m²
"Rp 2,85 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),For Sale Rumah 3 Lantai Design Minimalis  Dan Kavling Dalam Cluster Condet Kramat Jati Jaktim,Jakarta Timur,4,3,2,101 m²,150 m²
Rp 6 Miliar,Rp 30 Jutaan (Tenor 20 Tahun),"Dijual Cepat Kost Terisi Full Harga Rp.6 M Nego Investasi Menguntungkan Harga Murah Investasi Menguntungkan Bangunan Baru Jarang Ada...kost Di Grogol Yg Dekat Kampus Dan Kantor* *dekat Dgn 2 Kampus (untar, Trisaksi) Dan 4 Mall Grogol Petamburan Tanjung Du",Jakarta Barat,21,21,1,81 m²,330 m²
"Rp 38,9 Miliar",Rp 200 Jutaan (Tenor 20 Tahun),For Sale Dijual Cepat Rumah Zona Komersial Bisa Ruang Usaha Kantor Hotel Gedung Multi Fungsi Kost Kostan Rumah Makan Lokasi Pinggir Jalan Antasari Raya Harga Murah Nego Dekat Tol Dan Kemang Dan Cipete Area Strategis Kemang Cipete Jakarta Selatan,Jakarta Selatan,5,4,10,1084 m²,800 m²
Rp 16 Miliar Total,Rp 82 Jutaan (Tenor 20 Tahun),Dijual Cepat Tanah Cantik Siap Bangun Area Perkantoran Dan Bisnis Lebar Jalan Bisa Bangun 7LANTAI Dekat Mega Kuningan Harga Nego SHM Area Dekat Mega Kuningan Karet Semanggi Kuningan Setia Budi Kuningan Jakarta Selatan,Jakarta Selatan,,,,351 m²,
"Rp 25,9 Miliar",Rp 133 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Mewah Paling Murah Dekat Senayan Dan Pakubuwono Dan Dekat Senopati Good Location Harga Nego Dekat Senayan City Area Senopati Kebayoran Baru,Jakarta Selatan,5,4,8,331 m²,500 m²
"Rp 2,09 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Cantik Murah Design Elegan Dalam Cluster  Kp Tengah  Kramatjati Jaktim,Jakarta Timur,3,3,,84 m²,110 m²
Rp 23 Miliar,Rp 118 Jutaan (Tenor 20 Tahun),DIJUAL CEPAT RUMAH HARGA DIBAWAH NJOP BISA BANGUN 7 LANTAI DAN MULTIFUNGSI BISA KOST KOSTAN ATAU KANTOR ATAU TEMPAT TINGGAL ATAU CAFE ATAU RUANG USAHA ATAU KLINIK ATAU RUMAH SAKIT ATAU MULTIFUNSI AREA SALEMBA JAKARTA PUSAT,Jakarta Pusat,5,5,5,826 m²,650 m²
"Rp 8,95 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),Rumah Baru Taman Permata Buana Desain Minimalis LT 144m2,Jakarta Barat,4,4,1,144 m²,360 m²
"Rp 34,9 Miliar",Rp 179 Jutaan (Tenor 20 Tahun),"For Sale Dijual Cepat Rumah Cantik Asri Single House Private Pool Harga Murah Rp.34,9 M nego sampai deal Lokasi Tenang Dan Strategis Dekat Sekolah Dan Perkantoran Taman Luas Siap Huni Harga Murah Area Kemang Ampera Jakarta Selatan",Jakarta Selatan,5,3,10,1600 m²,700 m²
Rp 29 Miliar,Rp 149 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Cantik Asri Siap Huni Dekat Sekolah Internasional Dan Perbelanjaan Dan Perkantoran Lokasi Nyaman Strategis Area Pejaten Barat Kemang Jakarta Selatan,Jakarta Selatan,5,4,7,1230 m²,650 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),For Sale Rumah 2 Lantai B.u Dalam Komplek Exlusif Bogor,Bogor,4,3,2,99 m²,84 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),"Jual Cepat, 3 Lt, Harga Kompetitif Dan Terjangkau Di Bintaro",Tangerang Selatan,4,4,2,180 m²,420 m²
"Rp 2,55 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),"Ruko Bagus HGB Taman Modern, Jakarta Timur",Jakarta Timur,,3,,175 m²,175 m²
"Rp 2,15 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Tropis Modern Komplek Cinere Paling Digemari,Depok,4,3,2,144 m²,200 m²
Rp 180 Juta,Rp 930 Ribuan (Tenor 20 Tahun),"Apartemen Osaka Riverside PIK 2, Type Studio, Furnished, Fasilitas Club House, Kolam Renang, Gym, Shuttle Bus, Minimarket",Jakarta Utara,1,1,,,14 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),"Rumah 1 Lantai,dekat Pasar Lama. Dekat Stasiun Kereta Api Tangerang.",Tangerang,2,2,1,188 m²,106 m²
Rp 60 Miliar Total,Rp 308 Jutaan (Tenor 20 Tahun),Dijual Cepat Gedung Baru Harga Murah Siap Huni Lokasi Strategis Dekat Perkantoran Dan Pejaten Dan Kemang Lokasi Pinggir Jalan Raya Mampang Prapatan Jakarta Selatan,Jakarta Selatan,,6,13,710 m²,2069 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Aldiva Town House Bekasi Timur Deket Stasiun Lrt Jatimulya SHM,Bekasi,3,2,,138 m²,140 m²
"Rp 34,9 Miliar",Rp 179 Jutaan (Tenor 20 Tahun),"For Sale Dijual Cepat Rumah Cantik Asri Single House Private Pool Harga Murah Rp.34,9 M nego sampai deal Lokasi Tenang Dan Strategis Dekat Sekolah Dan Perkantoran Taman Luas Siap Huni Harga Murah Area Kemang Ampera Jakarta Selatan",Jakarta Selatan,5,3,10,1600 m²,700 m²
Rp 29 Miliar,Rp 149 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Cantik Asri Siap Huni Dekat Sekolah Internasional Dan Perbelanjaan Dan Perkantoran Lokasi Nyaman Strategis Area Pejaten Barat Kemang Jakarta Selatan,Jakarta Selatan,5,4,7,1230 m²,650 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),For Sale Rumah 2 Lantai B.u Dalam Komplek Exlusif Bogor,Bogor,4,3,2,99 m²,84 m²
"Rp 2,55 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),"Ruko Bagus HGB Taman Modern, Jakarta Timur",Jakarta Timur,,3,,175 m²,175 m²
Rp 180 Juta,Rp 930 Ribuan (Tenor 20 Tahun),"Apartemen Osaka Riverside PIK 2, Type Studio, Furnished, Fasilitas Club House, Kolam Renang, Gym, Shuttle Bus, Minimarket",Jakarta Utara,1,1,,,14 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),"Rumah 1 Lantai,dekat Pasar Lama. Dekat Stasiun Kereta Api Tangerang.",Tangerang,2,2,1,188 m²,106 m²
Rp 60 Miliar Total,Rp 308 Jutaan (Tenor 20 Tahun),Dijual Cepat Gedung Baru Harga Murah Siap Huni Lokasi Strategis Dekat Perkantoran Dan Pejaten Dan Kemang Lokasi Pinggir Jalan Raya Mampang Prapatan Jakarta Selatan,Jakarta Selatan,,6,13,710 m²,2069 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Aldiva Town House Bekasi Timur Deket Stasiun Lrt Jatimulya SHM,Bekasi,3,2,,138 m²,140 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Baru Pondok Mutiara Sidoarjo Kota Turun Harga Bisa Nego,Sidoarjo,3,3,2,160 m²,260 m²
"Rp 1,23 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Strategya.2.lantai.mewah.di.palebon.majapahit Pedurungan..semarang.dekat.tol.gayamsari.,Semarang,3,2,2,80 m²,89 m²
"Rp 16,9 Miliar Total",Rp 86 Jutaan (Tenor 20 Tahun),Dijual Cepat Tanah Komersial Lokasi Pinggir Jalan Raya Bisa Buat Cafe Restoran Gedung Kantor atau Ruang Usaha Atau Lainnya Kost Kostan Alfamidi Atau Indomaret Atau Kost Kostan Atau Kantor Atau Gedung Harga Murah Luas Tanah 865 Meter Harga Rp.16 M an Lokas,Jakarta Timur,,,,865 m²,
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Siap Huni Di Rungkut Asri Tengah, Surabaya",Surabaya,3,4,1,100 m²,130 m²
Rp 925 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Condotel La Grande Best Western Premier Di Best Western Premier La Grande Hotel Bandung, Jl. Merdeka No.25-29, Babakan Ciamis, Sumur Bandung, Kota Bandung, Jawa Barat, Indonesia, 40117, Sumurbandung",Bandung,1,1,1,30 m²,30 m²
Rp 765 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Butuh Uang Di Duta Bintaro Tangerang,Tangerang,2,1,1,78 m²,40 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),"Dijual Kos-Kosan Strategis di Nusa Dua, 26 Kamar, Sangat Dekat Dengan Hilton & Kempinski – Investasi Menguntungkan",Badung,26,26,1,750 m²,455 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),"Tanah mainroad Sukahaji, Sutami. Lebar 17 m.",Bandung,,,,546 m²,
"Rp 4,85 Miliar Total",Rp 24 Jutaan (Tenor 20 Tahun),"Ruang Perkantoran Dijual Rugi , Murahhh Banget!!",Jakarta Selatan,,1,,264 m²,264 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah Bagus Di Greenwich Sudah Direnovasi,Tangerang,4,3,1,160 m²,70 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),For Sale Rumah Lama Hitung Tanah Lokasi Strategis,Jakarta Selatan,3,1,1,105 m²,75 m²
"Rp 1,27 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Furnished Akses Strategis Dekat Pintu Tol Desari,Jakarta Selatan,3,3,2,90 m²,135 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dijual Rumah Pancoran Mas Furnished 3 Menit Ke Pintu Tol Desari,Depok,2,1,1,60 m²,55 m²
Rp 45 Miliar Total,Rp 231 Jutaan (Tenor 20 Tahun),"Dijual Bawah Njop Di Pondok Kelapa, Ijin Komersil, Pinggir Jalan Raya Dekat Kalimalang Raya Luas 9000m2 Rp 5jt/m2. Bagus Untuk Town House, Gudang, Usaha",Jakarta Timur,,,,9000 m²,
"Rp 8,3 Miliar",Rp 42 Jutaan (Tenor 20 Tahun),Dijual Pergudangan Niaga Terpadu Tangerang Luas 456m2 Hgb,Tangerang,,3,,456 m²,500 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),JUAL APARTEMENT SPRINGHILL TERRACE  BAGUS & SIAP HUNI FULL FURNISHED  JAKARTA UTARA,Jakarta Utara,3,2,,,99 m²
"Rp 21,5 Juta",Rp 120 Ribuan (Tenor 20 Tahun),Kavling Pik2 Pantai Bukit Villa 360m2 [12x30],Jakarta Utara,,,,450 m²,
"Rp 6,39 Miliar",Rp 32 Jutaan (Tenor 20 Tahun),"Ana* Rumah Mewah 2lt Luas 12x18m Full Furnish, Ngantong Hoki, Di Duri Kepa, Kebon Jeruk - * Good-deal!!*",Jakarta Barat,6,4,3,218 m²,338 m²
"Rp 1,68 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Ana* Rumah Baru Renov 2lt Luas 4.5x13m Harga 1m-an Lokasi Nyaman Di Tanjung Duren - * Good-deal!!*,Jakarta Barat,3,2,1,58 m²,78 m²
"Rp 6,8 Miliar",Rp 34 Jutaan (Tenor 20 Tahun),Rumah Hoek Di Obral Murah Lt 335mtr Puri Indah Jln Kembangan Elok Jakarta Barat Shm,Jakarta Barat,7,4,2,335 m²,400 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Second Terawat Dekat Stasiun Lenteng Agung,Jakarta Selatan,3,3,3,124 m²,240 m²
Rp 13 Miliar,Rp 66 Jutaan (Tenor 20 Tahun),Gudang Murah Kapuk Multiguna,Jakarta Utara,,,,803 m²,510 m²
Rp 23 Juta /m²,Rp 120 Ribuan (Tenor 20 Tahun),"Kavling Pluit 11x20 Dekat Mall Pluit Village, Baywalk Dan Pik",Jakarta Utara,,,,220 m²,
"Rp 9,3 Miliar",Rp 47 Jutaan (Tenor 20 Tahun),"Rumah Strategis Area Pluit Nego Sampai Deal, Security 24jam",Jakarta Utara,5,5,1,312 m²,456 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"Apartemen City Resort 2 Kamar Tidur, FREE parkir mobil dan motor",Jakarta Barat,2,2,,,55 m²
Rp 20 Miliar,Rp 102 Jutaan (Tenor 20 Tahun),Rumah Mewah Daerah Dago Bandung,Bandung,5,3,5,2259 m²,676 m²
Rp 4 Miliar,Rp 20 Jutaan (Tenor 20 Tahun),Rumah Tropical Luas Tanah 200 An Kondisi Bagus Lokasi Nyaman,Tangerang Selatan,4,4,2,221 m²,230 m²
"Rp 7,2 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),Rumah 1 Lantai Hunian Nyaman Dekat Mrt Cipete Lokasi Strategis,Jakarta Selatan,6,6,1,339 m²,280 m²
Rp 745 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Mewah Limasan Modern Dengan Tata Ruang Nyaman Dalam Perumahan Dijalan Kaliurang Km 13 Ngemplak Sleman,Sleman,3,2,2,123 m²,90 m²
Rp 17 Miliar,Rp 87 Jutaan (Tenor 20 Tahun),Banting Harga! Hotel 38 Kamar Full Furnished Include Managemen Nya Tinggal Melanjutkan Saja Di Dekat Kampus Umy Terpadu Dekat Ke Pusat Kota Jogja,Bantul,38,,,1119 m²,1200 m²
Rp 765 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dijual Cepat Bu Rumah Di Cileungsi Rumah Shm,Bogor,2,3,1,105 m²,89 m²
"Rp 2,65 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Murah Modern Classic Area Strategis Dekat Tb.simatupang,Jakarta Selatan,3,3,2,96 m²,160 m²
"Rp 1,37 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Murah 2 Lantai Rooftop Fasum Kolam Renang.taman Bermain Anak Lokasi Terdepan Di Jakarta Selatan,Jakarta Selatan,3,3,1,51 m²,100 m²
Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Baru Fresh Coklat Manis Minimalis Harga Super Ekonomis Di Barat Cebongan Margomulyo Sayegan Sleman,Sleman,3,2,2,113 m²,50 m²
Rp 725 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Termurah! Apt Puri Orchard 2 Br Hoek Tower Og Bagus,Jakarta Barat,2,1,,,50 m²
"Rp 6,2 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),"SUPER MURAH. Kebayoran View, Bintaro Jaya. LT:285 Harga Cuma 6,2M",Tangerang Selatan,5,4,1,285 m²,221 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Murah di Tatar Punwangi KBP,Bandung,3,2,1,120 m²,95 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),Tanah Kavling 280m Di Metland Puri Lokasi Strategis dan Nyaman,Jakarta Barat,,,,283 m²,
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),Rumah Mewah Furnish Golf Island Cluster Harmony 10x15,Jakarta Utara,3,3,2,150 m²,220 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Di Tomang 2.5 Lantai 10x17 Shm Tenggara,Jakarta Barat,3,2,1,170 m²,245 m²
"Rp 2,6 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),"VILLA 2KT TEPI PANTAI DI KETEWEL, SANGAT COCOK UNTUK INVESTASI Bpf1504",Gianyar,2,2,,158 m²,90 m²
"Rp 6,6 Miliar Total",Rp 33 Jutaan (Tenor 20 Tahun),Ruko 6 X 16 m2 hadap jalan raya Boulevard Summarecon Serpong,Tangerang,,3,,96 m²,309 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah 2 M Carport 2mobil Taman Ratu Jakarta Barat,Jakarta Barat,,,,102 m²,90 m²
"Rp 9,5 Juta /m²",Rp 50 Ribuan (Tenor 20 Tahun),Best Price Cluster Gate Kavling Metro Permata 1 Karang Tengah Banten Luas 324m2,Tangerang,,,,324 m²,
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"RUMAH IMPIANMU DI Parung, Bogor",Bogor,2,2,1,60 m²,58 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Di Tangerang Selatan Dengan Konsep Tropical Bali,Tangerang Selatan,3,3,2,72 m²,120 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah Modern Kontemporer di Seminyak lokasi strategis Bpf1496,Badung,2,3,1,120 m²,150 m²
Rp 120 Juta,Rp 620 Ribuan (Tenor 20 Tahun),Dijual Rumah Green Park Blok L No.16 - Via Cessie,Tangerang Selatan,,,,72 m²,35 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Mewah 2lantai Siap Huni Deket Tol Kukusan/rs Graha Permata,Depok,3,2,2,64 m²,75 m²
"Rp 16,5 Miliar Total",Rp 84 Jutaan (Tenor 20 Tahun),Ruko di Jalan Batu Jajar,Jakarta Pusat,,4,,246 m²,523 m²
Rp 32 Juta /m²,Rp 170 Ribuan (Tenor 20 Tahun),Jual Kavling Di Panjaitan 1945m2 Jakarta Timur,Jakarta Timur,,,,1945 m²,
"Rp 6,8 Juta /m²",Rp 40 Ribuan (Tenor 20 Tahun),Dijual Kavling Di Marunda Center 1800m2,Jakarta Utara,,,,1800 m²,
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Jual Cepat Rumah Second 200m2 Dekat Pintu Toll Jorr Jatiasih,Bekasi,4,2,2,215 m²,200 m²
Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Masih Bisa Nego!!! Dijual Rumah Di Komp. Cipageran Asri! Harga Oke Dan Open Nego!.,Cimahi,2,1,1,100 m²,80 m²
"Rp 17,4 Miliar /m²",Rp 89 Jutaan (Tenor 20 Tahun),TANAH KAVLING DALAM KOMPLEKS SIAP BANGUN DI CILEDUK TANGERANG,Tangerang,,,,3500 m²,
"Rp 3,89 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Dijual Rumah Beserta Kolam Renang Bisa Buat Usaha Di Peta Lingkar Selatan Dekat Mall Fcl Rs Imanuel Bagus Shm Strategis,Bandung,1,1,1,300 m²,150 m²
"Rp 16,5 Miliar",Rp 84 Jutaan (Tenor 20 Tahun),Dijual Rumah Hook Kokoh Dalam Komplek Besar Di Rawa Mangun Jaktim,Jakarta Timur,5,4,3,886 m²,600 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Termurah Rumah Lama Hitung Tanah Di Kompleks Perdagangan,Jakarta Selatan,4,2,,255 m²,240 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Booking 10 Jt All In Dekat Kota Wisata Akses Lebar Sudah Shm,Jakarta Timur,2,1,1,76 m²,53 m²
Rp 500 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Hanya 1 Juta Free Semua Biaya Sudah Shm Akses Strategis Dekat Kota Wisata,Bogor,2,1,1,60 m²,48 m²
