price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
"Rp 4,6 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),"Jual Rumah Dalam Komplek Perumahan Di Podomoro Park Bandung - Cluster Anapuri , Buah Batu",Bandung,3,3,2,262 m²,168 m²
"Rp 9,45 Miliar",Rp 48 Jutaan (Tenor 20 Tahun),Kavling Murah Pantai Bukit Villa Badan 450m,Jakarta Utara,,,,450 m²,
"Rp 2,85 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Bagus Hadap Utara di Puri Botanical, Jakarta Barat",Jakarta Barat,3,2,1,108 m²,120 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Casa Jardin Siap Huni Strategis SHM Bagus,Jakarta Barat,3,3,2,105 m²,180 m²
"Rp 5,45 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI PIK 2 UK 10x15 (2 LANTAI) 4+1 BR KOSONGAN DEPAN TAMAN TERMURAH,Jakarta Utara,4,4,2,150 m²,209 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Bagus Furnished Cluster Garnet Phg Gading Serpong,Tangerang,3,3,1,128 m²,160 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),"Dijual rumah mewah Full Furnish di Riviera, Metland",Jakarta Barat,3,3,2,120 m²,130 m²
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),chandra rumah semi furnish ukuran 11.5x20m di komplek thi tubagus angke,Jakarta Barat,6,5,,246 m²,300 m²
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Ruko Avenue Jual Murah,Jakarta Timur,,3,,85 m²,225 m²
"Rp 81,5 Miliar",Rp 419 Jutaan (Tenor 20 Tahun),Rumah Mewah Row Jln Lebar.lokasi Prime.di Bukit.golf Pondok Indah,Jakarta Selatan,6,6,4,1305 m²,850 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Jual langka rumah singgasana lokasi bagus,Bandung,,,,240 m²,200 m²
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Tipe American Classic 3 Lantai  dekat stasiun Jagakarsa,Jakarta Selatan,4,5,2,79 m²,170 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Dijual Setiabudi Sky Garden 3br 155m2 Furnished Brand New,Jakarta Selatan,3,2,,,155 m²
"Rp 3,35 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Bagus di Premier Golf Residence , Tangerang",Tangerang,4,3,1,200 m²,210 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah Cluster Taman Bunga Modernland, Tangerang SHM",Tangerang,2,1,1,105 m²,105 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah Bagus Cluster Monaco Gading Serpong, Tangerang",Tangerang,3,2,1,72 m²,75 m²
"Rp 1,35 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Jual rumah 2 lantai rapi di cluster samara gading serpong,Tangerang,2,1,1,60 m²,59 m²
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Rumah Semi Villa Bagus View Laut di Ungasan Bali,Badung,3,3,,500 m²,350 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Apartemen Somerset Kencana 2 Bedroom,Jakarta Selatan,2,2,,,96 m²
"Rp 12,5 Miliar",Rp 64 Jutaan (Tenor 20 Tahun),"Apartement Penthouse luas 243m2 St Moritz puri indah, full furnished private lift bersertifikat",Jakarta Barat,2,,,,243 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Raffles hills Cibubur Siap Huni 2 Lantai,Jakarta Timur,5,4,2,200 m²,300 m²
"Rp 1,28 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Di Jual Cepat Ruang Usaha Di Gunung Sahari Jakarta Pusat, BU",Jakarta Pusat,,3,,37 m²,91 m²
Rp 485 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Di jual rumah Britania Bekasi semi Furnished,Bekasi,2,2,1,72 m²,42 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),DIJUAL CEPAT & MURAH RUMAH DI ALAM SUTERA,Tangerang,3,2,1,128 m²,80 m²
Rp 100 Juta,Rp 520 Ribuan (Tenor 20 Tahun),Rumah Murah Di Jl. Laswi Baleendah Bandung,Bandung,2,1,1,40 m²,30 m²
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),VILLA EKSKLUSIF FULLY FURNISHED DEKAT PANTAI JIMBARAN,Badung,6,7,1,845 m²,1000 m²
Rp 925 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Dijual Cepat Rumah 3 Lantai Di Kapuk, Cengkareng",Jakarta Barat,3,3,1,38 m²,100 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah Sunter Ngantong Siap Huni Full Furnish Jalanan Lebar Jakut,Jakarta Utara,4,5,1,162 m²,130 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah 4 Lantai SHM Jakarta Pusat,Jakarta Utara,5,3,1,63 m²,180 m²
Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Area Strategis  Cluster Pine Forest  Sentul City Bogor,Bogor,3,3,,90 m²,90 m²
"Rp 16,9 Miliar",Rp 86 Jutaan (Tenor 20 Tahun),Rumah Murah Furnished Gaya Klasik  di Kebayoran Baru,Jakarta Selatan,4,3,2,334 m²,365 m²
Rp 550 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Apartment Strategis di Bassura City Jakarta Timur,Jakarta Timur,1,1,,,34 m²
Rp 800 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Tanah Luas 3900m2 Lokasi Bagus Kawasan Citraland Kedamean Gresik,Gresik,,,,3900 m²,
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),RUMAH MEWAH PREMIUM 2 LANTAI FULLY FURNISHED DENGAN KOLAM RENANG PRIBADI DALAM PERUMAHAN MERAPI REGENCY JALAN KALIURANG KM 9 DEKAT KE KAMPUS UGM DAN UII,Sleman,5,6,2,193 m²,300 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),Rumah Murah Luas Strategis Dibawah Njop Mainroad Setiabudi Bandung,Bandung,4,3,5,521 m²,200 m²
"Rp 6,75 Miliar",Rp 34 Jutaan (Tenor 20 Tahun),Rumah Mewah 2 Lantai Estetik Dan Nyaman Full Taman Dalam Perumahan Elite Tirtasani Residence Trihanggo Gamping Sleman,Sleman,9,8,4,396 m²,465 m²
"Rp 4,75 Miliar",Rp 24 Jutaan (Tenor 20 Tahun),RUMAH MEWAH MODERN 2 LANTAI ISTIMEWA DENGAN JOGLO DAN TANAH LUAS DI MAGUWOHARJO DEPOK SLEMAN DEKAT BUDI MULIA TAJEM,Yogyakarta,5,5,2,751 m²,200 m²
"Rp 2,29 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Mewah Casa Varya Puri Gardena Jakarta Barat,Jakarta Barat,3,3,2,105 m²,155 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Dijual Rumah Hook Di Bintaro Jaya Sektor 5,Tangerang Selatan,3,2,,186 m²,94 m²
"Rp 1,28 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Mewah Klasik Modern - Berkualitas Premium Di Jalan Kaliurang Km. 13 Sukoharjo Ngaglik Sleman,Sleman,3,2,1,146 m²,100 m²
Rp 745 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Baru Cantik Mewah - Harga Murah Tata Ruang Lega Di Dalam Cluster 10 Unit Kadisoka Purwomartani Sleman Dekat Tajem,Sleman,3,2,1,106 m²,80 m²
"Rp 3,9 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),Ruko Strategis 3 Lantai Di Kronggahan Dekat Rsa Ugm Cocok Untuk Usaha Atau Kantor Apa Saja,Sleman,,3,4,251 m²,390 m²
"Rp 4,65 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah Mewah Ala Sultan Desaign Mediteranian Tropical 2 Lantai Dengan Kolam Renang Di Banyuraden Gamping Sleman,Sleman,4,5,4,222 m²,280 m²
"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Mewah 2 Lantai Sangat Terawat Dan Strategis Di Kawasan Seturan Dekat Kampus Upn,Yogyakarta,4,2,1,115 m²,180 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),"Unit Paling Murah 3 BR 153m Private Lift, High Zone di Casa Grande  Phase 2 Kokas",Jakarta Selatan,3,2,,,153 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),"For Sale 3 Bedroom Permata Hijau Suites - Very nice environment, suitable for expats and families",Jakarta Selatan,3,2,,,91 m²
"Rp 3,2 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Jual Termurah Aether Bsd Cluster Paling Laku,Tangerang,4,4,3,84 m²,120 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"26. Dijual Cepat Rumah Dua Lantai di Cluster Mahagoni Park, Bintaro Jaya Sektor 9",Tangerang Selatan,4,3,2,161 m²,150 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Bagus Siap Huni 2 Lantai Taman Ubud Karawaci,Tangerang,3,3,2,90 m²,120 m²
Rp 460 Juta,Rp 2 Jutaan (Tenor 20 Tahun),For Sale Apartemen Saveria 1br Furnish Total Seberang Casa De Parco,Tangerang,1,1,,,38 m²
"Rp 22,5 Miliar Total",Rp 115 Jutaan (Tenor 20 Tahun),Pabrik/Gudang Luas 1200m2 dekat Tol Becakayu Duren Sawit Jakarta,Jakarta Timur,,4,,1200 m²,700 m²
"Rp 4,6 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),"Jual Rumah Dalam Komplek Perumahan Di Podomoro Park Bandung - Cluster Anapuri , Buah Batu",Bandung,3,3,2,262 m²,168 m²
"Rp 9,45 Miliar",Rp 48 Jutaan (Tenor 20 Tahun),Kavling Murah Pantai Bukit Villa Badan 450m,Jakarta Utara,,,,450 m²,
"Rp 2,85 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Bagus Hadap Utara di Puri Botanical, Jakarta Barat",Jakarta Barat,3,2,1,108 m²,120 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Casa Jardin Siap Huni Strategis SHM Bagus,Jakarta Barat,3,3,2,105 m²,180 m²
"Rp 5,45 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI PIK 2 UK 10x15 (2 LANTAI) 4+1 BR KOSONGAN DEPAN TAMAN TERMURAH,Jakarta Utara,4,4,2,150 m²,209 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Bagus Furnished Cluster Garnet Phg Gading Serpong,Tangerang,3,3,1,128 m²,160 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),"Dijual rumah mewah Full Furnish di Riviera, Metland",Jakarta Barat,3,3,2,120 m²,130 m²
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),chandra rumah semi furnish ukuran 11.5x20m di komplek thi tubagus angke,Jakarta Barat,6,5,,246 m²,300 m²
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Ruko Avenue Jual Murah,Jakarta Timur,,3,,85 m²,225 m²
"Rp 81,5 Miliar",Rp 419 Jutaan (Tenor 20 Tahun),Rumah Mewah Row Jln Lebar.lokasi Prime.di Bukit.golf Pondok Indah,Jakarta Selatan,6,6,4,1305 m²,850 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Jual langka rumah singgasana lokasi bagus,Bandung,,,,240 m²,200 m²
"Rp 2,2 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Tipe American Classic 3 Lantai  dekat stasiun Jagakarsa,Jakarta Selatan,4,5,2,79 m²,170 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Dijual Setiabudi Sky Garden 3br 155m2 Furnished Brand New,Jakarta Selatan,3,2,,,155 m²
"Rp 3,35 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Bagus di Premier Golf Residence , Tangerang",Tangerang,4,3,1,200 m²,210 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah Cluster Taman Bunga Modernland, Tangerang SHM",Tangerang,2,1,1,105 m²,105 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah Bagus Cluster Monaco Gading Serpong, Tangerang",Tangerang,3,2,1,72 m²,75 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Dijual Setiabudi Sky Garden 3br 155m2 Furnished Brand New,Jakarta Selatan,3,2,,,155 m²
"Rp 3,35 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Bagus di Premier Golf Residence , Tangerang",Tangerang,4,3,1,200 m²,210 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah Cluster Taman Bunga Modernland, Tangerang SHM",Tangerang,2,1,1,105 m²,105 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah Bagus Cluster Monaco Gading Serpong, Tangerang",Tangerang,3,2,1,72 m²,75 m²
"Rp 1,35 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Jual rumah 2 lantai rapi di cluster samara gading serpong,Tangerang,2,1,1,60 m²,59 m²
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Rumah Semi Villa Bagus View Laut di Ungasan Bali,Badung,3,3,,500 m²,350 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Apartemen Somerset Kencana 2 Bedroom,Jakarta Selatan,2,2,,,96 m²
"Rp 12,5 Miliar",Rp 64 Jutaan (Tenor 20 Tahun),"Apartement Penthouse luas 243m2 St Moritz puri indah, full furnished private lift bersertifikat",Jakarta Barat,2,,,,243 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Raffles hills Cibubur Siap Huni 2 Lantai,Jakarta Timur,5,4,2,200 m²,300 m²
"Rp 1,28 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),"Di Jual Cepat Ruang Usaha Di Gunung Sahari Jakarta Pusat, BU",Jakarta Pusat,,3,,37 m²,91 m²
Rp 485 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Di jual rumah Britania Bekasi semi Furnished,Bekasi,2,2,1,72 m²,42 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),DIJUAL CEPAT & MURAH RUMAH DI ALAM SUTERA,Tangerang,3,2,1,128 m²,80 m²
Rp 100 Juta,Rp 520 Ribuan (Tenor 20 Tahun),Rumah Murah Di Jl. Laswi Baleendah Bandung,Bandung,2,1,1,40 m²,30 m²
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),VILLA EKSKLUSIF FULLY FURNISHED DEKAT PANTAI JIMBARAN,Badung,6,7,1,845 m²,1000 m²
Rp 925 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Dijual Cepat Rumah 3 Lantai Di Kapuk, Cengkareng",Jakarta Barat,3,3,1,38 m²,100 m²
"Rp 18,5 Miliar",Rp 95 Jutaan (Tenor 20 Tahun),Rumah Dalam Komplek Dikebayoran Baru Siap Huni,Jakarta Selatan,5,5,2,367 m²,400 m²
Rp 355 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah Murah Strategis Siap Huni  Kawasan Bilabong Permai Bojong Gede Bogor Unfurnished,Bogor,2,2,,72 m²,50 m²
"Rp 22,7 Juta",Rp 120 Ribuan (Tenor 20 Tahun),Gudang + Office Indokarya Sunter Akses Cont 40,Jakarta Utara,,4,,1493 m²,1000 m²
Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Hunian SOHO Work From Home – Langsung Huni, Langsung Produktif!",Bandung,3,2,,,63 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Hitung Tanah Saja Dalam Kompleks - Meruyung Limo Depok,Depok,3,2,1,87 m²,54 m²
"Rp 3,4 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),JUAL CEPAT RUMAH GRAHA NATURA EDENIA BLOK E SEMI FURSNISHED,Surabaya,3,4,2,144 m²,200 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Dijual Rumah Minimalis di Sunrise Garden,Jakarta Barat,3,3,1,105 m²,190 m²
"Rp 4,5 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah strategis di kota Bandung SHM,Bandung,4,3,1,200 m²,250 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),"Jual Segera Rumah Tua Dalam Kompleks Di Pondok Betung, Nempel Jaksel.",Tangerang,4,3,1,355 m²,144 m²
Rp 12 Juta /m²,Rp 70 Ribuan (Tenor 20 Tahun),"Tanah Komersial Lokasi Strategis Kota Modern, Modernland Dekat Banjar Wijaya & Alam Sutera, Traffic Ramai, Jalan Honoris Raya,seberang Rumah Sakit Mayapada, Sekolah Penabur, Tempat Ibadah Dan Masih Banyak Lagi",Tangerang,,,,720 m²,
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),VILLA KAWASAN ELIT VIEW SAWAH ABADI DEKAT PANTAI SANUR,Denpasar,4,4,1,250 m²,265 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),VILLA KAWASAN ELIT VIEW SAWAH ABADI DEKAT PANTAI SANUR,Denpasar,4,4,2,250 m²,265 m²
"Rp 6,2 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),Villa 3 Lantai Modern Tropis Furnished Dekat Echo Beach,Badung,4,3,1,129 m²,246 m²
"Rp 9,1 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),VILLA KAWASAN ELIT VIEW SAWAH ABADI DEKAT PANTAI SANUR,Denpasar,4,4,1,490 m²,265 m²
Rp 75 Miliar Total,Rp 385 Jutaan (Tenor 20 Tahun),"Perkantoran di Sunter, Jakarta Utara 2.144 m Bagus",Jakarta Utara,,,,3226 m²,2144 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),Dijual Cepat Rumah Sutera Winona Luciola (lebar 7) Alam Sutera,Tangerang,5,5,2,126 m²,231 m²
Rp 580 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Hanya 5 Menit Ke Stasiun Kemayoran,Jakarta Pusat,2,2,1,21 m²,42 m²
Rp 650 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),Gudang 2 menit ke pintu tol driyorejo &amp; citraland driyorejo,Surabaya,,,,149 m²,149 m²
"Rp 1,39 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Dijual Rumah Baru Renovasi Dekat Exit Tol di Sawojajar Malang,Malang,5,5,1,136 m²,130 m²
Rp 123 Miliar Total,Rp 637 Jutaan (Tenor 20 Tahun),Gedung Kantor Terbagus Dan Lahan Luas  Zona Komersil Di Bintaro,Jakarta Selatan,,,,8258 m²,2000 m²
Rp 310 Juta,Rp 1 Jutaan (Tenor 20 Tahun),"Rumah Baru 310jt, Wonorejo, Rungkut, Surabaya",Surabaya,1,1,1,28 m²,56 m²
Rp 4 Miliar Total,Rp 20 Jutaan (Tenor 20 Tahun),"Ruko Terbaru Sisa 1 Unit 3 Lantai Dan Rooftop Di Rawamangun, Jakarta Timur",Jakarta Timur,,3,,86 m²,150 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai, Lebar 5,5 Meter, Cuma 900jt, Medokan Ayu, Rungkut",Surabaya,3,2,2,91 m²,95 m²
"Rp 12,5 Miliar Total",Rp 64 Jutaan (Tenor 20 Tahun),Ruko Lux 3 Lantai Dan Rooftop New Brand Di Rawamangun,Jakarta Timur,,3,,96 m²,250 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Di Jatiwaringin, Tenang, Asri Dan Bebas Banjir",Jakarta Timur,5,3,,156 m²,185 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Senopati Suites 3 Kamar Tidur View Sudirman Bagus,Jakarta Selatan,3,2,,,302 m²
"Rp 4,1 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),"Dijual Rumah Sunter Bisma, Papanggo, Rumah Taman Sunter Agung, Rumah TSA, Jakarta Utara",Jakarta Utara,5,4,2,140 m²,300 m²
Rp 751 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Cantik 2 Lantai Modern Minimalis! Ada Danau-nya!,Bogor,3,2,2,60 m²,80 m²
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Turun Harga Dijual Cepat Bu Rumah 2 Lantai Kelapa Dua Karawaci,Tangerang,3,3,1,124 m²,200 m²
Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Dijual Apartemen The Mansion, Bougenville, Gloria, Kemayoran, Jakarta Pusat",Jakarta Pusat,2,1,,,48 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Cantik 2 Lantai Lokasi Pintu Tol Jagakarsa,Jakarta Selatan,3,2,1,38 m²,80 m²
"Rp 1,07 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Mewah 3 Lantai Lokasi Dekat Green Pramuka Square Mall,Jakarta Timur,3,3,1,30 m²,80 m²
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),RUMAH KOSONGAN DALAM PERUMAHAN BUNCIT INDAH JAKARTA SELATAN,Jakarta Selatan,5,3,1,231 m²,160 m²
Rp 50 Miliar Total,Rp 257 Jutaan (Tenor 20 Tahun),Lahan Kosong di Kebayoran Baru Cocok untuk Area Komersil,Jakarta Selatan,,,,330 m²,
"Rp 37,5 Miliar",Rp 192 Jutaan (Tenor 20 Tahun),Langham Residence di SCBD Jakarta Furnished Mewah Classical Theme,Jakarta Selatan,3,4,,,360 m²
"Rp 1,33 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rumah Murah Strategis Jakarta Timur Matraman Pisangan,Jakarta Timur,3,3,1,49 m²,96 m²
Rp 465 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Murah Dekat Stasiun Di Jakarta Pusat Gunung Sahari,Jakarta Pusat,2,2,,21 m²,41 m²
"Rp 2,19 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Mewah Strategis Dirawamangun Jakarta Timur Shm,Jakarta Timur,3,3,1,76 m²,90 m²
"Rp 5,2 Miliar",Rp 26 Jutaan (Tenor 20 Tahun),Rumah Kertajaya Indah Timur Hitung Tanah Dekat Raya Merr Dan Mall,Surabaya,2,2,,300 m²,250 m²
"Rp 2,59 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah 3 Lantai Siap Huni Di Park Residence Taman Surya Cengkareng Kalideres Jakarta Barat,Jakarta Barat,5,4,2,108 m²,220 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Murah Cluster La Bella Gading Serpong Siap Huni,Tangerang,2,2,1,40 m²,50 m²
"Rp 1,3 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),Ruko 2 Lantai Untuk Usaha,Depok,,2,,52 m²,86 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Sawangan,Depok,3,3,1,65 m²,78 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),"Rumah Strategis Akses Mudah di Jl. Inpres Raya, Kramat Jati, Jakarta Timur",Jakarta Timur,6,3,3,286 m²,150 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Cantik Lokasi Nyaman Di Perumahan Taman Narogong Indah,Bekasi,3,1,1,96 m²,90 m²
"Rp 3,25 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Murah Citraland Villa Taman Telaga 2 .. Rumah 2 Lantai Lt 8x21 / 4 Kt / Rumah Hdp Selatan / Hgb / Dekat Patung Merlion,Surabaya,4,3,2,189 m²,190 m²
Rp 7 Miliar Total,Rp 36 Jutaan (Tenor 20 Tahun),RUMAH HITUNG TANAH DI KEMANDORAN KEBAYORAN LAMA LOKASI MENARIK,Jakarta Selatan,,,,440 m²,
Rp 44 Juta /m²,Rp 230 Ribuan (Tenor 20 Tahun),Tanah Kavling Strategis Area Premium Pondok Indah Jakarta Selatan,Jakarta Selatan,,,,1785 m²,
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),"Rumah 450m2 Semi Furnished Royal Residence, De Rosenburg, Wiyung, Surabaya barat, Full renovasi bagus marmer mewah terjangkau",Surabaya,4,3,1,300 m²,450 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Rumah Villa Sentra Raya 180m2, Citraland Surabaya. Full Renov American modern style, dekat Gwalk Surabaya.",Surabaya,4,3,1,128 m²,180 m²
Rp 28 Miliar,Rp 144 Jutaan (Tenor 20 Tahun),Rumah Jalan Raya Bisa Buat Usaha,Jakarta Timur,4,4,1,736 m²,600 m²
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Dijual Rumah Komplek Opulence Sunter,Jakarta Utara,3,3,,136 m²,380 m²
"Rp 2,23 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah SHM LT 108 Hadap Timur dekat Bintaro Jaya Xchange Mall Sudah Renov J31814,Tangerang Selatan,4,3,,108 m²,161 m²
"Rp 4,42 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Rumah Mewah LT 220 Bisa Nego 10 Menit ke Ciputra Cibubur Siap KPR J23184,Bekasi,4,4,,220 m²,250 m²
"Rp 1,42 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Termurah, Apt Springhill Terrace Kemayoran, 3br, 100m, Sdh Shm, Fully Furnish, Jual Cepat Murah Cash Only",Jakarta Pusat,3,2,,,100 m²
Rp 380 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rumah SHM di Bekasi Dekat Eka Hospital Harapan Indah 2 KT Siap Huni J28817,Bekasi,2,1,,60 m²,45 m²
"Rp 1,07 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Luas 1 Lt Siap KPR di Cibubur 8 Menit ke Eka Hospital Hadap Timur J32935,Jakarta Timur,3,2,,108 m²,70 m²
"Rp 1,68 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Bebas Banjir 15 Mnt ke Gerbang Tol Bekasi Barat 1 Gratis Renov J31389,Bekasi,3,2,,90 m²,130 m²
"Rp 1,46 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah 8 Mnt ke Mall Teras Kota SHM Hadap Utara Siap KPR J31144,Tangerang,2,1,,98 m²,56 m²
