price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Kos Kost Eksklusif Seturan Dekat Upn Ykpn Uii Condongcatur Ugm,Yogyakarta,27,27,3,198 m²,600 m²
"Rp 1,7 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),"Tanah cck utk usaha, kost, kantor utara UGM UNY dekat gejayan, affandi, deresan, pogung, pandega",Sleman,,,,152 m²,
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Apartemen The Mansion Kemayoran 49 Plus 70sqm Furnished Luxury,Jakarta Pusat,Studio,2,,,119 m²
Rp 615 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Scandinavian One gate system dilokasi premium prambanan,Klaten,2,1,1,90 m²,36 m²
"Rp 2,17 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Amarylis Estate Cirendeu Hunian Nyaman & Asri,Jakarta Selatan,3,2,1,84 m²,107 m²
Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Tanah Free Biaya Diskon 10 Juta Di Gunung Pati Semarang,Semarang,,,,120 m²,
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Apartemen 3 Kamar Tidur Semi Furnished,Jakarta Selatan,3,3,,,170 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Setu Grand Residence Rumah Cantik Depan Waterpark.,Bekasi,2,1,1,135 m²,100 m²
Rp 300 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Tanah ( Tambak ) Strategis Di Cerme , Gresik Jawa Timur",Gresik,,,,496 m²,
Rp 40 Miliar Total,Rp 205 Jutaan (Tenor 20 Tahun),Gudang Komplek Pergudangan Cicukang Bandung Siap Pakai,Bandung,,2,,3500 m²,3400 m²
Rp 45 Miliar Total,Rp 231 Jutaan (Tenor 20 Tahun),jual gudang langka cicukang,Bandung,,,,4145 m²,3300 m²
"Rp 1,89 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Mewah Siap Huni Di Gandul 2 Menit Ke Pintu Tol Brigif,Depok,4,4,2,90 m²,120 m²
"Rp 1,89 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Mewah Siap Huni 2 Menit Pintu Tol Brigif Desari,Depok,4,4,2,90 m²,120 m²
"Rp 2,75 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Rumah Baru Minimalis Wisma Mukti Klampis Tata Ruang Loss dan Luas,Surabaya,4,3,2,135 m²,210 m²
"Rp 2,18 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah Baru Scandinavian di Manyar Tirtoyoso 2 Lt Premium Quality,Surabaya,4,3,2,84 m²,135 m²
"Rp 2,55 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah Industrialis Modern di Manyar Tirtoasri 2 Lantai High Spec,Surabaya,4,3,2,100 m²,175 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Baru Scandinavian Lebak Arum 2 Lantai Dekat ke Jalan Raya,Surabaya,3,3,2,112 m²,150 m²
"Rp 1,43 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Baru Wisma Mukti Klampis Semolo Barat 2 Lt Dapat Bonus,Surabaya,3,2,1,67 m²,110 m²
"Rp 5,25 Miliar",Rp 27 Jutaan (Tenor 20 Tahun),"Rumah Baru Acacia Garden, Puri Galaxy 2 Lantai Full Marmer",Surabaya,4,4,2,168 m²,250 m²
"Rp 5,45 Miliar Total",Rp 28 Jutaan (Tenor 20 Tahun),"Di Jual Ruko 3,5 Lantai Sudah di Renovasi di Sentra Bisnis Pluit, Penjaringan, Jakarta Utara",Jakarta Utara,,3,3,58 m²,175 m²
"Rp 8,1 Miliar",Rp 41 Jutaan (Tenor 20 Tahun),For Sell 2 Bed Room Brand New PET Allowed at Apartement Verde 2,Jakarta Selatan,2,2,,,171 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Jual Murah Cepat Apartment Windsor 3 Bedroom Puri Indah Jakarta Barat,Jakarta Barat,3,2,,,147 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Lokasi Strategis Di Pusat Kota Mangga Besar Jakarta Barat,Jakarta Barat,1,2,,120 m²,120 m²
Rp 625 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Murah Shm Baru Hadap Selatan  Di Raya Prasung Sidoarjo,Sidoarjo,2,2,1,72 m²,54 m²
Rp 655 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Murah Dekat Kahuripan Nirwana Dan Exit Tol Sidoarjo,Sidoarjo,2,1,1,72 m²,44 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),"Jual Rumah Shm Bagus Di Taman Puspa Raya, Citraland",Surabaya,4,3,2,144 m²,200 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Siap Huni di Komplek PTB Duren Sawit Jakarta Timur,Jakarta Timur,4,4,1,180 m²,340 m²
"Rp 5,75 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),"Darmo Harapan Dekat Sekolah Petra, Strategis Bagus",Surabaya,4,2,1,480 m²,265 m²
Rp 350 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"LAND FOR SALE‼️ CLUSTER 1 KAVLING KEBUN DURIAN - THE THRONE LAND PENEBEL, TABANAN",Tabanan,,,,500 m²,
"Rp 5,8 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Dijual Rumah Mewah Lokasi Depan Citraland,Surabaya,4,4,2,220 m²,330 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Murah Minimalis Siap Huni Istana Muara,Bandung,6,3,1,200 m²,200 m²
Rp 8 Miliar,Rp 41 Jutaan (Tenor 20 Tahun),Dijual Hotel Masih Aktif Kuta,Badung,14,14,8,532 m²,180 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah 2lt Vibes Modern Living,Surabaya,3,3,2,120 m²,184 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rumah 2lt Vibes Modern Living,Surabaya,3,3,2,120 m²,184 m²
"Rp 8,1 Miliar /m²",Rp 41 Jutaan (Tenor 20 Tahun),Tanah Vanda Trawas Dijual Lokasi Strategis,Mojokerto,,,,5400 m²,
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI KEBON BAWANG TJ.PRIOK JAKART UTARA,Jakarta Utara,4,2,,172 m²,162 m²
Rp 965 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Y303b Cluster Exclusive Harga Terbaik di Condet Jakarta Timur,Jakarta Timur,3,2,1,50 m²,60 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),S337B Cluster Mewah Modern Murah di Rawamangun Jakarta Timur,Jakarta Timur,3,3,2,84 m²,135 m²
Rp 753 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Nyaman Lokasi Strategis di Jalan Raya Juanda Dengan Cicilan 4 Juta an,Sidoarjo,2,2,,67 m²,60 m²
"Rp 2,48 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Bagus Sudah Kosong di Jatingaleh di bawah Harga pasar,Semarang,4,2,1,480 m²,400 m²
Rp 750 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),Gudang Strategis dekat Jalan Raya daerah Semarang Timur,Semarang,,1,,204 m²,204 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),"Rumah Di Gardenia Semarang, Di Bawah Njop",Semarang,,,,160 m²,150 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Rumah Murah 2 Tingkat Modernland Premier Park Lt 151,Tangerang,4,3,2,151 m²,114 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Termurah Modernland 3 Tingkat Lt 96,Tangerang,3,2,2,96 m²,213 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Murah Modernland 2 Tingkat Lt 72,Tangerang,2,2,1,72 m²,90 m²
Rp 27 Miliar Total,Rp 138 Jutaan (Tenor 20 Tahun),DIJUAL PABRIK DI LEUWIGAJAH CIMAHI,Cimahi,,4,,3345 m²,3000 m²
"Rp 7,5 Miliar Total",Rp 38 Jutaan (Tenor 20 Tahun),"Ruko Lokasi Strategis & Siap Huni Lahan Pakir Luas Tebet, Jakarta Selatan",Jakarta Selatan,,4,,65 m²,245 m²
"Rp 3,25 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),EXCLUSIVE VILLA 2 LANTAI + ROOFTOP WITH OCEAN NUSA DUA,Badung,3,3,2,125 m²,176 m²
"Rp 6,5 Juta",Rp 40 Ribuan (Tenor 20 Tahun),Kavling Mainroad Pondok Hijau Bandung,Bandung,,,,216 m²,
Rp 590 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Villa Modern Asri DP 0% View Gunung  Kota Batu Dekat BNS Jatim Park,Malang,2,1,1,66 m²,40 m²
Rp 590 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Villa Modern Asri DP 0% View Gunung  Kota Batu Dekat BNS Jatim Park,Malang,2,1,1,66 m²,40 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Dekat Bns Pemandangan Gunung Kota Shm Bisa Kpr,Batu,3,2,2,72 m²,65 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah Butuh Minim Renovasi Unfurnished SHM Pasir Jaya Buah Batu, Bandung",Bandung,2,2,1,220 m²,150 m²
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),"Rumah Modern Premium di Jaksa Agung Suprapto, Klojen Malang",Malang,5,4,2,436 m²,700 m²
Rp 16 Juta /m²,Rp 90 Ribuan (Tenor 20 Tahun),"Kavling Tanah Posisi Istimewa di Daerah Kendalsari, Suhat, Malang",Malang,,,,2264 m²,
Rp 14 Miliar,Rp 72 Jutaan (Tenor 20 Tahun),"Rumah Tropis Modern Mewah Dan Megah di Villa Puncak Tidar, Vpt Malang",Malang,8,5,1,1177 m²,700 m²
Rp 33 Miliar Total,Rp 169 Jutaan (Tenor 20 Tahun),"Apartemen, Ruang Usaha, Showroom, Tempat Usaha di Poros Jalan Mayjend Panjaitan, Betek Klojen Malang",Malang,,1,,2003 m²,1600 m²
Rp 28 Miliar Total,Rp 144 Jutaan (Tenor 20 Tahun),Harga Njop Stand Alone Building,Jakarta Pusat,,,,390 m²,1077 m²
Rp 5 Miliar Total,Rp 25 Jutaan (Tenor 20 Tahun),Dijual Ruko Lokasi Jalan Utama Di Jembatan Besi - Jakarta Barat,Jakarta Barat,,4,,121 m²,200 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Bagus Shm Murah Sayap Buahbatu Bandung,Bandung,5,4,3,170 m²,250 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Rumah mewah 1 m an strategis dekat tol di Tanahbaru Beji Depok,Depok,3,2,1,60 m²,70 m²
"Rp 2,95 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Dijual Rumah Hitung Tanah Darmo Permai Utara,Surabaya,3,2,,286 m²,200 m²
"Rp 3,3 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah 2.5 Lantai Semi Furnished Siap Huni Dan Hunian Nyaman Di Bintaro.,Tangerang Selatan,3,2,,90 m²,150 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),"Termurah Rumah Bagus Bu Di Perumahan Puri Mansion Edinburg, Jakarta Barat",Jakarta Barat,4,3,1,120 m²,161 m²
Rp 9 Miliar,Rp 46 Jutaan (Tenor 20 Tahun),"0332jb Rumah 3 Lantai Pluit Putri Rp9m Bisa Nego Rapi,bersih,tinggi Canopy,carpot 3 Mobil",Jakarta Utara,8,6,2,230 m²,500 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),"Rumah Baru 2 Unit Jejer Regency One Wonorejo, Surabaya",Surabaya,3,2,,153 m²,300 m²
Rp 13 Juta /m²,Rp 70 Ribuan (Tenor 20 Tahun),Paling Murah Kavling Bukit Golf Bsd Siap Bangun Lokasi Bagus,Tangerang,,,,1254 m²,
"Rp 10,3 Miliar Total",Rp 53 Jutaan (Tenor 20 Tahun),"Dijual Tanah di Nyanyi Luna Beach Club, Tabanan Bali",Tabanan,,,,1300 m²,
"Rp 22,5 Miliar Total",Rp 116 Jutaan (Tenor 20 Tahun),Dijual Tanah Lokasi Strategis di Umalas Bali,Badung,,,,1200 m²,
"Rp 2,74 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Villa Mewah 2 Kamar Di Canggu Bali - Private Pool, Strategis, SHM",Badung,2,2,,127 m²,80 m²
Rp 97 Ribu /m²,Rp 10 Ribuan (Tenor 20 Tahun),Tanah 110 Ha Di Dekat Kota Bunga Sinarmas Cocok Buat Investasi,Cianjur,,,,1100000 m²,
Rp 510 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Vila Rapih Cocok Investasi Siap Huni Menghasilkan Cuan Kota Bunga,Cianjur,2,2,1,160 m²,90 m²
Rp 550 Juta /are,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Tanah Dekat Pantai Lokasi Kutuh Kuta Selatan,Badung,,,,700 m²,
Rp 550 Juta /are,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Tanah Dekat Pantai Lokasi Kutuh Kuta Selatan,Badung,,,,700 m²,
"Rp 2,09 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Shm Terlaris Di Gununganyar Surabaya Timur 400m Ke Merr,Surabaya,3,3,2,105 m²,150 m²
"Rp 2,55 Miliar Total",Rp 13 Jutaan (Tenor 20 Tahun),Gudang Dijual lebak Timur Tambaksari Surabaya,Surabaya,,1,,200 m²,200 m²
"Rp 4,8 Miliar",Rp 24 Jutaan (Tenor 20 Tahun),"Rumah Baru dalam Town House Minimalist Modern , Design Superb",Jakarta Selatan,4,4,2,144 m²,280 m²
"Rp 5,8 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Rare Item Rumah di Gandaria Kebayoran Lama Dalam Townhouse Sudah Turun Harga,Jakarta Selatan,4,3,2,171 m²,337 m²
"Rp 1,53 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Murah Siap Huni Dekat Kahuripan Dan Exit Tol Sidoarjo,Sidoarjo,3,2,2,126 m²,91 m²
"Rp 5,8 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Rare Item Rumah di Gandaria di Townhouse Sudah Turun Harga Lokasi Sangat Strategis,Jakarta Selatan,4,3,2,171 m²,337 m²
Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dijual Rumah di Orchard Park Cluster Vitis Batam Center,Batam,2,1,1,96 m²,55 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rumah Cantik Siap Huni Dalam Cluster Bintaro Jaya,Tangerang Selatan,3,2,1,180 m²,180 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Di Jual Cepat  Rumah DutaGarden Suasana Aman Nyaman dan Tenang,Tangerang,3,3,1,240 m²,200 m²
"Rp 1,85 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Jual Rumah Strategis Dekat Lrt Dan Perkantoran Tb Simatupang,Jakarta Timur,7,4,2,237 m²,400 m²
Rp 10 Juta /m²,Rp 60 Ribuan (Tenor 20 Tahun),Kavling Siap Bangun Bambu Apus Dekat Taman Mini,Jakarta Timur,,,,80 m²,
"Rp 1,87 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Hook Dalam Cluster Dekat Arundina Cibubur Jakarta Tim,Jakarta Timur,4,3,2,137 m²,130 m²
Rp 925 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Dijual Rumah Di Bambu Apus Dekat Nizamia Andalusia School,Jakarta Timur,2,2,1,60 m²,80 m²
"Rp 3,8 Miliar",Rp 19 Jutaan (Tenor 20 Tahun),Rumah Di Condet Dekat Pgc Imb Shm Aman Bisa Cash Atau Kpr,Jakarta Timur,4,4,3,201 m²,300 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),"Townhouse Exclusive Siap Huni Di Kemang, Bebas Banjir, Ada Kolam Renang, Jaksel",Jakarta Selatan,4,3,3,157 m²,250 m²
"Rp 6,5 Miliar",Rp 33 Jutaan (Tenor 20 Tahun),Rumah 2 Lt Murah Kokoh Lepas Cepat Perumahan Pondok Kelapa Permai,Jakarta Timur,6,6,2,528 m²,700 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai Murah Full Furnish Harapan Indah,Bekasi,3,2,1,144 m²,124 m²
"Rp 4,2 Miliar",Rp 21 Jutaan (Tenor 20 Tahun),Rumah Murah Lokasi Strategis Lepas Cepat Cempaka Putih Jakarta,Jakarta Pusat,3,2,1,201 m²,120 m²
"Rp 1,59 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Baru Murah  2 Lantai Siap Huni Bulevar Hijau Harapan Indah,Bekasi,4,3,1,95 m²,120 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),Rumah Hook bergaya modern di Pesona Khayangan Depok,Depok,6,6,4,364 m²,600 m²
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),Rumah Mewah dalam komplek Elite kavling Marinir di Pondok Kelapa,Jakarta Timur,8,6,2,252 m²,350 m²
Rp 470 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Dijual sangat BU! Apartemen Springhill Terrace Tipe Studio Unfurnished,Jakarta Pusat,1,1,,,33 m²
"Rp 7,5 Miliar",Rp 38 Jutaan (Tenor 20 Tahun),Rumah Kost Di Tomang Roi 9.9% Lokasi Premium Jakarta Barat,Jakarta Barat,32,32,2,87 m²,360 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Jual Murah Rumah Siap.huni.karawaci Tangerang Rumah,Tangerang,6,5,2,180 m²,360 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Baru Siap Huni Di Tanjung Duren Jakarta Barat,Jakarta Barat,5,4,2,60 m²,160 m²
Rp 11 Miliar Total,Rp 56 Jutaan (Tenor 20 Tahun),Dijual Cepat Termurah Menara Imperium 2 Lantai Unfurnished,Jakarta Selatan,,,,710 m²,710 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rumah Siap Huni @tjduren Jak-bar,Jakarta Barat,3,3,1,52 m²,152 m²
Rp 13 Miliar Total,Rp 66 Jutaan (Tenor 20 Tahun),"Dijual cepat 2 Ruko tempel, Blok A, dekat MRT, cocok untuk huni, usaha, dan Kos-kosan",Jakarta Selatan,,3,,267 m²,284 m²
"Rp 4,9 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),Tanah Kavling Hook Dekat Exit Tol di Riverside Malang,Malang,,,,580 m²,
"Rp 4,65 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Rumah Villa Tropical Minimalis Dekat Dengan Pantai Surfing,Badung,3,3,1,140 m²,147 m²
"Rp 7,5 Juta /m²",Rp 40 Ribuan (Tenor 20 Tahun),"Tanah Ccok U/ Kost Eksklusif Seturan Dekat Pakuwon, Upn,ykpn, Ugm",Yogyakarta,,,,353 m²,
Rp 6 Juta /m²,Rp 40 Ribuan (Tenor 20 Tahun),"Tanah cocok utk homestay/kost dekat JCM, UGM, Jambon, Tugu Jogja",Sleman,,,,245 m²,
Rp 999 Juta,Rp 5 Jutaan (Tenor 20 Tahun),"Rumah Full Furnished Monjali Lempongsari dekat UGM, YKPN Palagan, Plemburan, Hyatt di perumahan",Sleman,4,1,,100 m²,110 m²
Rp 11 Juta /m²,Rp 60 Ribuan (Tenor 20 Tahun),"Tanah cocok utk Kost Eksklusif di Terban, Blimbingsari dekat Kampus UGM & RS Sardjito selatan Pogung, Jogja",Yogyakarta,,,,571 m²,
Rp 7 Miliar,Rp 36 Jutaan (Tenor 20 Tahun),Kos Kost Eksklusif Seturan Dekat Upn Ykpn Uii Condongcatur Ugm,Yogyakarta,27,27,3,198 m²,600 m²
"Rp 1,7 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),"Tanah cck utk usaha, kost, kantor utara UGM UNY dekat gejayan, affandi, deresan, pogung, pandega",Sleman,,,,152 m²,
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Apartemen The Mansion Kemayoran 49 Plus 70sqm Furnished Luxury,Jakarta Pusat,Studio,2,,,119 m²
Rp 615 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Scandinavian One gate system dilokasi premium prambanan,Klaten,2,1,1,90 m²,36 m²
"Rp 2,17 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Amarylis Estate Cirendeu Hunian Nyaman & Asri,Jakarta Selatan,3,2,1,84 m²,107 m²
Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Tanah Free Biaya Diskon 10 Juta Di Gunung Pati Semarang,Semarang,,,,120 m²,
"Rp 5,5 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Apartemen 3 Kamar Tidur Semi Furnished,Jakarta Selatan,3,3,,,170 m²
Rp 1 Miliar,Rp 5 Jutaan (Tenor 20 Tahun),Setu Grand Residence Rumah Cantik Depan Waterpark.,Bekasi,2,1,1,135 m²,100 m²
Rp 300 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),"Tanah ( Tambak ) Strategis Di Cerme , Gresik Jawa Timur",Gresik,,,,496 m²,
Rp 40 Miliar Total,Rp 205 Jutaan (Tenor 20 Tahun),Gudang Komplek Pergudangan Cicukang Bandung Siap Pakai,Bandung,,2,,3500 m²,3400 m²
Rp 45 Miliar Total,Rp 231 Jutaan (Tenor 20 Tahun),jual gudang langka cicukang,Bandung,,,,4145 m²,3300 m²
"Rp 1,89 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rumah Mewah Siap Huni Di Gandul 2 Menit Ke Pintu Tol Brigif,Depok,4,4,2,90 m²,120 m²
