price,installment,title,location,bedroom,bathroom,garage,land_area,building_area
Rp 6 Miliar,Rp 30 Jutaan (Tenor 20 Tahun),Rumah di Kebalen Senopati Area Kebayoran Baru Murah Siap Huni,Jakarta Selatan,9,3,1,210 m²,150 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Pondok Indah,Jakarta Selatan,6,5,,280 m²,350 m²
"Rp 4,7 Miliar",Rp 24 Jutaan (Tenor 20 Tahun),"Rumah Baru Ada Kolam Renang di Setra Duta, Bandung",Bandung,4,4,1,153 m²,298 m²
Rp 22 Miliar,Rp 113 Jutaan (Tenor 20 Tahun),Rumah Super Mewah Renov Total Dengan Taman Luas Di Pejaten Barat,Jakarta Selatan,4,5,4,1034 m²,600 m²
"Rp 10,5 Miliar",Rp 54 Jutaan (Tenor 20 Tahun),"Dijual Rumah Cantik Modern 2 Lt di Perumahan Elite Puri Bintaro, 10 Menit ke Tol Pondok Aren dan Bintaro Xchange Tempat Ideal dengan Akses Terbaik",Tangerang Selatan,4,3,2,499 m²,480 m²
"Rp 3,1 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),"Rumah strategis dekat Masjid Agung Surabaya, di Perum Wisma Pagesangan",Surabaya,2,1,1,198 m²,175 m²
Rp 800 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),Tanah Cluster Canberra Grand Pakuwon . Surabaya .,Surabaya,,,,90 m²,
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Termurah Cluster Jeruk Pondok Tjandra Baru Gress .Pondok Tjandra .,Sidoarjo,3,3,1,100 m²,130 m²
"Rp 5,5 Juta /m²",Rp 30 Ribuan (Tenor 20 Tahun),"Tanah Lokasi Strategis Dumar Industri Hook ,komplek Pergudangan Margomulyo .surabaya",Surabaya,,,,1235 m²,
Rp 12 Juta Total,Rp 70 Ribuan (Tenor 20 Tahun),Termurah Tanah Lotus Garden Puri Galaxy Surabaya.,Surabaya,,,,420 m²,
Rp 25 Juta /m²,Rp 130 Ribuan (Tenor 20 Tahun),Tanah Kavling Palm Beach Pakuwon City. Surabaya Timur.,Surabaya,,,,450 m²,
"Rp 7,7 Miliar Total",Rp 39 Jutaan (Tenor 20 Tahun),Ruko di Golf Lake Residence Cengkareng Jakarta Barat Strategis,Jakarta Barat,,4,,153 m²,468 m²
Rp 800 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Murah dan Sangat Terawat di Green Village Cipondoh,Tangerang,2,2,,48 m²,64 m²
"Rp 4,3 Miliar",Rp 22 Jutaan (Tenor 20 Tahun),Rumah Siap Huni dan Full Furnish di Cluster Amerika Latin,Jakarta Barat,3,3,,144 m²,224 m²
"Rp 1,4 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),"Jual Rumah Premary 2 Lantai Cluster Tatar Jaya Prakasa Kota Baru Parahyangan, Bandung",Bandung,2,2,1,84 m²,80 m²
Rp 13 Miliar,Rp 66 Jutaan (Tenor 20 Tahun),Jual Tanah Bonus Rumah Bisa Untuk Usaha di Sayap Gatsu,Bandung,2,2,2,823 m²,500 m²
"Rp 1,35 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Apartemen Landmark Residence 2BR Furnished,Bandung,2,1,,,62 m²
"Rp 2,4 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Baru Siap Huni di Kembar Mas Sayap Moh Toha Bandung,Bandung,3,2,1,171 m²,121 m²
Rp 3 Miliar,Rp 15 Jutaan (Tenor 20 Tahun),Rumah Murah Hitung Tanah Lokasi Strategis di Setiabudi,Bandung,4,4,1,400 m²,350 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah Bagus Siap Huni di Gegerkalong, Sayap Sertasari",Bandung,2,2,1,308 m²,180 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Tomang Akses 2 Mobil SHM,Jakarta Barat,3,3,1,75 m²,200 m²
"Rp 5,3 Miliar",Rp 27 Jutaan (Tenor 20 Tahun),Dijual Rumah Hitung Tanah di Tomang Jakarta Barat Lokasi Strategis,Jakarta Barat,6,5,2,249 m²,347 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rumah Siap Huni 2 Lantai Bagus Tomang SHM,Jakarta Barat,3,3,2,135 m²,260 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),"Rumah Siap Huni 3 Lantai di Tomang, Jakarta Barat",Jakarta Barat,4,3,1,108 m²,150 m²
Rp 5 Miliar,Rp 25 Jutaan (Tenor 20 Tahun),Dijual Rumah Mewah Siap Huni di Jagakarta Jakarta Selatan,Jakarta Selatan,5,4,2,291 m²,341 m²
"Rp 2,7 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Dijual Rumah 2 Lantai Siap Huni di Duri Kepa Jakarta Barat,Jakarta Barat,3,2,2,120 m²,120 m²
"Rp 7,8 Miliar",Rp 40 Jutaan (Tenor 20 Tahun),Cepat Rumah Dan Kost di Bendungan Hilir SHM,Jakarta Pusat,18,8,4,232 m²,246 m²
"Rp 4,65 Miliar",Rp 23 Jutaan (Tenor 20 Tahun),Villa 3 Bedrooms untuk investasi di Canggu,Badung,3,2,,195 m²,152 m²
Rp 460 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Dijual Rumah Murah Sunter Jakarta Utara,Jakarta Utara,2,2,,43 m²,43 m²
Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Ada 2 Unit Rmh.mewah Row 3.mbl Perum Puri Surya Jaya Cluster Valencia Gedangan Sidoarjo,Sidoarjo,2,2,1,90 m²,90 m²
"Rp 19,5 Miliar /m²",Rp 100 Jutaan (Tenor 20 Tahun),Termurah Jual Cepat Gudang Kebayoran Lama Gudang Jakarta Selatan,Jakarta Selatan,,2,,1052 m²,740 m²
"Rp 8,8 Miliar",Rp 45 Jutaan (Tenor 20 Tahun),"Mewah, Bagus, Terawat, Hoek, Rumah Cantik 2 Lantai, 4 Kamar di Sektor 7 Bintaro Jaya, Cocok u Hunian Keluarga",Tangerang Selatan,4,4,2,216 m²,350 m²
"Rp 1,6 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),"Dijual Rumah Minimalis Industrial Unfurnished di Golden Olive Residence, Bintaro tangerang Selatan",Tangerang Selatan,4,2,1,78 m²,115 m²
Rp 15 Juta /m²,Rp 80 Ribuan (Tenor 20 Tahun),"Tanah Depan Itc Depok Di Jalan Sawangan Raya, Pancoran Mas Depok Jawa Barat",Depok,,,,560 m²,
Rp 285 Miliar Total,Rp 1 Miliaran (Tenor 20 Tahun),Bangunan Komersial Di Paramount Serpong,Tangerang Selatan,,,,12400 m²,14000 m²
Rp 10 Juta /m²,Rp 60 Ribuan (Tenor 20 Tahun),Tanah Komersial 13 Hektar,Depok,,,,130000 m²,
Rp 23 Miliar,Rp 118 Jutaan (Tenor 20 Tahun),Dijual Rumah Bagus Dalam Cluster Di Intercon,Jakarta Barat,4,4,2,540 m²,890 m²
"Rp 1,25 Miliar Total",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Tanah Kavling Murah di Jatinegara Baru Jakarta Timur,Jakarta Timur,,,,147 m²,
"Rp 7,5 Juta /m²",Rp 40 Ribuan (Tenor 20 Tahun),TANAH KAVLING MURAH DI BAMBU APUS CIPAYUNG JAKARTA TIMUR,Jakarta Timur,,,,110 m²,
"Rp 29,5 Miliar",Rp 151 Jutaan (Tenor 20 Tahun),Rumah Mewah Terawat Lantai Full Marmer Slab Pondok Indah,Jakarta Selatan,4,4,2,582 m²,600 m²
Rp 8 Miliar,Rp 41 Jutaan (Tenor 20 Tahun),"Rumah Mewah 2 lantai di Tanah Kusir, Jaksel (DW/WW)",Jakarta Selatan,4,5,4,313 m²,403 m²
"Rp 7,2 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),"Rumah Brand New Siap Huni Pondok Indah Modern Minimalis Dibawah 7,5M Jarang Ada",Jakarta Selatan,3,4,2,120 m²,200 m²
"Rp 82,8 Miliar",Rp 425 Jutaan (Tenor 20 Tahun),Rumah Mewah di Simprug Golf Senayan Lokasi Premium Jakarta,Jakarta Selatan,4,4,6,1380 m²,1200 m²
Rp 11 Miliar,Rp 56 Jutaan (Tenor 20 Tahun),Dijual Rumah Di Pejaten Dekat Sekolah International. Siap Huni,Jakarta Selatan,7,2,2,565 m²,400 m²
Rp 60 Miliar,Rp 308 Jutaan (Tenor 20 Tahun),For Sale - Rumah Nuansa Kolonial Di Kemang Raya Jakarta Selatan,Jakarta Selatan,,2,,1140 m²,600 m²
"Rp 5,6 Miliar",Rp 28 Jutaan (Tenor 20 Tahun),Rumah Cantik Di Greenlake City Cluster Amerika Latin Boulevard,Jakarta Barat,4,3,1,180 m²,300 m²
Rp 630 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Baru Full Furnish di Perumahan Araya Malang Gmk03002,Malang,1,2,,21 m²,38 m²
Rp 483 Juta,Rp 2 Jutaan (Tenor 20 Tahun),"Rumah Baru Villa Bukit Tidar Spacio, Lowokwaru Malang Gmk03146",Malang,2,1,1,72 m²,35 m²
Rp 849 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Baru di Tasikmadu Regency Lowokwaru Malang GMK03196,Malang,4,2,1,61 m²,120 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Bagus 3 Kamar Plaosan Arjosari Blimbing Malang Gmk03078,Malang,3,2,1,70 m²,90 m²
Rp 585 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Dp0% Angsuran 2 Jtan.free Smua Biaya Rmh New Bohar Dekat Wage Aloha*masangan Wetan Sidoarjoperbatasan Surabaya Sidoarjo,Sidoarjo,2,1,1,78 m²,36 m²
"Rp 8,8 Miliar",Rp 45 Jutaan (Tenor 20 Tahun),LUXURY VILLA DI PUSAT SEMINYAK ONE GATE SYSTEM SHM,Badung,3,3,1,200 m²,253 m²
"Rp 3,15 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah Hook Shm East Asia Di Green Lake City,Jakarta Barat,3,2,2,130 m²,110 m²
Rp 615 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Mewah Siap Huni Lokasi Sangat Strategis,Bandar Lampung,3,2,1,145 m²,75 m²
"Rp 11,5 Miliar",Rp 59 Jutaan (Tenor 20 Tahun),"Rumah Cantik Furnished Hook Permata Buana, Jakarta Barat",Jakarta Barat,5,5,1,340 m²,300 m²
"Rp 1,7 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Di Jual Rumah Mewah Dan Luas Di Turi Plawangan,Sleman,3,2,2,460 m²,300 m²
Rp 380 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Dijual Apartement Living Star - Jakarta Timur,Jakarta Timur,Studio,1,,,40 m²
Rp 525 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rumah Murah Mulya Asri 2 Bangunan Baru 3 kamar,Tangerang,3,2,1,81 m²,70 m²
Rp 690 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai View Sunset Pegunungan Mmenore Dekat Masjid,Sleman,3,1,2,119 m²,80 m²
Rp 850 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rumah Siap Huni Bonus AC Kitchen Set dalam Cluster Godean Sleman,Sleman,3,2,1,120 m²,80 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rumah Minimalis 2 Lantai Termurah di Tatar Jayaprakarsa KBP,Bandung,2,2,1,84 m²,80 m²
"Rp 1,45 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Dijual Rumah Pantai Mentari Siap Huni Dekat Kenjeran,Surabaya,3,3,,72 m²,130 m²
"Rp 3,2 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),Rumah Mewah View Danau di Lippo Cikarang,Cikarang,5,4,2,160 m²,189 m²
Rp 2 Miliar,Rp 10 Jutaan (Tenor 20 Tahun),Rumah Murah Jual Cepat Nego,Tangerang Selatan,4,2,1,163 m²,150 m²
"Rp 3,5 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Villa Murah Resort Dago Pakar Di Bandung,Bandung,4,3,1,320 m²,240 m²
Rp 320 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Jual Cepat 1 Br Apartemen Gateway Pasteur,Bandung,1,1,,,31 m²
"Rp 6,9 Miliar",Rp 35 Jutaan (Tenor 20 Tahun),Dijual Rumah Siap Huni Full Furnish di Citra Garden Jakarta Barat,Jakarta Barat,4,4,4,285 m²,420 m²
"Rp 1,15 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Dijual Rumah Baru Siap Huni Full Furnish di Cengkareng SHM,Jakarta Barat,3,2,1,50 m²,80 m²
"Rp 3,9 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rumah 2 Lantai di Tomang Jakarta Barat Strategis,Jakarta Barat,3,2,2,190 m²,150 m²
Rp 375 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Konsep Kekinian Siap Huni Cipayung Depok,Depok,2,1,2,65 m²,40 m²
"Rp 5,75 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Brand New Villa In Kerobokan With Renter Friendly Layout,Badung,3,3,2,302 m²,300 m²
"Rp 8,95 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),4 Bedroom Family Home In Buduk,Badung,4,5,2,730 m²,330 m²
"Rp 1,76 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Baru di Jalan Jambangan Baru 2 Surabaya, Surabaya",Surabaya,3,2,,600000 m²,820000 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Apartment The Mansion Jasmine Kemayoran Tower Dorada lantai 20 an,Jakarta Pusat,2,1,,,73 m²
"Rp 8,99 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI ROYAL RESIDENCE BOULEVARD FULL FURNISH,Surabaya,4,3,,391 m²,520 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),Mitra Raya Batam Centre View Mall Pollux,Batam,,2,,128 m²,218 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),Dijual Cepat Bisa Nego Ruko Strategis Batam Centre Potensi Cuan,Batam,,3,,90 m²,387 m²
"Rp 1,57 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Very Recommended Rumah Sangat Terawat Siap Huni Bonus Furnished Di Summarecon Bandung Dijual Murah,Bandung,2,2,1,66 m²,54 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Jual Rumah Murah Di Bawah Apraisal Dekat Stasiun Dekat Tol,Bogor,4,3,2,150 m²,128 m²
Rp 675 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Cuma Ada Satu !! Jual Rumah Suvarna Sutera 1 Lantai 7x17,Tangerang,2,1,2,119 m²,62 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Jual Rugi Banget !!! Rumah Suvarna Sutera 1 Lantai 6x17,Tangerang,2,1,2,102 m²,46 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Jual Rugi Banget !! Rumah Suvarna Sutera Cluster Dakota,Tangerang,4,4,2,153 m²,162 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Rumah Lama Hitung Tanah Di Sayap Pasirkaliki Lokasi Hook Stategis,Bandung,4,3,,453 m²,350 m²
"Rp 1,1 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),PALING MURAH Tanah Kavling Taman Dayu Cluster Hijau Alami,Pasuruan,,,,359 m²,
"Rp 7,3 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),Best Price For Sell Apartment The Peak at Sudirman,Jakarta Selatan,3,2,,,232 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Jual Rumah Murah Siap Huni Di Pondok Candra Waru,Sidoarjo,3,2,,192 m²,181 m²
"Rp 2,15 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Jual Rumah Baru Shm Di Tenggilis Kendangsari Jemursari Prapen,Surabaya,3,3,,104 m²,159 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Jual Rumah Bagus Dekat Bandara Juanda Sidoarjo Sedati Gedangan,Sidoarjo,3,2,,124 m²,70 m²
"Rp 1,97 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Jual Rumah Baru Villa Kalijudan Indah Dekat Raya Merr,Surabaya,3,3,,100 m²,159 m²
Rp 23 Miliar Total,Rp 118 Jutaan (Tenor 20 Tahun),"Dijual Gedung Siap Pakai di Guntur, Setia Budi",Jakarta Selatan,,1,4,337 m²,300 m²
"Rp 6,8 Miliar Total",Rp 34 Jutaan (Tenor 20 Tahun),chandra Ruko gandeng ukuran 8x19m di komplek kavling polri,Jakarta Barat,,6,,152 m²,448 m²
Rp 30 Miliar Total,Rp 154 Jutaan (Tenor 20 Tahun),Jual Ex Showroom Gudang Dekat Bandara Di Jurumudi Raya Tangerang,Tangerang,,2,,2500 m²,2500 m²
Rp 6 Miliar Total,Rp 30 Jutaan (Tenor 20 Tahun),Ruko Di Cinere Raya Hgb Sebrang Mal Cinere Siap Pakai,Depok,,2,2,167 m²,300 m²
Rp 26 Miliar Total,Rp 133 Jutaan (Tenor 20 Tahun),Murah!! Rumah Tua Menteng Pegangsaan Cocok Untuk Hunian,Jakarta Pusat,,,,599 m²,
"Rp 5,8 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Rumah Pik Taman Grisenda Dalam Cluster Hadap Selatan,Jakarta Utara,3,3,1,200 m²,250 m²
"Rp 3,2 Miliar",Rp 16 Jutaan (Tenor 20 Tahun),"Dijual Rumah Baru,dalam cluster di Bintaro 7",Tangerang Selatan,3,3,,84 m²,96 m²
"Rp 4,9 Miliar",Rp 25 Jutaan (Tenor 20 Tahun),Dijual Rumah Baru Modern Classic Di Bintaro Jaya Sektor 9,Jakarta Selatan,4,3,,177 m²,320 m²
"Rp 12,5 Miliar",Rp 64 Jutaan (Tenor 20 Tahun),Rumah Luxury di Kebayoran Height dengan Pool Bintaro Jaya Sektor 7,Tangerang Selatan,4,4,,430 m²,300 m²
Rp 400 Miliar Total,Rp 2 Miliaran (Tenor 20 Tahun),Gedung Di Kebon Sirih Raya,Jakarta Pusat,,,,3000 m²,21000 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rumah Modern Industrial Di Jalan Kaliurang Km. 13 Dekat Pasar Jangkang,Sleman,3,2,1,142 m²,100 m²
Rp 155 Miliar,Rp 797 Jutaan (Tenor 20 Tahun),Rumah Tua Hitung Tanah Kawasan Komersial Di Mega Kuningan,Jakarta Selatan,,,,1800 m²,800 m²
Rp 216 Miliar Total,Rp 1 Miliaran (Tenor 20 Tahun),Bangunan Komersial Di Jalan Ahmad Yani Banjarmasin Kalimantan Selatan,Banjarmasin,,,,19500 m²,16000 m²
"Rp 2,8 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),"Rumah Nyaman Di Jl Sakti, Kemanggisan, Palmerah, Jakarta Barat",Jakarta Barat,,,1,146 m²,100 m²
Rp 285 Miliar Total,Rp 1 Miliaran (Tenor 20 Tahun),Bangunan Komersial Di Paramount Serpong,Tangerang Selatan,,,,12400 m²,14000 m²
Rp 580 Miliar Total,Rp 2 Miliaran (Tenor 20 Tahun),Gedung Komersial Di Bintaro Cbd,Tangerang Selatan,,,,30000 m²,35000 m²
Rp 37 Miliar,Rp 190 Jutaan (Tenor 20 Tahun),Pondok Indah,Jakarta Selatan,5,4,2,871 m²,450 m²
Rp 28 Miliar Total,Rp 144 Jutaan (Tenor 20 Tahun),Harga Njop Stand Alone Building,Jakarta Pusat,,,,390 m²,1075 m²
Rp 250 Juta Total,Rp 1 Jutaan (Tenor 20 Tahun),Tanah Murah Bonus Bangunan Rumah Tawangsari,Sukoharjo,,,,884 m²,
"Rp 3,95 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),Turun Harga Ruko Gandeng Lebar 10m  Di Komplek OPI MALL Jakabaring Palembang,Palembang,,,,150 m²,450 m²
Rp 651 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rumah Mewah Ful Fasilitas Dekat Kampus Uin Ngaliyan,Semarang,3,2,2,120 m²,60 m²
"Rp 1,45 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Ruko strategis,Jakarta Pusat,,2,1,46 m²,81 m²
"Rp 2,3 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Little Santorini @ Citra Garden 2. Desain Unik Jarang Ada,Jakarta Barat,3,3,2,83 m²,130 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rumah Murah butuh renov di Perumahan Klampis,Surabaya,4,3,1,162 m²,204 m²
"Rp 1,5 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Di bawah Apraisal - Ruko Kutisari Utara  Nol Raya Strategis Untuk Usaha SUPER MURAH,Surabaya,,1,2,86 m²,140 m²
"Rp 19,8 Miliar",Rp 101 Jutaan (Tenor 20 Tahun),"Jual Rumah Mewah di Sunter, Kondisi Baru Ada Kolam Renang Bisa Kpr",Jakarta Utara,3,4,2,420 m²,1028 m²
Rp 4 Miliar Total,Rp 20 Jutaan (Tenor 20 Tahun),Ruko Goldfinch Spring Dijual Harga Under Market Price,Tangerang,,2,,66 m²,107 m²
"Rp 1,5 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Dijual Rumah Baru Gress di Rungkut Akses Enak,Surabaya,3,3,1,100 m²,120 m²
"Rp 1,45 Juta /m²",Rp 10 Ribuan (Tenor 20 Tahun),Jual Tanah Villa SHM Sejuk Ketinggian 1000 Mdpl,Bogor,,,,500 m²,
Rp 10 Miliar Total,Rp 51 Jutaan (Tenor 20 Tahun),"Dijual unit kantor strata di Permata Kuningan, Jakarta Selatan",Jakarta Selatan,,2,,100 m²,168 m²
Rp 375 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Konsep Kekinian Siap Huni Cipayung Depok,Depok,2,1,2,65 m²,40 m²
"Rp 5,75 Miliar",Rp 29 Jutaan (Tenor 20 Tahun),Brand New Villa In Kerobokan With Renter Friendly Layout,Badung,3,3,2,302 m²,300 m²
"Rp 8,95 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),4 Bedroom Family Home In Buduk,Badung,4,5,2,730 m²,330 m²
"Rp 1,76 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),"Rumah 2 Lantai Baru di Jalan Jambangan Baru 2 Surabaya, Surabaya",Surabaya,3,2,,600000 m²,820000 m²
Rp 900 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Apartment The Mansion Jasmine Kemayoran Tower Dorada lantai 20 an,Jakarta Pusat,2,1,,,73 m²
"Rp 8,99 Miliar",Rp 46 Jutaan (Tenor 20 Tahun),DIJUAL RUMAH DI ROYAL RESIDENCE BOULEVARD FULL FURNISH,Surabaya,4,3,,391 m²,520 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),Mitra Raya Batam Centre View Mall Pollux,Batam,,2,,128 m²,218 m²
Rp 3 Miliar Total,Rp 15 Jutaan (Tenor 20 Tahun),Dijual Cepat Bisa Nego Ruko Strategis Batam Centre Potensi Cuan,Batam,,3,,90 m²,387 m²
"Rp 1,57 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Very Recommended Rumah Sangat Terawat Siap Huni Bonus Furnished Di Summarecon Bandung Dijual Murah,Bandung,2,2,1,66 m²,54 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Jual Rumah Murah Di Bawah Apraisal Dekat Stasiun Dekat Tol,Bogor,4,3,2,150 m²,128 m²
Rp 675 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Cuma Ada Satu !! Jual Rumah Suvarna Sutera 1 Lantai 7x17,Tangerang,2,1,2,119 m²,62 m²
Rp 600 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Jual Rugi Banget !!! Rumah Suvarna Sutera 1 Lantai 6x17,Tangerang,2,1,2,102 m²,46 m²
"Rp 2,1 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Jual Rugi Banget !! Rumah Suvarna Sutera Cluster Dakota,Tangerang,4,4,2,153 m²,162 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Rumah Lama Hitung Tanah Di Sayap Pasirkaliki Lokasi Hook Stategis,Bandung,4,3,,453 m²,350 m²
"Rp 1,1 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),PALING MURAH Tanah Kavling Taman Dayu Cluster Hijau Alami,Pasuruan,,,,359 m²,
"Rp 7,3 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),Best Price For Sell Apartment The Peak at Sudirman,Jakarta Selatan,3,2,,,232 m²
"Rp 1,8 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Jual Rumah Murah Siap Huni Di Pondok Candra Waru,Sidoarjo,3,2,,192 m²,181 m²
"Rp 2,15 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Jual Rumah Baru Shm Di Tenggilis Kendangsari Jemursari Prapen,Surabaya,3,3,,104 m²,159 m²
"Rp 1,1 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Jual Rumah Bagus Dekat Bandara Juanda Sidoarjo Sedati Gedangan,Sidoarjo,3,2,,124 m²,70 m²
"Rp 1,97 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Jual Rumah Baru Villa Kalijudan Indah Dekat Raya Merr,Surabaya,3,3,,100 m²,159 m²
"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Jual Rumah Bagus Siap Huni Di Griya Babatan Wiyung,Surabaya,3,2,,105 m²,165 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Langsung Dibeli Yuk Rumah Baru Simpang Darmo Permai Surabaya,Surabaya,3,3,,88 m²,147 m²
"Rp 1,95 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Langsung Dibeli Yuk Rumah Bagus Siap Huni Murah,Surabaya,3,3,,135 m²,180 m²
"Rp 2,9 Miliar",Rp 14 Jutaan (Tenor 20 Tahun),Langsung Dibeli Yuk Rumah Bagus Siap Huni Di Pakuwon City,Surabaya,3,2,,126 m²,159 m²
Rp 8 Miliar Total,Rp 41 Jutaan (Tenor 20 Tahun),"Ruko gandeng ITC Roxy mas 4 lantai ada lift barang, rapi murah",Jakarta Pusat,,3,,150 m²,500 m²
"Rp 1,2 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Dijual Rumah 2 Lantai Jend Suprapto Kebondalem Kauman Lama Purwokerto Bisa Utk Usaha Komersial,Purwokerto,3,3,1,154 m²,152 m²
Rp 12 Miliar,Rp 61 Jutaan (Tenor 20 Tahun),Kost Bagus Siap Huni di Mampang Prapatan,Jakarta Selatan,17,10,4,400 m²,350 m²
"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),RUMAH 2 LT  DI UMBUL HARJO DEKAT KAMPUS UAD,Yogyakarta,4,3,,387 m²,200 m²
"Rp 6,9 Miliar",Rp 35 Jutaan (Tenor 20 Tahun),"DIJUAL CEPAT RUMAH SUNRISE GARDEN, JAKARTA BARAT",Jakarta Barat,5,3,,220 m²,525 m²
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Termurah Apartemen Taman Angrek Residence.,Jakarta Barat,2,1,,,50 m²
"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Termurah Apartemen Taman Angrek Residence.,Jakarta Barat,2,1,,,50 m²
